MOF	molecule	K	predict
LEGGEK	4-methyl-4-penten-2-one	2.33e-05	2.41903195366666e-05
GUFREF	isobutane	0.00311252	0.002937459993439735
VACFUB01	2,3-dimethylbutane	1.02525	1.0596886322569905
PEMRIK	propionitrile	1.5190299999999999	1.5388377124370536
NADZEZ	propane	0.000304846	0.00031773267445502984
CIGYAU	acetaldehyde	1.5399999999999998e-05	1.563716806270362e-05
PAKXIK	isopentane	0.0229402	0.021096035819298104
PEGBUA	ethane	1.75e-05	1.961264985546455e-05
HOWPOZ	hydrogen cyanide	0.0006914410000000001	0.0006960957753881406
UKUBIM	neopentane	0.311548	0.29943811184803476
PASTOU	ethylamine	0.00946679	0.009758696052906671
TESHAB	methyl propyl ketone	2.17e-05	2.0393867737744858e-05
UNIGEE	dimethylamine	6.409999999999999e-05	6.216622758138303e-05
LAGCED	4,4-dimethyl-1-pentene	0.840349	0.8239822331004825
LAWGEW	ethane	1.57e-05	1.5768559194294076e-05
TERFUT	propane	0.000567549	0.0006255370862075668
VUSKEA	methyl tert-butyl ether	0.000567912	0.0005522426281833086
SAKRED	4,4-dimethyl-1-pentene	0.09932669999999999	0.10493247103799294
PASTOU	2-pentene	0.594924	0.5999026904693248
ZISYAD	propyl alcohol	0.06718860000000001	0.06871444375017763
LAWGOG	isopropyl alcohol	3.72e-05	3.7772542590301394e-05
FUNBIA	neopentane	0.017149900000000003	0.018845706503492755
SEHTEF	acetonitrile	0.362799	0.3769807512671083
SAMLAV03	4-methyl-4-penten-2-one	412.412	418.5966046919154
REGLOG	propyl alcohol	0.00154755	0.0015082517691529843
IXOFAD	methane	1.1900000000000001e-05	1.2008386038704434e-05
XUWVEQ	1,5-heptadiene	0.3714	0.36247013866364614
QOCRUW	methyl isopropyl ether	0.113132	0.11657137861086132
LELMIA01	isopropyl alcohol	0.8271350000000001	0.8413397059771786
QARTEK	acetone	0.0200335	0.01867503613983709
SUKYIH	1,5-heptadiene	0.528044	0.5201042068785657
KIDDIM	propane	0.019647	0.02247228373456982
DEYDOA	ethane	0.000133892	0.00013417573320034532
IXOFEH	4,4-dimethyl-1-pentene	18.7596	19.82243797915394
EBEMII	isopropyl alcohol	0.045572	0.042054287118142714
UKUBIM	2,3-dimethylbutane	7.72238	7.9711368076611935
DAGDIZ	isopropyl alcohol	0.363116	0.37440975812818567
IXISAJ	isopropyl alcohol	0.101978	0.10230274234133854
XEDPIH	acetaldehyde	0.0203142	0.019968066780662017
BONWIL	propyl alcohol	0.000296032	0.0002914887021411612
RIFDUG01	hydrogen cyanide	0.000189378	0.0001910015712024299
ELAFUT	acetaldehyde	0.33213200000000004	0.3213449695016696
VACFOV01	acetaldehyde	0.00541196	0.005552686896041377
IBUDOZ	propene	0.0050271000000000005	0.0050810620175790015
FAGREM	isobutane	0.016262600000000002	0.01831404488998219
WOWGEU	ethene	6.580000000000001e-08	6.683149083486974e-08
BUVYEX	acetonitrile	0.000163354	0.0001603353986925052
CANRUG	ethane	0.000289815	0.0002858591819943249
BIBBUL	1,5-heptadiene	1.47e-12	1.4580038942512073e-12
YEGYIU	propane	2.26e-15	2.253826262641038e-15
COGWEB	isopentane	0.456246	0.5143244453159356
LEMNOH	acetaldehyde	6.01e-08	6.088282367236482e-08
ISEQIH	neopentane	0.44001999999999997	0.4528814434175123
NASCIV	propionitrile	3.41e-06	3.508171800977605e-06
KUNWEW	2,3-dimethylbutane	7.499160000000001	7.44257156134173
FEFCUQ	2,3-dimethylbutane	0.127019	0.1297479624287212
RUVMAX	methyl propyl ether	0.6127560000000001	0.6482167461923982
FIPXEJ	methane	2.17e-05	2.1307223411778086e-05
FUSWIA	ethane	0.00016614400000000001	0.0001661478401266305
HABRIN	propionitrile	2.09e-05	2.0363593426030996e-05
OFERUN02	methyl propyl ketone	0.000638909	0.0006521627986473598
LIFWOO	2-pentene	4.59324	4.423950157101604
KAXQOR01	hydrogen cyanide	0.00133324	0.0013241753177063496
UXUZAP	methyl tert-butyl ether	5.8899999999999995e-05	5.7868663800564424e-05
LUVTEC	methyl propyl ketone	0.00270667	0.002695026368020685
MAKXAZ	hydrogen cyanide	0.00058737	0.0005835769385911406
BENXUP	ethane	6.65e-06	6.582948244919826e-06
PUQXUV	neopentane	0.00245661	0.0025550411244677847
MIKJAR	propene	0.0123286	0.011861345992331851
