MOF	molecule	K	predict
HIFTOG01	4-methyl-4-penten-2-one	0.00277515	0.0027938526314959583
APEBED	3-methylpentane	0.529067	0.5422648522961364
TOHYUL	acetone	0.0960675	0.09405456255848303
MADVUJ	propyl alcohol	0.00450099	0.0046646117158429725
QIFLUO	acetaldehyde	0.00625026	0.0064278460997929865
XEXLOD	4-hexen-2-one	0.805127	0.8277589662172977
LIFWEE	2-pentene	0.00565852	0.005633170927494221
IXISOX	isopentane	0.512827	0.5195156365498022
BENXUP	4-methyl-4-penten-2-one	9.6e-14	9.440474217922638e-14
UMEXUF	ethylamine	0.207748	0.21009903443357228
VACFOV01	ethylamine	0.0246137	0.024634610541136984
IXOFEH	methyl isopropyl ether	0.11221500000000001	0.10957416265733104
EDADIX	propane	0.00269759	0.0026733089501396056
UWELIS	hydrogen cyanide	0.00107204	0.0010985738311378346
QOMDUS	propionitrile	0.011931	0.012150251207033247
TARWEO	isopentane	0.18651800000000002	0.18151277408317604
SEHTEF	neopentane	0.0348027	0.03483400288159308
RURQEB	propane	0.000176789	0.00017297020175893377
BOJCIN	dimethylamine	0.0012149	0.0012143290385993124
LAWGIA	4-hexen-2-one	0.004019	0.004015651277958435
QOCRUW	isopropyl alcohol	0.538654	0.531587050740248
IMACZN01	dimethyl ether	2.3100000000000002e-05	2.3620770769007705e-05
TARWEO	acetaldehyde	0.026839299999999996	0.02630977541839312
ESEVIH	3-methylpentane	65.541	65.78796500859421
GAYFUJ	dimethylamine	0.00292923	0.0029179933729330957
LIFWOO	isobutane	0.013267600000000001	0.013426777465327786
UVUPOR	1,5-heptadiene	24.3455	24.23464703567522
UKUBIM	4-methyl-1-hexene	175.60299999999998	177.4446823278039
QUPHUF	propionitrile	0.13652899999999998	0.1377517726258593
COGWEB	acetaldehyde	0.00919133	0.009244388556191379
QOJVAM	methyl propyl ketone	0.0490179	0.04853598298744755
FEWGUL	methyl isopropyl ether	1.09933	1.0380234987396388
ODODIW	4-hexen-2-one	1343.52	1394.8790220396693
BEPMIU	methyl tert-butyl ether	0.012037299999999999	0.011817690925955639
VARRIP	acetaldehyde	1.60976	1.6022503952390348
ZARZAV	propionitrile	1348.3	1378.5995942207303
QOMDUS	isopentane	1.1233799999999998	1.1786995754106564
EBEMEF	neopentane	7.05e-06	6.787529338713384e-06
LIFWEE	1,5-heptadiene	0.0116331	0.011738857376651826
DEYVUA	4-methyl-1-hexene	1.39229	1.4160695166589137
XEXMEU	acetaldehyde	0.00106998	0.0010896145082093954
HOWPOZ	acetaldehyde	0.034998	0.03408609659505482
MADWAQ	propyl alcohol	0.0214858	0.020761978345975544
XINJAH	2,3-dimethylbutane	41.946000000000005	42.59427760300317
VUQKUO	acetone	0.10425799999999999	0.0986251480363848
IXISAJ	methyl propyl ketone	0.774195	0.7849967333924427
TERFUT	2-pentene	0.0183019	0.01860620451094497
QOJVAM	ethylamine	0.00826654	0.008374901379734982
ISEQIH	acetaldehyde	88312.5	86842.94236365723
CUNWEO	4-hexen-2-one	207.06099999999998	210.46316838574936
BUVXOG	isopentane	0.21574899999999997	0.2002902242101084
VONBIK	methyl isopropyl ether	4.74627	4.740679481731311
YEGYIU	acetonitrile	1.55e-09	1.5893054465829086e-09
