MOF	molecule	H	predict
HIFTOG01	4-methyl-4-penten-2-one	35.19060831	35.23990439699436
APEBED	3-methylpentane	79.0293979	79.00727155472056
TOHYUL	acetone	51.42639856	51.36200079176596
MADVUJ	propyl alcohol	55.60254383	55.6205518619959
QIFLUO	acetaldehyde	48.74325246	48.67665115675089
XEXLOD	4-hexen-2-one	56.93099461	57.00830755596096
LIFWEE	2-pentene	56.48815462	56.45195793883735
IXISOX	isopentane	63.07079974	63.15799053658722
BENXUP	4-methyl-4-penten-2-one	17.51378649	17.505319937773432
UMEXUF	ethylamine	55.88833673	55.931507762317295
VACFOV01	ethylamine	48.83440146	48.85826769420007
IXOFEH	methyl isopropyl ether	43.75193855	43.728032786075495
EDADIX	propane	44.47651436	44.50250138189199
UWELIS	hydrogen cyanide	35.32609515	35.39142777051629
QOMDUS	propionitrile	40.74293887	40.72860096258973
TARWEO	isopentane	51.47088392	51.44895524689776
SEHTEF	neopentane	42.976106099999996	42.99744816569769
RURQEB	propane	44.19877375	44.073450855757244
BOJCIN	dimethylamine	37.72504645	37.744977445772534
LAWGIA	4-hexen-2-one	38.47271861	38.488737687351154
QOCRUW	isopropyl alcohol	66.36280206	66.40750191059074
IMACZN01	dimethyl ether	39.24029998	39.29568144750445
TARWEO	acetaldehyde	51.90967793	51.91557513000637
ESEVIH	3-methylpentane	64.12060431	64.17321206059442
GAYFUJ	dimethylamine	41.46778721	41.47016587903987
LIFWOO	isobutane	52.52166719	52.56877164471804
UVUPOR	1,5-heptadiene	64.83819438	64.9736785087258
UKUBIM	4-methyl-1-hexene	79.22212031	79.23033589468021
QUPHUF	propionitrile	50.14436903	50.22680743038658
COGWEB	acetaldehyde	44.59118428	44.5004843844665
QOJVAM	methyl propyl ketone	73.29602987	73.26650228094164
FEWGUL	methyl isopropyl ether	69.76154544	69.56720407419775
ODODIW	4-hexen-2-one	89.86132765	89.82856147872948
BEPMIU	methyl tert-butyl ether	40.75191074	40.73374770479756
VARRIP	acetaldehyde	66.13260422	66.13687656513346
ZARZAV	propionitrile	80.45811845	80.35299546877462
QOMDUS	isopentane	57.07511783	57.11465036814702
EBEMEF	neopentane	29.65072107	29.475792568640205
LIFWEE	1,5-heptadiene	69.73156051	69.74648594879419
DEYVUA	4-methyl-1-hexene	72.87735122	72.8292711449865
XEXMEU	acetaldehyde	40.989907200000005	40.88853757226159
HOWPOZ	acetaldehyde	53.16659336	53.083175321534114
MADWAQ	propyl alcohol	64.36625027	64.33111069326965
XINJAH	2,3-dimethylbutane	68.20982556	68.30813088099441
VUQKUO	acetone	58.4756635	58.31632582952978
IXISAJ	methyl propyl ketone	80.55295794	80.5853111405968
TERFUT	2-pentene	43.74881607	43.94850342419884
QOJVAM	ethylamine	47.27797698	47.31014142273478
ISEQIH	acetaldehyde	93.52086167	93.50134369490526
CUNWEO	4-hexen-2-one	78.52180705	78.56076179070556
BUVXOG	isopentane	51.06725152	51.00421456803543
VONBIK	methyl isopropyl ether	66.70353513	66.67529105357265
YEGYIU	acetonitrile	19.2490944	19.33633166472975
SEFSOM	methyl propyl ketone	61.96973423	61.808710987366986
QUPHUF	3-methylpentane	85.15898418	85.13198537334716
SAMLAV03	hydrogen cyanide	43.38893149	43.453891110082026
XADGAM	isobutane	60.57353936	60.65705788524848
PUQXUV	4-methyl-4-penten-2-one	75.16701568	75.18293376620073
BENXUP	propyl alcohol	44.18601624	44.302226466444935
OSAXAI	4-hexen-2-one	72.99342868	73.14015834595017
ICANAD	isopropyl alcohol	51.87091912	51.907297660654244
ZARZAV	4-methyl-1-hexene	87.91686445	87.97998216330741
XUWVEQ	isobutane	37.61682673	37.553417202596556
MOYYIJ	dimethylamine	37.93189909	37.85722059888289
FUDQIF	propene	47.61451424	47.55985577746469
KIDDIM	2,3-dimethylbutane	70.90042511	71.08123052035982
QEVKOS	acetaldehyde	50.83512325	50.730586457650126
UXEQOE	acetone	85.26037155	85.27020829338187
UBUMAH	propane	26.20883023	26.21203843304235
VAPFOJ	hydrogen cyanide	23.85832761	23.858378808469734
QOMDUS	4-methyl-4-penten-2-one	69.78070376	69.80580245401842
RELLAW	2,3-dimethylbutane	56.3579156	56.31174709904921
FUDQIF	isobutane	-47.78566242	-47.7631343329122
LIFWOO	acetonitrile	42.35373989	42.291462241417804
WIFBAQ	2,3-dimethylbutane	60.67468611	60.51496611084749
KAXQIL	acetonitrile	47.13387508	47.12308952568788
WALBOC	propyl alcohol	55.30778393	55.55329124879992
FIPXEJ	1,5-heptadiene	84.4356084	84.42154122551356
RAZYIC	methyl propyl ketone	61.27987508	61.32089765905401
GACQAE	dimethylamine	38.45960473	38.35317291313332
IBICON	ethane	19.77614047	19.77233326983191
HEGJUZ	methyl tert-butyl ether	65.66929795	65.78946371087778
HAMJOW	methyl propyl ether	52.30597153	52.316782447612745
GALCED	3-methylpentane	56.93529271	56.84418407689451
EBEMII	isopentane	58.64556349	58.6486660006518
QEVKOS	methyl propyl ketone	81.34669517	81.38414255931053
MIBQAR	2,3-dimethylbutane	30.68743828	30.70815484487057
GINLIA	4-methyl-4-penten-2-one	85.44897107	85.42786836581756
FUNCAT	methane	20.63131536	20.77369858790005
RACZIG	neopentane	50.69527219	50.911063773363004
AMIMEP	acetone	72.14324825	72.13239615363925
LEGGEK	neopentane	-68.75589781	-68.919489759043
XUGSEY	propionitrile	66.17907554	66.28348492900793
PIJJOI	4,4-dimethyl-1-pentene	80.43696598	80.4501218794992
DAGDIZ	2-pentene	52.22861231	52.2756002643955
IXOFIL	acetone	36.89302032	36.80325634289787
VEJYUF02	methyl propyl ketone	41.91318285	42.01602930222938
GUYLUI01	dimethylamine	51.59309799	51.63637021432057
BEPPAP	methyl tert-butyl ether	40.68302411	40.74212766436639
LAGCED	dimethylamine	43.97634113	43.88959350505223
KEXKEF	acetaldehyde	28.97449512	28.925530799186653
COGWEB	propionitrile	53.82009074	53.81553152307407
GIFKIP	ethene	27.61497818	27.56575581953439
HABRIN	acetone	27.84122438	27.905418745551202
BERFIP	hydrogen cyanide	37.53351836	37.554013360412775
EKOPOK	ethane	32.91031968	32.9844191856744
XEDPIH	2-pentene	67.77746131	67.91700151264727
FUNBIA	hydrogen cyanide	37.16466635	37.165577768583
WIYFAM	acetaldehyde	38.21980343	38.11470367205596
LACJAC	acetone	59.49858896	59.48637947274564
AVAQIX	propyl alcohol	71.3917454	71.32245401561127
NASCIV	methyl propyl ether	39.12292766	39.12486311994564
HAZNON	dimethylamine	54.94238348	54.9215790660097
FAKLOU	hydrogen cyanide	24.60638359	24.631401667760088
JOSNAG	acetonitrile	62.70194207	62.64595051882886
IBUDOZ	4-hexen-2-one	79.94963983	79.90957186243723
LAWGOG	4-methyl-1-hexene	34.20347602	34.20823348312732
RIPNIP	4-hexen-2-one	75.06594975	75.00341142149784
FAGREM	methyl propyl ether	44.56662356	44.55599062271956
DEYLUQ	acetone	49.84619189	49.95501562783842
NEHZIK	propene	31.09902884	31.09502188994294
TOHYUL	isopropyl alcohol	56.69678753	56.61746718374447
OTAVOV	neopentane	40.38315174	40.43673512815895
ICANEH	propionitrile	46.35271432	46.35541346991219
QUGNOV	propane	7.873665285	7.849772642727323
PIJJOI	4-methyl-1-hexene	83.30090498	83.2745298974483
XEJTIR	methyl tert-butyl ether	-19.42746767	-19.50541997486123
LOQLEJ	isobutane	41.94093349	42.08367581763
UXEQOE	4-methyl-4-penten-2-one	116.04904479999999	116.04123587210313
VASKOR	2,3-dimethylbutane	28.45126067	28.44356767539052
UNIGEE	acetonitrile	20.36623984	20.47319875800502
IMACZN01	propyl alcohol	74.53972275	74.6016379631667
REYCOP	propyl alcohol	43.40569319	43.46564756631433
FIPXEJ	4-methyl-4-penten-2-one	95.67233849	95.60446415868877
DEYDOA	methyl tert-butyl ether	-16.3354228	-16.40734476758875
YEGYIU	ethane	12.93835577	13.04567429984799
KAXQOR	2,3-dimethylbutane	78.50574654	78.53526775306592
CANRUG	4,4-dimethyl-1-pentene	62.56284129	62.56108459134721
UVUPOR	4-methyl-4-penten-2-one	66.63778289	66.51784208323228
SEFSOM	4-methyl-1-hexene	67.04639509	66.9220905995086
SAHYOQ05	acetone	32.86721705	32.93028699015408
LEDCAA	4-hexen-2-one	-182.93058100000002	-182.90832101729904
BEPPAP	hydrogen cyanide	25.28685736	25.289224270856007
IYUJAO	4,4-dimethyl-1-pentene	72.69151959	72.7055153846877
QOKCID	propene	46.46612692	46.46050387592046
VASKOR	2-pentene	46.06143975	46.121796572167156
CESYEF01	propyl alcohol	50.10991133	50.0464172228389
DOTWAL	methyl propyl ether	52.62062755	52.65059808637767
CUTKOS	isobutane	56.48316518	56.4522303094704
ICANEH	acetone	52.74097723	52.77868407171468
BUVXOG	methyl isopropyl ether	47.35360369	47.32850872444606
DEYVUA	isopentane	56.19240889	56.20086686373243
XUNHAQ	propyl alcohol	56.96889105	56.984801325621085
FAQVEA	4,4-dimethyl-1-pentene	-117.475057	-117.40990894192015
WALCET	ethylamine	53.94905985	53.93999586137671
XOVVEK	methyl isopropyl ether	56.66894920000001	56.42294356446313
KINHAS	methane	22.60325499	22.57594702475256
LOFZUB	acetaldehyde	73.56573739	73.54657072571739
XUGSEY	methane	14.87506966	14.904152327629195
OSAXAI	ethylamine	45.23554837	45.3082844355335
CUHPUR	3-methylpentane	46.40027194	46.402495914707856
VEJYUF01	1,5-heptadiene	5.708363528	5.799335571757538
NUYWOU	4-methyl-1-hexene	61.93766805	61.95317912661231
QOKCID	1,5-heptadiene	96.59395111	96.57092804962794
RAZYOI	4,4-dimethyl-1-pentene	64.89180249	64.92574946081267
ECAHAT	isopropyl alcohol	37.7741612	37.798074529190316
UKUBIM	2,3-dimethylbutane	61.360199300000005	61.415345530260616
VEJYUF01	methyl isopropyl ether	54.4153994	54.409503242554855
GITWIQ	4-hexen-2-one	80.5558802	80.52459900589501
MIHHOA	2,3-dimethylbutane	77.8353758	77.83296859685987
OJICUG	isopentane	34.50542117	34.458204844775935
AFITIT	2,3-dimethylbutane	62.94486939	63.07693348418195
XIMPOA	isopropyl alcohol	2.196237184	2.2389427393247727
WONZOP	methyl propyl ketone	39.80743754	39.778220415628425
OVICUS	isopentane	70.96420798	71.18387674909236
VAPFOJ	ethene	-6.814756787	-6.847176793680515
FAPTIB	isobutane	40.38032554	40.651096455169885
SENWAL	2,3-dimethylbutane	32.03184432	31.993013660783276
BICDAU	methyl tert-butyl ether	37.83323031	37.780477484228555
TETZID	methyl tert-butyl ether	66.73408392	66.7945613563788
GUYLOC	hydrogen cyanide	29.62485637	29.66749164838372
UNIGEE	methyl tert-butyl ether	26.99447447	26.886589920405125
VISTUM	isopropyl alcohol	35.75050378	35.72709029160726
BOJCIN	4-methyl-4-penten-2-one	66.68187718	66.71208893816275
TETZID	4,4-dimethyl-1-pentene	69.42300329	69.13853728890629
QUJFUX	methyl propyl ether	42.96157149	42.91195876204916
XUYXAR	3-methylpentane	36.03114519	36.168541510525635
SERKEG	propyl alcohol	42.17481375	42.17401143074136
ATOXEN	dimethylamine	54.32919042	54.21322527442453
NUTQAV	methyl tert-butyl ether	43.96618177	43.97232307025453
YUKBIP01	acetone	47.6994343	47.549732683657005
IBICON	dimethylamine	32.19352579	32.168358817857104
GEDLIM	propionitrile	78.5292236	78.3938279484545
LACJAC	dimethylamine	58.83816748	58.80945579844862
REDROI	propionitrile	56.4708068	56.505096262966376
RUMWUS	isobutane	54.10751253	54.05947122108218
KAXQIL	2-pentene	83.16413702	83.1741670264744
XEXLOD	4,4-dimethyl-1-pentene	50.89324992	50.76971735518857
OTAVOV	4-methyl-4-penten-2-one	55.36440175	55.358539719353736
VONBIK	ethane	30.82058583	30.942516142544616
MADVUJ	methyl propyl ether	62.62481069	62.51057640672515
NEVJEF	3-methylpentane	64.01620606	64.09612542931569
BERGAI	4-hexen-2-one	98.84772316	98.79950338068251
VAPFUP	2-pentene	69.78151945	69.7864882543048
AGARUW	isopropyl alcohol	70.04600131	69.9749576979452
KINKAV	ethene	30.06828534	30.128897454917347
VAPFUP	methane	23.70902452	23.71611968080178
FAPTIB	methane	17.15018391	17.13330861205605
UVEXAV	propyl alcohol	108.96896740000001	108.93843623784704
CANRUG	methane	19.41679567	19.424565749269412
OFORUX	methyl isopropyl ether	61.34732224	61.262527029485874
VACFOV01	acetone	55.68835217	55.7269702428668
NUTQEZ	2-pentene	41.56114945	41.52972939439833
AHOKIR01	ethane	19.00359721	19.13326589684219
UXUZAP	3-methylpentane	62.90023717	62.88353412073158
MOGVAG	propionitrile	68.26606368	68.29957723256005
XIDBUJ	4-hexen-2-one	79.5097659	79.66829298082823
MAKXAZ	ethane	35.07275923	35.23745501326294
ISEQIH	4-methyl-1-hexene	87.13448802	87.14541323508749
GIMSIG	hydrogen cyanide	26.40028268	26.295606624285412
MATTUX	hydrogen cyanide	28.26587872	28.277864415424606
LACJAC	2-pentene	61.28365141	61.17017379853699
PIFPIE	propene	33.40502373	33.58520781644285
PEVQEO	methyl propyl ketone	42.15001284	42.14619765521797
TEVZUQ	isopropyl alcohol	56.79928186	56.872983782932444
