MOF	molecule	H	predict
DEYVUA	2,3-dimethylbutane	60.04535635	60.17342014424412
RAXCOK	acetaldehyde	40.45419136	40.572134800615075
LOFZUB	methyl tert-butyl ether	97.04815389	97.05857947045997
ZEDRAD	propyl alcohol	-8.862754434	-8.838090102623179
OVICUS	dimethylamine	47.8580638	47.834545883739644
FIPWUY	ethylamine	60.25330683	60.25924575510481
CICYIX	ethane	8.602890294	8.481925358630138
MIMVEJ	dimethylamine	65.05342375	64.9848354822398
PEVPUD	neopentane	22.90758087	22.831770578957652
WIDZOA	ethene	29.25574048	29.33225473256527
CISMAT01	ethylamine	77.29977213	77.3086674964483
LAGWEX	4,4-dimethyl-1-pentene	61.72951189	61.82748703882796
HIMSAY	dimethyl ether	49.66408706	49.73089834833436
TEDGOA	ethane	17.72492136	17.705279989326105
VASKOR	ethylamine	40.17797442	40.11684001805637
IBICON	2,3-dimethylbutane	41.98724669	41.96518498104896
ZISYAD	acetone	54.75580818	54.77968344403435
DAGDIZ	ethane	27.83137402	27.7966828835382
GAYFOD	propionitrile	40.055454299999994	40.079574277962635
UXUZAP	dimethylamine	55.06250224	55.114256591691806
FERHAN	2,3-dimethylbutane	82.67819261	82.432144712571
VUQKUO	isopropyl alcohol	58.78955996	58.88750330699577
IXISOX	acetone	64.57465163	64.488933109566
CUNWEO	methyl isopropyl ether	65.90906439	65.67216191108604
LOFZUB	propionitrile	87.77170009999999	87.79420615447546
ZERQOE	dimethylamine	60.3553122	60.23696897385085
UBACUX	dimethylamine	64.16974879	63.96986601287649
GUWDUY	acetonitrile	34.90468596	34.779085962888836
DEYDOA	propane	39.94458727	40.000535009641794
NUVWIL	isopropyl alcohol	40.24564329	40.314937488849594
TEVZUQ	ethene	29.74612306	29.745572547309344
TOHYUL	ethene	21.73859978	21.78595524247268
RUCGOM	dimethyl ether	50.03880608	50.01983362743549
TESHAB	methyl isopropyl ether	50.59979026	50.6857156949753
QAVWAN	isopropyl alcohol	49.45536709	49.43049376119895
XOJWEZ	2,3-dimethylbutane	0.34414171200000004	0.3986232717472987
HAZNON	dimethyl ether	48.53438215	48.59210284054683
ICANEH	acetone	52.74097723	52.70152814282067
PUQXUV	4,4-dimethyl-1-pentene	63.30103322	63.394093622877186
HIHGOW	4,4-dimethyl-1-pentene	59.50509932	59.53929596272904
IXISOX	4-methyl-4-penten-2-one	79.30229814	79.32403593366986
UXEQOE	4-hexen-2-one	120.7238146	120.72319147872608
ABUWOJ	ethane	31.33830096	31.125742084090895
JASNAT	1,5-heptadiene	84.86831629999999	84.84826493358412
SENWAL	2-pentene	27.69877435	27.69368258838288
EBEMII	4,4-dimethyl-1-pentene	52.80000553	52.55392529992115
GINLIA	4-hexen-2-one	84.98038712	84.82623335598934
QIFLUO	4-methyl-4-penten-2-one	79.43534038	79.30224174859171
FEWGUL	ethylamine	52.36274131	52.45079467811457
VASKOR	dimethyl ether	35.07968691	35.1172101488442
XINFUW	4-methyl-4-penten-2-one	67.67483857	67.68039815091169
FIQCEN	dimethylamine	48.54788434	48.539722182356556
TESHAB	4-methyl-4-penten-2-one	54.83495706	54.88074168442349
SAHYOQ03	hydrogen cyanide	17.88079321	17.75930858497178
MOCKEV	3-methylpentane	47.30381183	47.23474931092671
KUNWEW	isopentane	62.57063805	62.51362801662857
PEMRIK	propionitrile	59.13959833	58.98543980158515
DAJHUS	propyl alcohol	49.01343376	48.95620177295296
UBACUX	ethene	26.26687485	26.03052386286546
XADGAM	propionitrile	54.36283586	54.463298349460366
REDROI	propyl alcohol	60.15690227	60.33189161575168
OFORUX	propene	41.45305796	41.58378255082711
JOSNAG	methyl isopropyl ether	42.06450631	42.08019683896768
YUKBIP01	ethylamine	41.24913261	41.22800219820574
FUNCAT	ethane	34.22483701	34.07628028774512
XOVVEK	methyl propyl ether	58.79168568	58.666533788900836
SEYDUW	isobutane	15.30258925	15.345097988602552
SENWIT	acetonitrile	48.14562882	48.1434436726221
UXEQOE	ethylamine	83.91631879	83.8483300662349
GOMRAC	2-pentene	98.89467969	98.92137892739443
TERFUT	propionitrile	44.45073885	44.25029687705709
DUBWON	neopentane	45.82107401	45.947439372870136
FEFCUQ	ethylamine	35.83622498	35.88124511130997
KEXKAB	hydrogen cyanide	41.08754537	40.98592325835843
DOTWAL	acetonitrile	67.11833888	67.14898171304631
BENXUP	propene	34.24084012	34.430935508001234
OFERUN02	2-pentene	36.78138915	36.82575705079589
FUNBOG	methyl propyl ketone	65.4336991	65.49184924739352
IQUNAJ01	propyl alcohol	4.933361274	4.928062977903932
KAYBIX	methane	20.28973039	20.3124202760066
VUSKAW	propionitrile	25.51601633	25.48922578242362
QATHOK	methyl propyl ether	39.12970855	39.165485780264014
MATTUX	acetaldehyde	38.2420298	38.225355981751115
BENXUP	dimethyl ether	41.28561599	41.30896094123774
RACZIG	neopentane	50.69527219	50.809436125376024
KEFBEE	4,4-dimethyl-1-pentene	48.3800083	48.32466863646558
ZERNAN	hydrogen cyanide	40.49504006	40.52928684747706
IYUJAO	propane	47.89531841	47.89851083719897
UVEXAV	acetonitrile	79.15946690000001	79.19043439208129
FAQVEA	hydrogen cyanide	34.176993100000004	34.16747505683987
BONWIL	methane	16.52007074	16.547598404879295
OFERUN02	4-methyl-1-hexene	48.30462907	48.2944055687031
TECTUS	propyl alcohol	92.10873548	92.08121814564217
FEZREJ	2,3-dimethylbutane	54.59897613	54.714243297394276
RUFMUA01	methyl propyl ether	59.12853741	59.113862727543584
MIBQAR	methyl propyl ether	26.37799097	26.285589234298026
RACZIG	2,3-dimethylbutane	68.55848978	68.50585364424231
IBICAZ	acetonitrile	33.70016166	33.74045078237932
YAZYEF	dimethyl ether	59.34363489	59.2958945860092
WIYFAM	propene	26.54461719	26.603923269671153
XIMPOA	hydrogen cyanide	37.34400546	37.30405752110765
BETGAK	3-methylpentane	62.57853063	62.441746655414114
HUTTIA	4-hexen-2-one	63.17162652	63.1697262253678
HEXNII	methyl tert-butyl ether	-17.768972100000003	-17.81972304579281
WECJAR	hydrogen cyanide	34.05651013	34.16258173144507
KEFBEE	1,5-heptadiene	49.00856898	48.970675445355496
RURPEA	4-methyl-1-hexene	-10.06121078	-10.058881084395697
TENLIJ	isopentane	64.28244684	64.00479007196103
OHOLIH	ethene	28.88061454	28.965486087990502
TEVZUQ	4-methyl-4-penten-2-one	58.16704335	58.17038534567754
OJICUG	methyl propyl ketone	58.971087399999995	58.979466838948994
LEDCAA	isopropyl alcohol	-0.988159517	-0.967975622194495
XUNGUJ	acetonitrile	40.15033589	40.20479209131897
PELNEA01	propyl alcohol	16.53215114	16.60675876496344
YUGLES	propene	28.24610356	28.318486645065892
XOJWEZ	isopentane	41.38717402	41.38497420267535
UXEQOE	4-methyl-4-penten-2-one	116.04904479999999	116.0679409654207
IXISAJ	isopentane	63.53805481	63.592997297113726
KIDDIM	methyl tert-butyl ether	83.9267768	83.88189603780356
LACJAC	methyl isopropyl ether	56.24169297	56.15660242885483
CUYHIO	propionitrile	-110.39603970000002	-110.4396015833636
IYUJAO	isobutane	59.469333400000004	59.16145569123231
QUPHUF	methyl propyl ketone	80.40906120000001	80.37282077696706
IXOFEH	propionitrile	32.34631206	32.41566031968387
LAWGEW	isopropyl alcohol	27.12420368	27.069914311996325
BEPMIU	methane	12.44518868	12.468781014356082
BEPPAP	propene	22.49937909	22.40885878915513
WOWGEU	acetaldehyde	39.579250099999996	39.58107217886834
QUVDUH	methyl propyl ketone	77.6212562	77.47442481430546
VAGTUU	propyl alcohol	57.39545092	57.46740037970035
CEGDUO	ethylamine	40.52041806	40.56297144373863
LIFWOO	methyl tert-butyl ether	57.89361626	57.890307466109235
NIRDOI	propane	25.51001948	25.53070578970206
KEXKEF	isopentane	-242.6154561	-242.56867599832356
IYUJAO	methyl propyl ether	64.86049915	64.94441921953968
GIMSIG	dimethyl ether	32.52396806	32.5238126356522
REGLOG	propionitrile	50.66909014	50.639812521040184
FUNBAS	4-methyl-1-hexene	74.56563971	74.52737636394845
XOVVIO	methyl propyl ketone	40.70079953	40.69446080428239
XAWVUN	acetone	34.87997561	34.847814231209796
RIFDUG01	neopentane	64.3724878	64.31282037252554
WONZOP	propionitrile	27.38740993	27.36063708394797
KAYBUJ	isopropyl alcohol	54.06351854	54.05210689568978
XUNHAQ	propyl alcohol	56.96889105	57.07121400674465
GUYLOC	propene	32.32198108	32.26424174328831
ECIWUJ	dimethyl ether	23.33005612	23.34060818440217
QAVWAN	methyl isopropyl ether	58.58836048	58.460879244305154
FERHAN	1,5-heptadiene	50.34788897	50.276891406699164
DUXZIG01	propyl alcohol	30.67889019	30.62690915582096
KAXQIL	acetonitrile	47.13387508	47.14090531927648
KIDDIM	3-methylpentane	81.62081365	81.4564634626073
IBUDOZ	1,5-heptadiene	85.41991824	85.32255835487184
MIDRAT	ethylamine	41.91813084	41.91506268385344
