MOF	molecule	K	predict
DEYVUA	2,3-dimethylbutane	0.015147399999999998	0.01624022482198347
RAXCOK	acetaldehyde	0.00623509	0.006345808868929174
LOFZUB	methyl tert-butyl ether	374831.0	376317.80966715555
ZEDRAD	propyl alcohol	1.35e-14	1.3483747712216513e-14
OVICUS	dimethylamine	0.130641	0.12880700444445092
FIPWUY	ethylamine	0.380216	0.38174842005837156
CICYIX	ethane	2.38e-11	2.3105520086042523e-11
MIMVEJ	dimethylamine	2.0938	2.0577169123933974
PEVPUD	neopentane	0.00018046	0.00017895937266281965
WIDZOA	ethene	9.64e-06	9.563835883635649e-06
CISMAT01	ethylamine	13.4867	13.355786561012858
LAGWEX	4,4-dimethyl-1-pentene	22.6649	22.97241328414327
HIMSAY	dimethyl ether	0.015507299999999998	0.015388692696045998
TEDGOA	ethane	4.28e-05	4.28411430305412e-05
VASKOR	ethylamine	8.4e-05	8.461332832881883e-05
IBICON	2,3-dimethylbutane	0.0330024	0.0331999108351862
ZISYAD	acetone	1.6035700000000002	1.575227492444824
DAGDIZ	ethane	0.000173723	0.00017155409265556888
GAYFOD	propionitrile	0.0225242	0.022714151210638456
UXUZAP	dimethylamine	0.0770188	0.0762414598922507
FERHAN	2,3-dimethylbutane	1.8635700000000002	1.7204585896544984
VUQKUO	isopropyl alcohol	0.0166252	0.0171048223960017
IXISOX	acetone	3.29894	3.2331858819685806
CUNWEO	methyl isopropyl ether	1.8004900000000001	1.7621867804151952
LOFZUB	propionitrile	4547.08	4516.703296339512
ZERQOE	dimethylamine	0.819144	0.8059542479400733
UBACUX	dimethylamine	0.331532	0.31574366940353177
GUWDUY	acetonitrile	0.00184222	0.0017503852936632085
DEYDOA	propane	0.000760907	0.0007677916195771771
NUVWIL	isopropyl alcohol	0.00016616900000000003	0.00016979194020158765
TEVZUQ	ethene	7.950000000000001e-05	8.04922652175564e-05
TOHYUL	ethene	4.26e-05	4.2966398699745834e-05
RUCGOM	dimethyl ether	0.00856846	0.008464567150395234
TESHAB	methyl isopropyl ether	0.00011933399999999999	0.00011919613982887342
QAVWAN	isopropyl alcohol	0.024689700000000002	0.024207048048994047
XOJWEZ	2,3-dimethylbutane	8.38e-15	8.570996469182449e-15
HAZNON	dimethyl ether	0.0210803	0.02131998163642628
ICANEH	acetone	0.324746	0.3190488237754707
PUQXUV	4,4-dimethyl-1-pentene	0.015330200000000002	0.015484486588527266
HIHGOW	4,4-dimethyl-1-pentene	3.36796	3.371192963755576
IXISOX	4-methyl-4-penten-2-one	21.7699	21.934998978619127
UXEQOE	4-hexen-2-one	530042.0	522796.19146575424
ABUWOJ	ethane	0.000347291	0.00032923102709169573
JASNAT	1,5-heptadiene	82.8068	83.63237039879492
SENWAL	2-pentene	0.0009390339999999999	0.0009697454384353381
EBEMII	4,4-dimethyl-1-pentene	3.34e-06	3.248349573227182e-06
GINLIA	4-hexen-2-one	368.215	353.08724357297
QIFLUO	4-methyl-4-penten-2-one	1.1869	1.1669731767376457
FEWGUL	ethylamine	0.0228433	0.023099763120532874
VASKOR	dimethyl ether	7.4e-05	7.471040528775645e-05
XINFUW	4-methyl-4-penten-2-one	4.60556	4.6150566890772975
FIQCEN	dimethylamine	0.0110256	0.01085100057434642
TESHAB	4-methyl-4-penten-2-one	1.15e-05	1.1815393236395204e-05
SAHYOQ03	hydrogen cyanide	1.31e-05	1.2912666365891665e-05
MOCKEV	3-methylpentane	0.0972808	0.0949538470821628
KUNWEW	isopentane	0.717557	0.6750315934682466
PEMRIK	propionitrile	1.5190299999999999	1.5043518274228973
DAJHUS	propyl alcohol	1.56e-06	1.5777590856705999e-06
UBACUX	ethene	8.57e-05	8.309903708596655e-05
XADGAM	propionitrile	0.32897	0.3454677213209156
REDROI	propyl alcohol	0.00641153	0.006841031125086995
OFORUX	propene	0.00707674	0.007209613171349018
JOSNAG	methyl isopropyl ether	4.15e-07	4.216744158361017e-07
YUKBIP01	ethylamine	0.00345931	0.0034592358941360106
FUNCAT	ethane	0.000340432	0.0003298848170738693
XOVVEK	methyl propyl ether	0.00144451	0.0014267894160575837
SEYDUW	isobutane	2.2e-11	2.247765957638507e-11
SENWIT	acetonitrile	0.0685671	0.07043111971605096
UXEQOE	ethylamine	68.6957	68.38484585019587
GOMRAC	2-pentene	1878290.0	1934541.9186746627
TERFUT	propionitrile	0.00926947	0.008990720187518028
DUBWON	neopentane	0.00268418	0.0028227062299683698
FEFCUQ	ethylamine	0.00154871	0.0015207040843185984
KEXKAB	hydrogen cyanide	0.000165837	0.00016215663974791453
DOTWAL	acetonitrile	4.999619999999999	4.963402259378153
BENXUP	propene	2.05e-06	2.1382710919514524e-06
OFERUN02	2-pentene	0.00613965	0.006026769641137193
FUNBOG	methyl propyl ketone	0.020701900000000002	0.02053119421813816
IQUNAJ01	propyl alcohol	7.53e-13	7.536557959105405e-13
KAYBIX	methane	4.24e-05	4.271239198544175e-05
VUSKAW	propionitrile	0.000119843	0.00012055873925138936
QATHOK	methyl propyl ether	0.00373735	0.0038779197044378918
MATTUX	acetaldehyde	0.00341533	0.003503768437431213
BENXUP	dimethyl ether	2.99e-05	3.063408746633275e-05
RACZIG	neopentane	0.00521449	0.005416979767918944
KEFBEE	4,4-dimethyl-1-pentene	0.116657	0.11641078130693377
ZERNAN	hydrogen cyanide	0.000258807	0.000265254423832307
IYUJAO	propane	0.0203819	0.019863529124281836
UVEXAV	acetonitrile	1059.09	1059.5764930737942
FAQVEA	hydrogen cyanide	0.00019977900000000003	0.00019775924849951872
BONWIL	methane	1e-07	1.0016392926668528e-07
OFERUN02	4-methyl-1-hexene	0.232221	0.23221995199666143
TECTUS	propyl alcohol	6400.72	6371.521008755436
FEZREJ	2,3-dimethylbutane	0.527909	0.5140760994258001
RUFMUA01	methyl propyl ether	0.00039370400000000004	0.00039114570726452323
MIBQAR	methyl propyl ether	0.000329241	0.0003229052626285701
RACZIG	2,3-dimethylbutane	0.5658270000000001	0.5690241453350203
IBICAZ	acetonitrile	0.000538712	0.0005368382935020218
YAZYEF	dimethyl ether	0.00558722	0.005479385925752399
WIYFAM	propene	0.000134804	0.00014184784346953726
XIMPOA	hydrogen cyanide	2.37e-05	2.3324776451416917e-05
BETGAK	3-methylpentane	2.21405	2.1131096353357752
HUTTIA	4-hexen-2-one	2.68e-05	2.7322941193147443e-05
HEXNII	methyl tert-butyl ether	2.2e-18	2.177445116824913e-18
WECJAR	hydrogen cyanide	0.000490966	0.0005021880927858779
KEFBEE	1,5-heptadiene	0.143284	0.14354382486527328
RURPEA	4-methyl-1-hexene	1.94e-18	1.9366386223703283e-18
TENLIJ	isopentane	0.335002	0.3258420675875933
OHOLIH	ethene	0.00031739	0.00032129034480433326
TEVZUQ	4-methyl-4-penten-2-one	1.4599999999999999e-05	1.4486450152645187e-05
OJICUG	methyl propyl ketone	0.00475384	0.004942870974992294
LEDCAA	isopropyl alcohol	5.21e-13	5.256793432521338e-13
XUNGUJ	acetonitrile	0.00706353	0.006912185568151561
PELNEA01	propyl alcohol	2.65e-12	2.6620774467910126e-12
YUGLES	propene	0.00027519599999999996	0.0002771658338590118
XOJWEZ	isopentane	9.02e-07	8.833923066846822e-07
UXEQOE	4-methyl-4-penten-2-one	20574.5	20778.960959225664
IXISAJ	isopentane	0.40415999999999996	0.4070420213348295
KIDDIM	methyl tert-butyl ether	26.4679	26.473773276358873
LACJAC	methyl isopropyl ether	0.000271043	0.00027668001283948996
CUYHIO	propionitrile	1.7600000000000002e-33	1.7696638796956606e-33
IYUJAO	isobutane	0.21488800000000002	0.20686051646850087
QUPHUF	methyl propyl ketone	6.2963	6.110037328393062
IXOFEH	propionitrile	0.00288976	0.0029621293395683365
LAWGEW	isopropyl alcohol	3.8e-05	3.766500782679224e-05
BEPMIU	methane	2.88e-06	2.939471640794597e-06
BEPPAP	propene	6.829999999999999e-05	6.697753805806081e-05
WOWGEU	acetaldehyde	3.89e-07	3.8757139139167104e-07
QUVDUH	methyl propyl ketone	0.0026224	0.0024742095731236885
VAGTUU	propyl alcohol	0.0646265	0.06237544178887548
CEGDUO	ethylamine	0.000432649	0.00043654762022481906
LIFWOO	methyl tert-butyl ether	0.000272357	0.00027484087265288614
NIRDOI	propane	3.03e-09	3.050630542561516e-09
KEXKEF	isopentane	2.83e-57	2.916181495176349e-57
IYUJAO	methyl propyl ether	1.48074	1.459722459873717
GIMSIG	dimethyl ether	0.0008379139999999999	0.0008473935865692603
REGLOG	propionitrile	0.00259929	0.002605828880325371
FUNBAS	4-methyl-1-hexene	53.4298	52.21344127673323
XOVVIO	methyl propyl ketone	2.7600000000000004e-11	2.7843411014636003e-11
XAWVUN	acetone	0.00137828	0.0013731890676655747
RIFDUG01	neopentane	0.119147	0.11436171132851833
WONZOP	propionitrile	0.00031020099999999997	0.00030622021865620735
KAYBUJ	isopropyl alcohol	0.0584914	0.05835232435530064
XUNHAQ	propyl alcohol	0.00809722	0.008153787599807987
GUYLOC	propene	0.0008837239999999999	0.000854094178904549
ECIWUJ	dimethyl ether	2.17e-09	2.165559808188107e-09
QAVWAN	methyl isopropyl ether	0.9011379999999999	0.8898584357187416
FERHAN	1,5-heptadiene	0.162462	0.15863542515409523
DUXZIG01	propyl alcohol	1.89e-05	1.8468357918969816e-05
KAXQIL	acetonitrile	0.0905092	0.09279332594626608
KIDDIM	3-methylpentane	26.2016	24.536837281702073
IBUDOZ	1,5-heptadiene	198.252	195.26337969687714
MIDRAT	ethylamine	7.04e-06	7.179345288472422e-06
WIFBAQ	hydrogen cyanide	0.00100537	0.0010055220090211673
VEJYUF01	propane	0.00273425	0.0028416986895459973
KAXQOR01	acetonitrile	0.0974401	0.09453786975678197
XEDPIH	acetone	0.7716609999999999	0.7712454581411744
GUYLUI01	4-hexen-2-one	1112.13	1132.6356847238983
HAZNON	methane	3.68e-05	3.6359059403513245e-05
GOMREG	propane	126.037	123.07394553873756
GUWDUY	propane	0.00466153	0.004575720087062237
GEHSAN	acetonitrile	0.142377	0.14360872171125816
WALBOC	dimethyl ether	0.00254269	0.002603967264017383
VACFUB01	neopentane	0.04664190000000001	0.04659841865431977
WONZUV	4,4-dimethyl-1-pentene	0.060957000000000004	0.06233598384936397
GIMSIG	propane	0.00184362	0.0018733389956958372
XADGAM	isopropyl alcohol	0.21179099999999998	0.20158479934072096
RUFMUA	ethene	0.00010236799999999999	0.00010592804387489565
FUSWIA	4-hexen-2-one	28.7124	28.319739546488897
NARTUX	2,3-dimethylbutane	2.31921	2.324320387271453
ZARZAV	ethylamine	20.3536	19.932765516420364
ZEDROR	propane	0.000229547	0.00022725476840753945
CISMAT01	propyl alcohol	98.6143	94.79601667699995
KANDIO	1,5-heptadiene	21.1453	21.38749511793908
UTEWOG	methyl propyl ether	0.20987600000000003	0.20993757277764588
WEMNAF	ethene	0.000359673	0.00036441678733994183
WONZOP	4-hexen-2-one	0.0237838	0.023819101707028077
QEYWUN	ethane	1.62e-21	1.6449438969345745e-21
EBEMII	dimethylamine	0.0111638	0.011304009587985027
CIGYAU	acetone	5.2600000000000004e-09	5.299412764002514e-09
UXEQOE	dimethyl ether	10.3883	10.14768292840787
YUGLES	methyl propyl ketone	0.00148248	0.0014321052303725374
WABTOK	dimethyl ether	0.00265772	0.002662834540245965
FUNBIA	acetonitrile	0.161482	0.15588475181221073
RIPNIP	ethane	0.000178867	0.00018099758152138334
SEFSOM	neopentane	0.286163	0.2719498078355219
AGARUW	4-methyl-4-penten-2-one	407.72900000000004	411.0660201178858
WONZUV	ethene	3.289999999999999e-05	3.2676346357963384e-05
PASTOU	ethene	0.000103946	0.00010188774758857202
HUTTIA	2-pentene	0.00019333599999999998	0.00019246257909517843
QUQPIC	methyl tert-butyl ether	2.6899999999999996e-09	2.6746371062999073e-09
MADVUJ	hydrogen cyanide	9.15e-05	9.254726782001102e-05
DOGZIJ	2,3-dimethylbutane	75.1469	74.9776750296749
QUQPOI	acetone	8.49	7.887737292660649
UVAROZ	isopropyl alcohol	0.0440017	0.044464452606041045
VUSKEA	propane	5.27e-05	5.3705508813370534e-05
BUVXOG	isobutane	0.0134132	0.014172961222319397
WONZUV	2-pentene	0.00667889	0.006874781759276939
KAXQOR01	propionitrile	1.51789	1.534796097735806
KINHAS	2-pentene	0.016506	0.01751150575425027
QOJVAM	acetone	0.0225706	0.023179854559527056
PIJJOI	acetaldehyde	0.01658	0.01652220619791223
VEJYUF02	methyl tert-butyl ether	0.00121934	0.0012093638243789713
IBUDOZ	4,4-dimethyl-1-pentene	0.000581578	0.000616295381109182
GINLIA	methyl tert-butyl ether	24.151999999999997	23.613407176803317
RIVDEF	4-hexen-2-one	0.129242	0.12849852764960967
CUYHIO	ethylamine	3.5100000000000003e-37	3.4649358387112147e-37
CUNWEO	2,3-dimethylbutane	3.1505400000000003	2.9204095644523913
DEYDOA	2-pentene	0.0151	0.015656256352570955
PEVQEO	4-methyl-1-hexene	0.0038042	0.003811747974003784
MADVUJ	acetone	0.025278	0.025850870259587568
PASKAX	ethane	0.00023961599999999998	0.0002465446171650987
TESHAB	neopentane	7.94e-09	8.079297880957051e-09
MAKXAZ	isobutane	0.18465299999999998	0.1702577760128963
RURPEA	2-pentene	7.219999999999999e-05	7.16996964311827e-05
FIRVEH	neopentane	3.26e-08	3.159880421928327e-08
FIPWOS	methyl isopropyl ether	2.9472099999999997	2.888746686116972
IJENER	methyl isopropyl ether	13.1374	13.127817488005432
SENWOZ	1,5-heptadiene	0.015440100000000002	0.015040886917519125
OJICUG	hydrogen cyanide	0.0119603	0.011931401125123402
FIJCUX	methyl isopropyl ether	0.0743735	0.07696262658271165
FUTKEL	2,3-dimethylbutane	1.54816	1.5110266179791232
GAYFUJ	acetonitrile	0.00298099	0.003004700285935801
FAQVEA	4-methyl-1-hexene	1.3300000000000002e-09	1.3246549972950413e-09
SERKEG	methyl propyl ether	0.00383999	0.0037407569607443045
MAKXAZ	methyl propyl ketone	102.51299999999999	100.6059287583036
MIMVEJ	1,5-heptadiene	161397.0	161274.40908649986
IXOFAD	methane	1.1900000000000001e-05	1.182260108172696e-05
FIPXEJ	methyl isopropyl ether	0.10711500000000002	0.10674136664960122
PIFPIE	1,5-heptadiene	9.76638	10.068718766345325
RAZYOI	ethylamine	0.00351397	0.003527042852712127
QATHOK	methyl tert-butyl ether	0.165627	0.16269753956281666
SEYDUW	hydrogen cyanide	0.000223051	0.00022352302908606165
RUVMAX	isopentane	0.08093070000000001	0.07617430292607084
FUNBAS	acetaldehyde	0.0022813000000000004	0.0023419166024835915
MAKXAZ	methyl propyl ether	7.33833	7.125618690684637
XEXMEU	propene	0.00029707	0.00028831844066181707
FIQCEN	isopentane	0.021749200000000003	0.02280910126340548
GIFKIP	propene	0.0006964019999999999	0.0006680599041009745
AHOKIR01	2,3-dimethylbutane	1.34e-27	1.38952841878633e-27
LAWGEW	acetonitrile	5.4600000000000006e-05	5.412113689035937e-05
UXEQOE	propene	0.0355839	0.03474565967963445
QUPHUF	ethane	0.00170164	0.0017051958243299538
DEGJIK	methane	1.9699999999999998e-05	1.977818520710929e-05
GUYLOC	methyl propyl ketone	0.0982816	0.0976930322369071
ACOLIP	propionitrile	0.0257649	0.02669376058441725
ZERQOE	4,4-dimethyl-1-pentene	2.46e-07	2.412889710073879e-07
SUJREV	4-hexen-2-one	1.3800000000000002e-09	1.4165343513093547e-09
XEXMEU	methane	6.98e-06	7.320743865871168e-06
OFUYUL	ethene	0.000137949	0.0001349369636264468
FIQCEN	acetone	0.10801600000000001	0.10683802885420239
GOMREG	2,3-dimethylbutane	24876100.0	25456971.75340917
PUQXUV	acetone	1043.93	1005.9468164227923
ABUWOJ	4-methyl-4-penten-2-one	11.579	11.78062314058991
TERFUT	propene	0.000368392	0.0003896714916640536
PUQYAC	dimethyl ether	0.0224179	0.022929445887113823
HEZKIH	neopentane	4.05e-06	4.452137146687595e-06
YAZFOW	isobutane	0.220923	0.22139772676145245
TASXIW	dimethylamine	0.0137825	0.013259398665183903
PAPXUB	isopropyl alcohol	0.00164033	0.0016249904326055304
YAZFOW	2-pentene	3.21725	3.188326342782063
FUNBOG	dimethylamine	0.00352783	0.003571500239619362
CUNWEO	propyl alcohol	13.1033	13.304746765637997
IYUJAO	ethane	0.000913631	0.0009513258666572773
PELNEA01	dimethylamine	4.26e-09	4.288307310014898e-09
LIFWEE	isopropyl alcohol	0.00177116	0.0017434352029467486
AMUCOB	methane	1.06e-06	1.0627979687608684e-06
WALCET	isopentane	6.32e-13	6.589057014161119e-13
