MOF	molecule	K	predict
CUYHIO	hydrogen cyanide	2.26e-13	2.196580043150826e-13
CUNWEO	propionitrile	13.5138	13.591874929848384
XAWVUN	4-hexen-2-one	0.033512	0.03384082013529434
KEXKEF	ethylamine	7.36e-13	7.18849447749396e-13
APEBED	4-methyl-4-penten-2-one	0.23996399999999998	0.2492582346576288
ECAHAT	methyl propyl ketone	0.000183014	0.0001756016851971111
UBACOR	ethane	0.00080747	0.0008369216613754386
XINJAH	3-methylpentane	48.1591	49.097689727582036
FUNCAT	isopentane	0.0358408	0.031162888238056616
XINFUW	2,3-dimethylbutane	0.17419400000000002	0.1828380422737107
SENWIT	propane	0.000131644	0.00013779854720740508
NISCOJ	methane	1.59e-05	1.5975390410647782e-05
YEZFIU	3-methylpentane	0.0167972	0.015508808001174105
BALMUW01	ethane	6.92e-08	6.85117128399431e-08
SUKYIH	4-methyl-1-hexene	0.0829352	0.08345281431536442
ABUWOJ	neopentane	0.000987064	0.0009044864201010428
COYTEQ	methyl tert-butyl ether	19.9314	19.4423816311299
NUTQAV	ethane	6.73e-05	6.521460410427796e-05
XEXMEU	2-pentene	0.0105881	0.01065359928834672
KAYBIX	methyl propyl ether	9.73777	9.55880452633576
NUYWOU	4-methyl-1-hexene	2.15e-05	2.128390843724102e-05
XEXMEU	methyl isopropyl ether	0.014561099999999999	0.014150753370701727
FIPWUY	hydrogen cyanide	0.00301111	0.0029513879998046204
KAYBUJ	4-hexen-2-one	592.573	602.8508190590336
CUNWEO	4-hexen-2-one	207.06099999999998	188.54955660351786
YAZFOW	neopentane	2.5727700000000002	2.559374394293798
IXOFAD	hydrogen cyanide	5.96e-05	5.811915042911197e-05
VASKOR	4-methyl-4-penten-2-one	0.00109207	0.0010508935809970406
XINJAH	propane	0.00946037	0.008867892595387112
QUVDUH	ethylamine	0.0457026	0.04901353334133438
HEGJUZ	2,3-dimethylbutane	9.932789999999999	10.11536663179025
MATTUX	isopropyl alcohol	0.0107914	0.010571585884180595
WALBOC01	4-hexen-2-one	1.24e-06	1.2444510609799689e-06
BIBBUL	methyl propyl ketone	2.72e-14	2.738284133366375e-14
DEYVUA	ethane	0.000422515	0.00042637865101368327
UMEXUF	methyl propyl ether	1.6076700000000002	1.7652053379055532
FIRVEH	methane	2.3199999999999998e-05	2.316583369136823e-05
OHAKIS	1,5-heptadiene	20175.6	19669.48570529395
NISCOJ	propyl alcohol	0.0277125	0.02939894738147184
CUMDIY	acetonitrile	0.021316599999999998	0.021376478453688227
DOTWAL	isopropyl alcohol	38.7578	39.31006651055138
UVAROZ	methyl propyl ether	0.0748758	0.07980572781621428
YEKXET	methyl tert-butyl ether	0.074404	0.08010742981564772
MIBQAR18	isopropyl alcohol	4.02e-05	4.100800855587337e-05
MATVAF	methyl propyl ether	0.05358530000000001	0.0559403631478213
ELAFUT	neopentane	2.6800000000000002e-08	2.9268187334503285e-08
LABJUV	3-methylpentane	0.0781164	0.08011619082579786
HAMJOW	4-methyl-1-hexene	58.3623	60.166051630217396
UXEQOE	3-methylpentane	0.032385000000000004	0.030038833161020607
XEQRAO	propionitrile	0.025649099999999998	0.02600170328350786
IQUNAJ01	dimethylamine	1.9e-10	1.8709436265764464e-10
FUNCAT	3-methylpentane	0.188297	0.17563558692187276
ZIKJIO	isobutane	0.00470459	0.004802269312260307
ACOLIP	ethylamine	0.00905141	0.009303617321806285
IXUREZ	4-methyl-4-penten-2-one	2106.89	2260.454985118984
KAXQIL	isopentane	160.812	158.25038594536719
OVICUS	methyl tert-butyl ether	375.94199999999995	378.3160734332399
ELAFUT	methane	1.4999999999999999e-05	1.495526991711657e-05
BUVXOG	ethene	3.8299999999999996e-05	3.928712983303695e-05
NOCKUM	4-methyl-4-penten-2-one	89.881	88.26692721867086
QEVKOS	methyl isopropyl ether	0.651001	0.5899262513452365
HUTTIA	4-methyl-1-hexene	3.9299999999999996e-11	3.7210792033189276e-11
TEVZEA	hydrogen cyanide	9.18e-05	9.201824016848002e-05
XUVHEB	dimethylamine	0.0311385	0.029616147089462433
FAGREM	isobutane	0.016262600000000002	0.01709888455731081
YEGCUJ	isopentane	0.000940952	0.0009418728376110522
KIDDIM	propane	0.019647	0.019658139058380576
GALCED	isobutane	0.022125799999999998	0.022276762054378355
GUYMAP	methyl propyl ketone	0.14531	0.14519672403562725
NUTQAV	acetonitrile	0.000625191	0.0006381182543087834
