MOF	molecule	K	predict
CUYHIO	hydrogen cyanide	2.26e-13	2.196580043150772e-13
CUNWEO	propionitrile	13.5138	13.59187492984832
XAWVUN	4-hexen-2-one	0.033512	0.03384082013529444
KEXKEF	ethylamine	7.36e-13	7.188494477493902e-13
APEBED	4-methyl-4-penten-2-one	0.23996399999999998	0.24925823465762856
ECAHAT	methyl propyl ketone	0.000183014	0.0001756016851971118
UBACOR	ethane	0.00080747	0.0008369216613754411
XINJAH	3-methylpentane	48.1591	49.097689727582036
FUNCAT	isopentane	0.0358408	0.031162888238056522
XINFUW	2,3-dimethylbutane	0.17419400000000002	0.1828380422737108
SENWIT	propane	0.000131644	0.00013779854720740494
NISCOJ	methane	1.59e-05	1.5975390410647816e-05
YEZFIU	3-methylpentane	0.0167972	0.015508808001174105
BALMUW01	ethane	6.92e-08	6.851171283994324e-08
SUKYIH	4-methyl-1-hexene	0.0829352	0.08345281431536437
ABUWOJ	neopentane	0.000987064	0.0009044864201010447
COYTEQ	methyl tert-butyl ether	19.9314	19.44238163113
NUTQAV	ethane	6.73e-05	6.521460410427796e-05
XEXMEU	2-pentene	0.0105881	0.010653599288346714
KAYBIX	methyl propyl ether	9.73777	9.558804526335766
NUYWOU	4-methyl-1-hexene	2.15e-05	2.128390843724102e-05
XEXMEU	methyl isopropyl ether	0.014561099999999999	0.014150753370701763
FIPWUY	hydrogen cyanide	0.00301111	0.0029513879998046264
KAYBUJ	4-hexen-2-one	592.573	602.8508190590342
CUNWEO	4-hexen-2-one	207.06099999999998	188.5495566035196
YAZFOW	neopentane	2.5727700000000002	2.5593743942938008
IXOFAD	hydrogen cyanide	5.96e-05	5.811915042911197e-05
VASKOR	4-methyl-4-penten-2-one	0.00109207	0.0010508935809970385
XINJAH	propane	0.00946037	0.008867892595387148
QUVDUH	ethylamine	0.0457026	0.0490135333413344
HEGJUZ	2,3-dimethylbutane	9.932789999999999	10.115366631790177
MATTUX	isopropyl alcohol	0.0107914	0.010571585884180605
WALBOC01	4-hexen-2-one	1.24e-06	1.2444510609799613e-06
BIBBUL	methyl propyl ketone	2.72e-14	2.738284133366375e-14
DEYVUA	ethane	0.000422515	0.0004263786510136837
UMEXUF	methyl propyl ether	1.6076700000000002	1.7652053379055503
FIRVEH	methane	2.3199999999999998e-05	2.3165833691367853e-05
OHAKIS	1,5-heptadiene	20175.6	19669.48570529379
NISCOJ	propyl alcohol	0.0277125	0.029398947381471852
CUMDIY	acetonitrile	0.021316599999999998	0.02137647845368816
DOTWAL	isopropyl alcohol	38.7578	39.31006651055134
UVAROZ	methyl propyl ether	0.0748758	0.07980572781621445
YEKXET	methyl tert-butyl ether	0.074404	0.08010742981564777
MIBQAR18	isopropyl alcohol	4.02e-05	4.1008008555873625e-05
MATVAF	methyl propyl ether	0.05358530000000001	0.05594036314782118
ELAFUT	neopentane	2.6800000000000002e-08	2.9268187334503285e-08
LABJUV	3-methylpentane	0.0781164	0.08011619082579766
HAMJOW	4-methyl-1-hexene	58.3623	60.16605163021745
UXEQOE	3-methylpentane	0.032385000000000004	0.03003883316102056
XEQRAO	propionitrile	0.025649099999999998	0.02600170328350787
IQUNAJ01	dimethylamine	1.9e-10	1.8709436265764464e-10
FUNCAT	3-methylpentane	0.188297	0.17563558692187276
ZIKJIO	isobutane	0.00470459	0.0048022693122603015
