MOF	molecule	K	predict
XADGAM	ethene	0.00110382	0.0010390971690526156
HIFTOG01	acetonitrile	3.98e-05	4.282549211028556e-05
BUVYEX	methyl propyl ketone	0.00268833	0.0026085392339876587
LIKFOB	propane	2.77e-13	2.780234644117347e-13
PASTOU	1,5-heptadiene	103.876	102.3556863549935
XAMDUM07	methane	1.51e-05	1.5770258572728536e-05
TADCAE	dimethylamine	0.0858732	0.08572312517923306
IXOFAD	1,5-heptadiene	8.794830000000001	8.657216029088962
MIKJAR	2-pentene	16.8664	16.720061764607433
IBUDOZ	2-pentene	0.8948010000000001	0.8833127104296593
OFORUX	2-pentene	7.08493	7.106428610342519
NADZEZ	4,4-dimethyl-1-pentene	8.619999999999997e-60	8.8295431319484e-60
DOTWAL	ethene	7.049999999999999e-05	7.048990521845536e-05
VUQKUO	isobutane	0.00176652	0.001880253604027861
RUVMAX	propyl alcohol	0.176959	0.18993836087172236
NIRDOI	dimethylamine	3.7e-07	3.573488321323284e-07
TESGUU	methyl propyl ketone	3.06e-05	2.9285847034555944e-05
YARYOF	methyl isopropyl ether	0.00014628200000000002	0.00015259731712101372
RUCGOM	isopentane	0.00147262	0.0013664340043768916
BONWAD	propene	8.03e-15	8.025466910180971e-15
XAWZOM	acetaldehyde	0.060504300000000004	0.058734804876300006
KEXKAB	dimethylamine	2.8300000000000004e-09	2.844862955860947e-09
QEFNAQ	methyl propyl ketone	0.000401286	0.0003776206336798395
GUYLOC	propyl alcohol	0.00507356	0.005506822082144557
FUNBEW	4-methyl-1-hexene	0.25948499999999997	0.2548392911905337
LASYOU	isopentane	0.0964856	0.10045949750923867
RAZYIC	acetone	0.0444474	0.04401487374821527
VUQKOI	2,3-dimethylbutane	0.14794100000000002	0.1312063180808918
PEVPUD	acetaldehyde	7.47e-05	7.474228988189714e-05
DAGDIZ	isopentane	1.0042	1.0186774720437606
DOTWAL	methane	6.96e-06	6.999449394510577e-06
XEXMEU	acetonitrile	0.000956878	0.0009129373376653038
PASTOU	dimethyl ether	0.00161866	0.0016771595252255329
REDROI	4,4-dimethyl-1-pentene	1.62e-05	1.560097903297027e-05
FUNBAS	isobutane	0.0471983	0.05255053431198037
GOMRAC	methane	0.000924722	0.000932345324951493
QUNMUI	acetone	0.000510903	0.000501194008407717
PEVQEO	isobutane	0.000151638	0.000150318170836612
RAXCOK	ethene	5.520000000000001e-05	5.282074792065193e-05
SERJUV	methyl propyl ketone	0.00573671	0.006295348945536094
IXUREZ	4-methyl-4-penten-2-one	2106.89	2159.0808332889733
TADCAE	4-hexen-2-one	2.3600000000000002e-07	2.5083814225042447e-07
MADWAQ	propene	0.0045566	0.004513618654890604
ODIXEG	acetaldehyde	0.000496304	0.0005023714891779902
ZARZAV	4-methyl-4-penten-2-one	59728.8	61662.1755417091
HIHGOW	propyl alcohol	0.16413699999999998	0.16862103346864135
FUNBOG	4-methyl-4-penten-2-one	1.09435	1.0718798395121967
QARTEK	propionitrile	0.00579192	0.005724454487241197
UXEQOE	dimethylamine	6.0957300000000005	6.271305044067946
WALBOC01	isobutane	8.33e-14	8.579381831061245e-14
WENDIE	isobutane	0.000958999	0.0009123035596911214
LABJUV	neopentane	0.00604137	0.005795525755538636
FECZAQ	ethene	4.4e-05	4.4176247088512105e-05
PIFPIE	hydrogen cyanide	0.0004979	0.0004826138164649523
MADWAQ	4,4-dimethyl-1-pentene	7.209999999999999e-05	6.762696644142359e-05
IBIDAA	isobutane	0.000730155	0.0007225890874147782
ZIDDIB	methyl propyl ketone	1.37316	1.3905571527760408
FUDQIF	propane	0.000343276	0.0003392106864223136
REGLOG	ethane	1.23e-05	1.2519073077577059e-05
IXOFAD	ethane	0.00015861100000000002	0.00016110894438428107
BARZAW	propionitrile	0.00963829	0.010023197113904682
XUNGOD	acetaldehyde	0.014835299999999997	0.014889379422730489
ABUWOJ	isopentane	0.0451046	0.04623490290561131
MOCKEV	4,4-dimethyl-1-pentene	0.247775	0.23500294090288296
EDUSIF	1,5-heptadiene	0.0038349000000000005	0.00375689100397062
DOTWAL	4,4-dimethyl-1-pentene	0.0223789	0.02223974967379649
IXUREZ	ethene	0.000144555	0.00013696921783489286
HIFTOG01	dimethylamine	6.48e-05	6.321359280137181e-05
NAKLIW	4-methyl-4-penten-2-one	12.6138	12.549750386544863
GUFREF	acetaldehyde	0.09498999999999999	0.09639002601371073
GIMVAA	isopropyl alcohol	9.87e-15	9.82283980210584e-15
HIFTOG01	acetone	0.000263398	0.00026585580623643775
QOJVAM	methyl propyl ketone	0.0490179	0.04892503739796679
KEFBEE	2-pentene	0.0080505	0.008394790966065335
NUTQAV	ethene	3.84e-05	3.811057279487849e-05
WEBREC	propionitrile	0.0776699	0.08421396792940457
DIDDOK	isobutane	0.000537061	0.0004834978329330394
OHOLIH	propyl alcohol	0.028535599999999998	0.027670922459094634
GUYMAP	propionitrile	0.0448657	0.04317596979101209
VUQKOI	4-methyl-1-hexene	0.7946310000000001	0.7426346414027332
CUNWEO	isopropyl alcohol	30.4454	29.163830071038014
FUNBOG	dimethyl ether	0.00239665	0.002284196075162603
MIMVEJ	4-methyl-4-penten-2-one	0.060118399999999995	0.06005281753847819
