MOF	molecule	H	predict
XADGAM	ethene	34.86013269	34.97468417578958
HIFTOG01	acetonitrile	22.10602041	22.310407124144113
BUVYEX	methyl propyl ketone	53.54629184	53.64441496909693
LIKFOB	propane	4.413914167	4.265944026834508
PASTOU	1,5-heptadiene	80.29302408	80.37877239155533
XAMDUM07	methane	20.00729413	19.89945817644322
TADCAE	dimethylamine	63.82330524	63.98112026327928
IXOFAD	1,5-heptadiene	57.67116019	57.66506031791803
MIKJAR	2-pentene	68.92594848	68.86711929303769
IBUDOZ	2-pentene	64.82965569	64.59016448617659
OFORUX	2-pentene	65.42652668	65.51725833671085
NADZEZ	4,4-dimethyl-1-pentene	-259.4110864	-259.28804193003015
DOTWAL	ethene	27.25941432	27.215311791388334
VUQKUO	isobutane	48.21944697	47.98011990229697
RUVMAX	propyl alcohol	72.65643076	72.70855449375887
NIRDOI	dimethylamine	40.20719069	40.16047733740893
TESGUU	methyl propyl ketone	54.44708257	54.608184323584474
YARYOF	methyl isopropyl ether	45.43343522	45.495716280610644
RUCGOM	isopentane	54.43769506	54.26242692040014
BONWAD	propene	-4.2263922339999995	-4.261364156760323
XAWZOM	acetaldehyde	65.60545734	65.49050338241912
KEXKAB	dimethylamine	32.52618477	32.56578908089729
QEFNAQ	methyl propyl ketone	61.45272917	61.22208571562904
GUYLOC	propyl alcohol	49.96025217	49.94053737916808
FUNBEW	4-methyl-1-hexene	64.58683808	64.50806185436032
LASYOU	isopentane	44.49603284	44.6558148230309
RAZYIC	acetone	44.8264248	44.62993701674059
VUQKOI	2,3-dimethylbutane	48.79939104	48.57130055444588
PEVPUD	acetaldehyde	25.93369352	25.943378013310316
DAGDIZ	isopentane	55.19384646	55.25380518601215
DOTWAL	methane	19.56809725	19.556943646238576
XEXMEU	acetonitrile	38.950928999999995	38.72721068878356
PASTOU	dimethyl ether	38.26174138	38.36585219750577
REDROI	4,4-dimethyl-1-pentene	51.85997509	51.594660799604284
FUNBAS	isobutane	49.74093789	50.01701864656594
GOMRAC	methane	31.36253616	31.366104840140775
QUNMUI	acetone	34.69046683	34.6526155010707
PEVQEO	isobutane	23.09004241	23.174459991792403
RAXCOK	ethene	20.23282245	20.14103698658524
SERJUV	methyl propyl ketone	58.67054072	58.9025843509337
IXUREZ	4-methyl-4-penten-2-one	97.04006795	97.05413049642529
TADCAE	4-hexen-2-one	50.11142434	50.29631430505355
MADWAQ	propene	44.12639475	44.14899122912976
ODIXEG	acetaldehyde	30.68547681	30.805914034977857
ZARZAV	4-methyl-4-penten-2-one	105.3996304	105.44978180461761
HIHGOW	propyl alcohol	65.37882002	65.57016597382471
FUNBOG	4-methyl-4-penten-2-one	67.40767528	67.49917558194078
QARTEK	propionitrile	50.90488323	50.72569560712844
UXEQOE	dimethylamine	75.55102354	75.58538168074988
WALBOC01	isobutane	2.88716648	3.1837488295289322
WENDIE	isobutane	53.58421202	53.43050352384524
LABJUV	neopentane	51.14477985	51.17638502268594
FECZAQ	ethene	21.135216699999997	21.348547353208218
PIFPIE	hydrogen cyanide	32.71047861	32.72877971393432
MADWAQ	4,4-dimethyl-1-pentene	55.65161931	55.70155275488407
IBIDAA	isobutane	30.27278739	30.20450683651318
ZIDDIB	methyl propyl ketone	87.91050006	87.91383424098868
FUDQIF	propane	44.75181682	44.7862472800229
REGLOG	ethane	26.7635602	26.828426191896096
IXOFAD	ethane	23.44979545	23.5092690935563
BARZAW	propionitrile	41.92458529	42.142070959162744
XUNGOD	acetaldehyde	44.00486243	43.95742208591451
ABUWOJ	isopentane	59.31530857	59.10398816766018
MOCKEV	4,4-dimethyl-1-pentene	50.6526334	50.598976554183956
EDUSIF	1,5-heptadiene	34.66826423	34.560767063499625
DOTWAL	4,4-dimethyl-1-pentene	67.44640042	67.51402198858962
IXUREZ	ethene	28.99431322	28.79543965332328
HIFTOG01	dimethylamine	21.115802399999996	21.132983963025925
NAKLIW	4-methyl-4-penten-2-one	80.71063604	80.48655197849317
GUFREF	acetaldehyde	55.97436773	55.9876912733518
GIMVAA	isopropyl alcohol	1.4584189730000001	1.4501689595576488
HIFTOG01	acetone	29.66891422	29.80746991884954
QOJVAM	methyl propyl ketone	73.29602987	73.51484401848644
KEFBEE	2-pentene	39.84276968	39.87543060647309
NUTQAV	ethene	20.4875427	20.583345460627008
WEBREC	propionitrile	54.02784999	53.71381935313
DIDDOK	isobutane	28.52201094	28.4761319483144
OHOLIH	propyl alcohol	54.48018464	54.6574392839397
GUYMAP	propionitrile	46.20901562	46.389420262988445
VUQKOI	4-methyl-1-hexene	55.05045173	55.01461936992828
CUNWEO	isopropyl alcohol	79.06728571	78.98389811965112
FUNBOG	dimethyl ether	38.58717856	38.43925915228788
MIMVEJ	4-methyl-4-penten-2-one	75.77234578	75.80475950469828
VUQKOI	methyl isopropyl ether	46.39251747	46.0970637081692
KEWZOD	3-methylpentane	52.15783828	52.199140201082386
BONWIL	acetonitrile	43.47667986	43.701124324042794
RIPNIP	ethane	27.6956647	27.655120822589772
KINKAV	methyl tert-butyl ether	56.35094883	56.275701248654634
XENKIM	isopentane	44.59565547	44.73095810265891
VUSKEA	acetonitrile	22.94270268	22.891377734375308
NEVJEF	4-hexen-2-one	75.37252188	75.43739637191355
GINLIA	2,3-dimethylbutane	54.82106445	54.39786502388863
AMUCOB	propyl alcohol	31.83941866	31.872454877843204
GEHSAN	dimethyl ether	55.25252152	55.21030531351242
XIBZUF	1,5-heptadiene	64.61682146	64.74175217367427
EKOPOK	acetaldehyde	77.01228301	77.1244773085048
AVAQIX	4-methyl-4-penten-2-one	92.85586161	92.92001216157539
RIPNIP	4-hexen-2-one	75.06594975	74.85647793573791
FEFDAX	propane	29.89071816	29.79360727620933
IXISOX	methyl isopropyl ether	64.40529670000001	64.41782866766317
TESGUU	ethane	32.86837839	32.90021919825982
DOQGUM	ethene	24.73891209	24.78095882290635
SUJQOE	isobutane	32.49855344	32.27779618470602
MEJQEZ	ethene	33.61451227	33.564981139214574
FIJCUX01	4,4-dimethyl-1-pentene	59.09249226	59.205390541270624
YEGKOM	methyl propyl ketone	31.19821457	31.37942947495062
YUJNOH	acetaldehyde	57.94273195	57.97851487970722
ZIDDIB	ethene	45.17114666	45.20015312286903
IBICAZ	4-hexen-2-one	54.11756846	54.13527409855831
NADZEZ	methyl propyl ketone	76.74205107	76.84793478076057
UBACUX	propane	37.37926588	37.42010952002027
ECIWUJ	methane	19.72496388	19.609517875022885
CICYIX	ethene	16.69331534	16.678332474244282
XUNGOD	isobutane	57.58555687	57.50806033386163
VAZTOG	3-methylpentane	31.19978028	31.176864993887172
RELLAW	propyl alcohol	46.30936967	46.38127952591147
NUTQEZ	isobutane	34.41788504	34.4482430684244
HIFVOI	propene	37.45743636	37.220763607268296
WEBREC	methyl propyl ketone	76.57151850000001	76.80693345867489
UVUPOR	propionitrile	47.80757385	47.69854008793556
SENWIT	4-methyl-1-hexene	39.51856799	39.503506420528886
VAPFUP	1,5-heptadiene	79.45082939	79.45814975062804
SAMLAV03	acetaldehyde	57.83801063	57.95016657337042
QOCRUW	acetonitrile	55.78458035	55.71275564204479
BUVXOG	1,5-heptadiene	64.48806356	64.49719455125192
IBICED	methyl propyl ketone	50.66866676	50.662513408703006
FIPXEJ	methane	23.69773388	23.58528806384201
PIFPIE	isobutane	41.1459482	41.33907621444186
BEPPAP	acetone	37.22102254	37.356732824874356
QOMDUS	4,4-dimethyl-1-pentene	72.13882269	72.01587136957242
LIFWOO	ethylamine	59.20598135	59.24439685943898
BEPMIU	acetone	37.19182605	37.310653700589214
QUQFIS	methyl propyl ether	48.18312557	47.77357396175305
KAXQOR	3-methylpentane	86.75112698	86.55307247747189
RIPNIP	propene	34.22480674	34.45491042492694
LIFWEE	methyl propyl ketone	66.8753257	66.96875078693996
YEZFIU	propene	27.56328958	27.860329571430864
KAXQIL	methyl isopropyl ether	80.55158402	80.33686754742273
KAXQOR	2,3-dimethylbutane	78.50574654	78.65626342832073
ODODIW	isopropyl alcohol	76.53445106	76.31100736518876
LOFZUB	acetaldehyde	73.56573739	73.60252267313712
ODODIW	dimethyl ether	53.25212375	52.923492808178125
GIMSIG	4-methyl-4-penten-2-one	57.28992607	57.30726771410928
YUJNOH	methyl propyl ether	67.36176258	67.37997487815773
UKUBIM	ethene	29.57524515	29.618784972767834
DUBWON	4,4-dimethyl-1-pentene	61.15337457	61.458724257257956
UKUBIM	ethane	32.95292961	32.894863733769874
QEVKOS	propene	42.93589768	42.94053064757371
LEMNOH	propene	6.765452569	6.761321772813834
VACFUB01	neopentane	40.59775422	40.32910699739534
HAFQOW	acetone	43.79370744	43.77862395704224
EXEWAG	3-methylpentane	53.07283625	53.117464618140986
RUCGOM	dimethylamine	55.42030654	55.531537572542824
AVAQIX	ethene	32.81372306	32.96533300459829
YUBFOR	methyl tert-butyl ether	48.5947652	48.6940259141854
OVICUS	methyl tert-butyl ether	76.17856327	76.21523477814456
ZIDDIB	4-methyl-4-penten-2-one	95.81823952	95.80299933064194
KAYBUJ	2,3-dimethylbutane	69.84473127	69.76668708362979
YUBFOR	methyl propyl ketone	51.94299841	52.248534892423514
NAKLIW	methyl propyl ether	59.21338943	59.07284886947931
BEPPAP	neopentane	30.91625736	30.935770132485022
FUSWIA	propene	31.43722733	31.47323752757604
QOCRUW	neopentane	46.68333683	46.61179668080733
YUKBIP01	dimethyl ether	36.081101700000005	36.17679020044342
LAGNUE	methyl isopropyl ether	51.39630524	51.28421219243372
CEGDUO	dimethylamine	42.65288136	42.57965127615883
XEQRAO	2,3-dimethylbutane	66.93767975	66.91773218681111
YUBFOR	propane	31.73621507	31.57443123474719
RAXCOK	methane	14.42404519	14.424298665152866
UTEXAT	acetone	51.15938535	51.192994776753174
RUFMUA01	acetone	57.44145684	57.589116639094605
HIFVOI	isopentane	33.95136923	34.050696727226665
PORVUO	dimethylamine	62.48196399	62.376747001948
EDUSIF	4-methyl-4-penten-2-one	35.07429771	35.027165258451326
MIMVEJ	acetonitrile	46.87067088	46.84521593279803
UVARIT	isopropyl alcohol	64.71104946	64.75663143419422
QEVKOS	ethylamine	52.98631002	52.929181640258406
UVAROZ	isopentane	65.94610846	65.92107386831817
YEGKOM	3-methylpentane	19.30998631	19.16232404384009
IQUNAJ	dimethyl ether	21.02619583	21.033826833452885
NEVJEF	1,5-heptadiene	68.71371339	68.74441670545178
KAYBIX	isobutane	52.85041222	52.88141354863026
ISEQIH	acetaldehyde	93.52086167	93.41545877312086
QURSEC	4-methyl-1-hexene	76.76179378	76.67442948975483
YAZFOW	ethane	28.63660832	28.544151815489165
ZERQOE	propene	53.87014297	53.87820349845638
