MOF	molecule	K	predict
XADGAM	ethene	0.00110382	0.0010390971690526134
HIFTOG01	acetonitrile	3.98e-05	4.282549211028574e-05
BUVYEX	methyl propyl ketone	0.00268833	0.0026085392339876587
LIKFOB	propane	2.77e-13	2.780234644117324e-13
PASTOU	1,5-heptadiene	103.876	102.35568635499328
XAMDUM07	methane	1.51e-05	1.5770258572728567e-05
TADCAE	dimethylamine	0.0858732	0.08572312517923324
IXOFAD	1,5-heptadiene	8.794830000000001	8.657216029088962
MIKJAR	2-pentene	16.8664	16.720061764607415
IBUDOZ	2-pentene	0.8948010000000001	0.8833127104296618
OFORUX	2-pentene	7.08493	7.10642861034246
NADZEZ	4,4-dimethyl-1-pentene	8.619999999999997e-60	8.829543131948257e-60
DOTWAL	ethene	7.049999999999999e-05	7.048990521845494e-05
VUQKUO	isobutane	0.00176652	0.0018802536040278843
RUVMAX	propyl alcohol	0.176959	0.18993836087172344
NIRDOI	dimethylamine	3.7e-07	3.573488321323277e-07
TESGUU	methyl propyl ketone	3.06e-05	2.9285847034555944e-05
YARYOF	methyl isopropyl ether	0.00014628200000000002	0.00015259731712101356
RUCGOM	isopentane	0.00147262	0.0013664340043768998
BONWAD	propene	8.03e-15	8.025466910180905e-15
XAWZOM	acetaldehyde	0.060504300000000004	0.05873480487630019
KEXKAB	dimethylamine	2.8300000000000004e-09	2.844862955860877e-09
QEFNAQ	methyl propyl ketone	0.000401286	0.0003776206336798422
GUYLOC	propyl alcohol	0.00507356	0.005506822082144569
FUNBEW	4-methyl-1-hexene	0.25948499999999997	0.2548392911905334
LASYOU	isopentane	0.0964856	0.10045949750923844
RAZYIC	acetone	0.0444474	0.04401487374821532
VUQKOI	2,3-dimethylbutane	0.14794100000000002	0.13120631808089106
PEVPUD	acetaldehyde	7.47e-05	7.4742289881897e-05
DAGDIZ	isopentane	1.0042	1.0186774720437606
DOTWAL	methane	6.96e-06	6.999449394510548e-06
XEXMEU	acetonitrile	0.000956878	0.0009129373376652982
PASTOU	dimethyl ether	0.00161866	0.0016771595252255312
REDROI	4,4-dimethyl-1-pentene	1.62e-05	1.560097903297027e-05
FUNBAS	isobutane	0.0471983	0.05255053431198045
GOMRAC	methane	0.000924722	0.0009323453249514901
QUNMUI	acetone	0.000510903	0.0005011940084077196
PEVQEO	isobutane	0.000151638	0.0001503181708366117
RAXCOK	ethene	5.520000000000001e-05	5.282074792065118e-05
SERJUV	methyl propyl ketone	0.00573671	0.006295348945536101
IXUREZ	4-methyl-4-penten-2-one	2106.89	2159.0808332889846
TADCAE	4-hexen-2-one	2.3600000000000002e-07	2.5083814225042394e-07
MADWAQ	propene	0.0045566	0.004513618654890604
ODIXEG	acetaldehyde	0.000496304	0.0005023714891779891
ZARZAV	4-methyl-4-penten-2-one	59728.8	61662.175541708464
HIHGOW	propyl alcohol	0.16413699999999998	0.16862103346864268
FUNBOG	4-methyl-4-penten-2-one	1.09435	1.071879839512197
QARTEK	propionitrile	0.00579192	0.005724454487241163
UXEQOE	dimethylamine	6.0957300000000005	6.271305044067926
WALBOC01	isobutane	8.33e-14	8.579381831061141e-14
WENDIE	isobutane	0.000958999	0.000912303559691127
LABJUV	neopentane	0.00604137	0.005795525755538695
FECZAQ	ethene	4.4e-05	4.417624708851229e-05
PIFPIE	hydrogen cyanide	0.0004979	0.0004826138164649523
MADWAQ	4,4-dimethyl-1-pentene	7.209999999999999e-05	6.762696644142414e-05
IBIDAA	isobutane	0.000730155	0.0007225890874147818
ZIDDIB	methyl propyl ketone	1.37316	1.390557152776041
FUDQIF	propane	0.000343276	0.00033921068642231254
REGLOG	ethane	1.23e-05	1.2519073077576983e-05
IXOFAD	ethane	0.00015861100000000002	0.00016110894438428188
BARZAW	propionitrile	0.00963829	0.010023197113904763
XUNGOD	acetaldehyde	0.014835299999999997	0.01488937942273055
ABUWOJ	isopentane	0.0451046	0.04623490290561131
MOCKEV	4,4-dimethyl-1-pentene	0.247775	0.23500294090288282
EDUSIF	1,5-heptadiene	0.0038349000000000005	0.003756891003970612
DOTWAL	4,4-dimethyl-1-pentene	0.0223789	0.0222397496737965
IXUREZ	ethene	0.000144555	0.0001369692178348916
HIFTOG01	dimethylamine	6.48e-05	6.321359280137168e-05
NAKLIW	4-methyl-4-penten-2-one	12.6138	12.549750386544824
GUFREF	acetaldehyde	0.09498999999999999	0.09639002601371092
GIMVAA	isopropyl alcohol	9.87e-15	9.8228398021058e-15
HIFTOG01	acetone	0.000263398	0.00026585580623643694
QOJVAM	methyl propyl ketone	0.0490179	0.04892503739796669
KEFBEE	2-pentene	0.0080505	0.00839479096606536
NUTQAV	ethene	3.84e-05	3.811057279487825e-05
WEBREC	propionitrile	0.0776699	0.08421396792940516
DIDDOK	isobutane	0.000537061	0.0004834978329330389
OHOLIH	propyl alcohol	0.028535599999999998	0.02767092245909459
GUYMAP	propionitrile	0.0448657	0.04317596979101213
VUQKOI	4-methyl-1-hexene	0.7946310000000001	0.7426346414027327
CUNWEO	isopropyl alcohol	30.4454	29.163830071037985
FUNBOG	dimethyl ether	0.00239665	0.002284196075162603
MIMVEJ	4-methyl-4-penten-2-one	0.060118399999999995	0.06005281753847834
VUQKOI	methyl isopropyl ether	0.027619099999999997	0.02725210263439307
KEWZOD	3-methylpentane	0.749404	0.7852254795086747
BONWIL	acetonitrile	1.9600000000000002e-05	2.0972569696716595e-05
RIPNIP	ethane	0.000178867	0.0001691354080679089
KINKAV	methyl tert-butyl ether	0.000753035	0.0007476933874705642
XENKIM	isopentane	0.126245	0.12371806504262021
VUSKEA	acetonitrile	4.9e-05	4.765786342197925e-05
NEVJEF	4-hexen-2-one	87.5992	83.71095406204262
GINLIA	2,3-dimethylbutane	0.539261	0.5279961567881223
AMUCOB	propyl alcohol	2.25e-09	2.2661882537678973e-09
GEHSAN	dimethyl ether	0.0474354	0.04653899590110421
XIBZUF	1,5-heptadiene	14.225	14.68609650357878
EKOPOK	acetaldehyde	438.031	438.7606448411322
AVAQIX	4-methyl-4-penten-2-one	103.411	103.05300663423246
RIPNIP	4-hexen-2-one	36.345	35.19407620562465
FEFDAX	propane	0.000560798	0.0006074893206847099
IXISOX	methyl isopropyl ether	0.56261	0.5684896834098029
TESGUU	ethane	0.000150095	0.00014479859663506098
DOQGUM	ethene	1.15e-07	1.1652823865068531e-07
SUJQOE	isobutane	5.16e-08	5.0012849269920714e-08
MEJQEZ	ethene	0.000502932	0.0005040827640423038
FIJCUX01	4,4-dimethyl-1-pentene	12.0775	12.105463575071282
YEGKOM	methyl propyl ketone	2.81e-10	2.942366408621095e-10
YUJNOH	acetaldehyde	0.177662	0.1777217155612867
ZIDDIB	ethene	0.00533689	0.005483443402382691
IBICAZ	4-hexen-2-one	0.3287	0.3292712683996923
NADZEZ	methyl propyl ketone	0.00509971	0.005117664436575668
