MOF	molecule	K	predict
PUSDOX	propene	0.00108032	0.0010224646683018698
FIJCUX	propyl alcohol	0.00139168	0.001396835303147721
FEWGUL	isopentane	0.274431	0.2643756392127768
VUQKUO	3-methylpentane	0.00216146	0.0021347933485570338
PAPXUB	isopropyl alcohol	0.00164033	0.0016554159903017854
PEVPUD	2-pentene	0.000264036	0.000264610654463668
IXISOX	4-hexen-2-one	389.788	392.7231764810905
YUJNOH	ethylamine	5.16401	5.0425333799497745
YAZFOW	propane	0.013087799999999998	0.013130343060061564
BEPMIU	ethylamine	0.000607426	0.0006223765030691661
AROFET	acetaldehyde	0.17354	0.16919961453673188
QARTEK	2,3-dimethylbutane	0.0007381689999999999	0.0007013352381388588
VEJYUF01	1,5-heptadiene	1.5699999999999999e-15	1.5724508770898921e-15
BUVYEX	3-methylpentane	0.62049	0.5970035464580284
XADGAM	dimethylamine	0.157269	0.16525294981870783
SENWAL	3-methylpentane	0.00475971	0.004838306338694576
ANUGIA	4,4-dimethyl-1-pentene	0.0843431	0.0835014677938362
NUVWIL	acetaldehyde	4.270000000000001e-05	4.271226771765176e-05
SUJREV	propyl alcohol	0.00013935	0.00013633897483345493
EBEMII	isopentane	0.00324332	0.0035059035954032483
LABJUV	4-methyl-1-hexene	0.336686	0.33924099878499187
CUNFOH01	propene	1.95e-05	1.9712628167934204e-05
AMIMEP	neopentane	0.0113954	0.011765440573652454
IXOFIL	acetone	0.0127318	0.013036385398831278
LAWGOG	isobutane	0.000151339	0.0001508978657662466
QUNMUI	3-methylpentane	0.013753	0.01388444141196943
XIDBUJ	dimethylamine	0.0419503	0.04243778129901573
LELMIA01	neopentane	2.5178700000000003	2.5003027452666777
VAHSIH	methyl tert-butyl ether	99119.9	99187.7013384459
LIFWOO	dimethyl ether	0.030051599999999998	0.02998673653381796
RELLAW	propionitrile	0.0115142	0.011805498332508992
HAFQUC	4,4-dimethyl-1-pentene	598.188	591.2510504093503
SAHYOQ04	1,5-heptadiene	0.00383398	0.003810889266124457
IBICED	neopentane	0.00288202	0.0029436109747047723
FIJCUX	3-methylpentane	2.4882299999999997	2.49592047797079
