MOF	molecule	K	predict
GITWIQ	propene	0.00262334	0.002744565823961497
QEYWUN	acetaldehyde	2.2800000000000002e-18	2.265776901054307e-18
XEQRAO	isobutane	0.011865299999999999	0.01186945121629528
FUNBAS	3-methylpentane	5.85878	5.947090454429656
KOMHAW	methane	1.1400000000000001e-05	1.1466741108586909e-05
LAGCED	methyl propyl ketone	0.0134649	0.013758103215078948
ISOHEE	hydrogen cyanide	0.000297479	0.0003003902762311479
UKUBIM	1,5-heptadiene	1269.79	1264.3698948500685
XINFUW	methyl isopropyl ether	0.257169	0.2427152503619011
PIJJOI	methyl tert-butyl ether	22.2874	22.372817309228644
GUYLUI01	methyl propyl ether	0.971617	0.972883641561791
REYCOP	4-hexen-2-one	1.85e-14	1.8373773435021285e-14
TEVZUQ	propyl alcohol	0.00189682	0.0017953399589130331
LEMNOH	dimethylamine	2.8999999999999997e-11	2.8681073006761417e-11
YARKEJ	propane	0.00421038	0.004281195548946487
FIGXAW	acetone	0.202817	0.20250990799988755
QATHOK	acetaldehyde	0.00891844	0.009213908840530638
GALCED	4-methyl-1-hexene	25.4059	25.441220878645197
RAXCOK	dimethylamine	0.00671193	0.006638261507048358
FUDQIF	ethane	0.0007281760000000001	0.0007201197479210761
XUGSEY	2-pentene	0.061325	0.06168408588239661
LABJUV	3-methylpentane	0.0781164	0.07785109842213006
WIDZOA	acetonitrile	0.0005891140000000001	0.0005944221263506082
YUGLES	methyl propyl ketone	0.00148248	0.0015320512913118015
NUVWIL	4-hexen-2-one	0.025295599999999998	0.025494313968302606
YUBFOR	isopentane	0.147952	0.14682684056909043
BERFIP	methane	5.72e-06	5.6495692614754416e-06
RAXCOK	ethylamine	0.00638651	0.006555942677186462
JAVNIE	methane	1.01e-05	1.0251123075502833e-05
BETGAK	4-methyl-4-penten-2-one	486.471	486.2927742610289
BALMUW01	ethene	1.25e-07	1.2436522030666888e-07
XUNGUJ	propene	0.0118037	0.01173769358193646
ECIWUJ	ethylamine	5.2e-14	5.1911425902030366e-14
BOJCIN	2,3-dimethylbutane	0.0989099	0.10059248724359651
DEGJIK	3-methylpentane	0.10938900000000001	0.10601097383367869
SERJUV	4-methyl-1-hexene	0.49608500000000005	0.48683376023429403
SAHYOQ03	4,4-dimethyl-1-pentene	0.0023523000000000003	0.0023496157427599566
KAXQIL	ethene	0.00542104	0.005455917101577396
ICANEH	hydrogen cyanide	0.000419783	0.0004224601228596776
YUJNOH	propane	0.00201563	0.0020224036782509705
GEDLIM	methyl propyl ketone	2.15671	2.175160062796158
XUGSEY	isopropyl alcohol	2.08901	2.1150611919746485
UWELIS	4-methyl-4-penten-2-one	152.436	151.27172246946046
RAZYIC	4-methyl-1-hexene	78.5407	80.22304908027222
LIFWEE	methyl isopropyl ether	0.00295683	0.003229591266402875
TETZID	methyl propyl ketone	7.5248	7.445571198099778
TEVZUQ	acetaldehyde	0.00128906	0.00126399981000108
OJICUG	2-pentene	0.00368922	0.003848796519123002
GIMSIG	2-pentene	0.11801099999999999	0.11899735854216033
IBICAZ	methyl isopropyl ether	0.00943236	0.009585817078715536
QOMFAA	acetonitrile	1.74498	1.6961436007197082
HAMJOW	methyl propyl ether	0.360693	0.3631434882192895
RAXCOK	4-hexen-2-one	10.1021	9.909247293363721
UXUZAP	methyl isopropyl ether	0.033390699999999995	0.03320016100271156
CEGWER	4-methyl-4-penten-2-one	325086.0	324322.8224171429
FEWGUL	methyl tert-butyl ether	4.66e-10	4.641845497416706e-10
XUVHEB	4-methyl-4-penten-2-one	192.082	192.64531965235545
GAYFUJ	propyl alcohol	0.00141288	0.0014131042358980297
WALBOC02	ethylamine	0.00119719	0.0012422552548144207
TENLIJ	methyl tert-butyl ether	8.97865	9.122735359960876
VUSKEA	acetaldehyde	4.8200000000000006e-05	4.961602808901844e-05
ISEQIH	methyl propyl ketone	4532980.0	4517433.690535281
MIBQAR18	ethene	1.09e-05	1.0881493738571933e-05
NEHZIK	ethylamine	0.00186794	0.0018711828521320616
FUTKEL	ethane	0.000284011	0.00029246893589108316
HUTTIA	methyl tert-butyl ether	6.06e-06	5.9631322491388525e-06
SAHYOQ04	4,4-dimethyl-1-pentene	0.00236556	0.0024219397415871863
KEXKAB	methyl propyl ketone	1.55e-22	1.5479163314971322e-22
FUNCAT	2,3-dimethylbutane	0.0942138	0.09616602457189384
AVIMOI	dimethylamine	0.173597	0.1777295763625258
QEFNAQ	acetonitrile	0.498658	0.508647302667707
ELAFUT	methyl propyl ketone	0.036935	0.0369870366349434
TASXIW	4,4-dimethyl-1-pentene	3.32568	3.431494779339728
FIRVEH	isobutane	9.48e-05	9.509992992623517e-05
YEKXET	methane	1.04e-05	1.0271611681694093e-05
FEWGUL	isobutane	0.015232399999999998	0.014932638665186262
HIMSAY	methyl propyl ketone	0.399062	0.3926686738521294
YARYOF	methyl isopropyl ether	0.00014628200000000002	0.0001470511616209952
YARYOF	acetonitrile	0.000146335	0.00014797841688294534
BALMUW01	acetaldehyde	0.0016611	0.001660343975888866
QOMFAA	neopentane	0.00520676	0.0052161626513956005
PEGBUA	acetone	0.00082978	0.0008314924444748744
MIBQAR16	dimethyl ether	4.1200000000000005e-05	4.077375285646114e-05
RUCGOM	ethane	9.17e-05	9.303194796107048e-05
DEYDOA	acetonitrile	0.00209903	0.0021081390313659708
DUBWON	ethene	0.000157395	0.00015827487486897617
LAVSUY	ethene	0.000248143	0.0002504190500308567
JAVNIE	propane	0.00195888	0.0020507640112901702
LIFWOO	ethane	0.00123761	0.0012069073639948244
IXODUV	ethylamine	0.00250625	0.002551989837135595
XINFUW	methane	1.1400000000000001e-05	1.148162911475365e-05
QEFNAQ	4-methyl-4-penten-2-one	0.000933648	0.0009486569967271353
REGLOG	dimethyl ether	0.0007492960000000001	0.0007490935503638333
OFUYUL	isopropyl alcohol	0.0209024	0.021222256637882846
FEWGUL	acetaldehyde	0.05828680000000001	0.05728109005491964
VAZTOG	propane	5.2900000000000005e-05	5.3138816693047044e-05
XINFUW	acetonitrile	0.0101544	0.009645983612408128
ZISYAD	acetone	1.6035700000000002	1.5835984144258797
CESYEF	2-pentene	0.158576	0.1579897453573288
LAGCED	2,3-dimethylbutane	0.291375	0.28974481839300376
AMILUE	isobutane	0.010340899999999998	0.010266640762345645
RUMWUS	methyl propyl ketone	1107.15	1119.8059260600737
WONZUV	acetone	0.00232698	0.0022184973905157424
XUNGUJ	dimethyl ether	0.00970041	0.00968280926509726
LAGNUE	propionitrile	0.013371000000000001	0.012802895920993516
XIMPOA	acetonitrile	1.85e-06	1.8914849912250644e-06
HOWPOZ	isopentane	1.08486	1.1049905000154892
SAKRED	4-hexen-2-one	0.653066	0.6184180014779654
KOMHAW	isopropyl alcohol	0.221572	0.2252978087830708
XOKHAH	acetone	3.57e-12	3.665665187955852e-12
XAMDUM07	isopentane	0.0227037	0.023490334204478856
MOYYIJ	methane	8.95e-06	8.99970832074525e-06
FIPWOS	methane	6.620000000000001e-05	6.672738655821221e-05
VAPFUP	ethylamine	14.7416	14.372150745969378
HEZKIH	propane	0.00325258	0.003621042318273855
EKOPOK	hydrogen cyanide	5.02827	5.018553691952706
WIDZOA	2-pentene	6.39e-06	6.102074108623812e-06
BEPMIU	neopentane	0.00148943	0.0015457663384615724
RAZYOI	dimethyl ether	0.00140916	0.0014175819768370177
YEGKOM	4-methyl-4-penten-2-one	1.9100000000000002e-09	1.8966400197970925e-09
GITWIQ	2-pentene	0.192234	0.1778045650862187
UTEWUM	3-methylpentane	4.527819999999999	4.484204837057505
EXEWAG	dimethylamine	0.00414655	0.004097125677831448
XINFUW	1,5-heptadiene	1.57528	1.5676940202772203
GIMSIG	ethene	8.23e-05	8.140092479996736e-05
OFORUX	dimethyl ether	0.0039415	0.0039995448888886535
PIJJOI	methyl isopropyl ether	2.6945	2.7882181442838974
SERKEG	4-methyl-4-penten-2-one	0.127303	0.12784298761335583
BETGAK	methyl propyl ether	0.240019	0.24154647045509056
IXUREZ	4-hexen-2-one	2323.42	2282.0930613024657
AMILUE	4-methyl-1-hexene	0.20567800000000003	0.20431526949243464
MIHHOA	methyl propyl ether	0.623426	0.6343900839076547
ECAHAT	methyl propyl ether	0.00132929	0.001385503569151762
VAHSIH	hydrogen cyanide	0.0164081	0.016488189682692635
HAMJOW	isobutane	0.0584961	0.058669429764116175
TESGOO	methane	8.28e-06	8.301058630862906e-06
DAGDIZ	propene	0.0015225999999999998	0.0015582975685342949
WENDIE	ethylamine	0.0301642	0.03106267052142551
SAHYOQ04	acetaldehyde	4.95e-05	4.937664620874024e-05
BALMUW	dimethylamine	2.09e-09	2.1071820912262727e-09
QUQFIS	acetonitrile	0.000672945	0.0006964771230938672
NALWOO	dimethyl ether	0.000676889	0.0006698038132842884
QOMDUS	neopentane	0.7101649999999999	0.6804062881973356
TADCAE	neopentane	1.9e-15	1.8258456285411314e-15
MIBQAR	propionitrile	0.000120136	0.00011995234169195134
EBEMII	3-methylpentane	0.0105089	0.00988819434708323
WALBOC	isobutane	1.08e-12	1.0796651457515212e-12
IMACZN01	4-methyl-4-penten-2-one	8.949999999999999e-12	9.039863604566091e-12
ZEDROR	neopentane	4.1600000000000005e-09	4.122007277165632e-09
VARRIP	acetone	2.35089	2.3333096457941322
WIFBAQ	methyl propyl ether	0.0443673	0.04339733038646926
XEXMEU	ethane	7.049999999999999e-05	7.038383643991625e-05
VEJYUF02	acetaldehyde	0.0034496	0.003487279998888121
XEQRAO	4-methyl-4-penten-2-one	78.3411	78.03863923808605
NIRDOI	propene	1.05e-07	1.0318231409283051e-07
QOJVAM	2-pentene	0.441542	0.42527776013195556
KEXKAB	propane	1.99e-10	1.9211292659281428e-10
QUNMUI	methane	3.52e-06	3.5114950669184953e-06
KAXQOR01	methane	0.000128466	0.0001298495471689423
GITWIQ	methyl tert-butyl ether	0.0247897	0.024028933480743787
TECTUS	methyl isopropyl ether	15505.1	15015.965340022762
FEZREJ	acetonitrile	36.6981	36.29908591000725
