MOF	molecule	K	predict
UBACOR	2-pentene	1.17345	1.0943596458882838
OFUYUL	dimethylamine	0.00988708	0.009448102747795145
QUJFUX	propene	2.35e-06	2.4212280907216274e-06
IMACZN01	methane	7.62e-06	7.67443813898951e-06
NOCKUM	4,4-dimethyl-1-pentene	57.0936	54.7942560050224
XINWUO	acetonitrile	7.77e-05	8.205267788662652e-05
WALBOC01	ethene	0.000123056	0.00012456564883422583
WALBOC01	acetaldehyde	0.00123069	0.001278810231343171
RUFMUA01	propyl alcohol	0.00443662	0.004225399666090463
LAWGEW	methyl tert-butyl ether	0.000568354	0.0005637998913648843
YARYEV	propionitrile	0.00202602	0.002084606908369218
PAMVEG	methyl propyl ketone	0.00043072300000000004	0.0004311239338620116
IMACZN01	4-methyl-4-penten-2-one	8.949999999999999e-12	9.002902073291924e-12
SAMLAV02	4-hexen-2-one	486.164	505.8266825076935
WALBOC01	propyl alcohol	5.16e-05	5.661309323279002e-05
FEZREJ	isobutane	0.0111476	0.011708466440562592
YUKBIP01	ethylamine	0.00345931	0.0034638740210341653
DEYDOA	dimethyl ether	0.00825916	0.008044980800394766
VUQKUO	methane	3.98e-06	3.994151728547645e-06
IXOFAD	dimethylamine	0.00245591	0.0025847752169150867
SEYDUW	propionitrile	1.32e-05	1.4192654513633027e-05
IXODUV	hydrogen cyanide	6.0899999999999996e-05	6.149849850544938e-05
QOMDUS	propene	0.00252334	0.002508206571089387
TEVZOK	isopropyl alcohol	0.00195345	0.0019454756747785528
GULPIN	dimethyl ether	0.00886897	0.008940719875709914
OTAVOV	4-methyl-4-penten-2-one	0.07011339999999999	0.06778105122374609
UVUPOR	3-methylpentane	6.71099	6.433004387443224
GALCED	propionitrile	0.00967971	0.010045625681533736
SAHYOQ04	1,5-heptadiene	0.00383398	0.003752500430971343
FAKLOU	methane	8.02e-06	7.830736244008804e-06
VONBIK	ethane	0.00029167	0.0002853493602131699
DUXZIG01	methyl isopropyl ether	0.000549021	0.0005538432433140147
QESYOD	propyl alcohol	0.000199971	0.00019753890049287634
SAHYOQ05	isopropyl alcohol	3.63e-05	3.694762573823939e-05
XEQRAO	4-methyl-4-penten-2-one	78.3411	78.25912014411317
