MOF	molecule	K	predict
CUTKOS	ethane	0.00119616	0.001074623394408447
BOJCIN	acetonitrile	0.000444587	0.0004403654219197895
CICYIX	ethylamine	1.95e-17	1.9375684244088293e-17
EKOPOK	acetaldehyde	438.031	439.33645488798305
KEXKAB	propyl alcohol	1.32e-11	1.293505668809996e-11
KOMHAW	methane	1.1400000000000001e-05	1.1512158242052848e-05
SENWIT	methyl propyl ketone	0.033989	0.03266308346711962
VUQKUO	isobutane	0.00176652	0.0017474154584828131
TECTUS	4-methyl-4-penten-2-one	28568900.0	28320770.517864335
FUNCAT	hydrogen cyanide	0.000221374	0.00021682149210515214
LIFWEE	ethane	7.87e-05	8.37438255514975e-05
ISEQIH	acetonitrile	1267860.0	1273418.0782862369
UXEQOE	acetonitrile	447.335	453.5644209981764
FAPTOH	methyl propyl ketone	0.153667	0.15114118126365914
RABHAZ	4,4-dimethyl-1-pentene	0.0496551	0.047391965221587576
UVARIT	acetonitrile	0.0272399	0.027929755704626847
KEFBEE	ethylamine	0.00433508	0.004335199700518156
DAGDIZ	methyl tert-butyl ether	9.19557	9.295001931969999
IBUDOZ	4-hexen-2-one	18.6891	19.348310522501087
NEHZIK	4-methyl-4-penten-2-one	5.1906300000000005	5.241932712873706
ODIXEG	propane	0.0006646489999999999	0.0006846129187688216
PORVUO	2,3-dimethylbutane	0.0433394	0.041025313072790955
WALBOC	2-pentene	0.00016679	0.0001742514268338169
MOCKEV	2,3-dimethylbutane	0.0778715	0.07897508155546425
KEXKEF	ethane	2.3100000000000002e-08	2.2809448666570735e-08
TERFUT	isopentane	0.022902900000000004	0.022620644467507667
ECODEG	isobutane	0.16237200000000002	0.16164445582387862
JAVNIE	4,4-dimethyl-1-pentene	10.4806	10.251033994251332
KAXQOR01	methane	0.000128466	0.00012938033213893608
OSAXAI	ethane	1.6100000000000002e-05	1.5933556911392126e-05
PUSDOX	1,5-heptadiene	13.1103	13.021889040432129
LAGWEX	4-methyl-4-penten-2-one	7.0888100000000005	6.9623397807244505
DAJHUS	3-methylpentane	7.44e-22	7.532932283954174e-22
WALBOC	acetone	0.00021063	0.00021989737030361095
XOVVIO	acetone	3.1e-05	3.0159588991987934e-05
KEXKAB	acetonitrile	6.97e-06	6.7688840488103525e-06
XIDBUJ	isopropyl alcohol	1.48567	1.4657727066039181
EZABEN	4-methyl-4-penten-2-one	86.3376	86.49668268299673
EBEMEF	methyl isopropyl ether	0.000545446	0.0005454792171145729
UVEXAV	propene	3.28646	3.3423496428675583
OFORUX	dimethyl ether	0.0039415	0.003952353805203439
CESYEF	2-pentene	0.158576	0.1571162440575306
GEDLIM	acetaldehyde	1.45745	1.4088912692268716
ZESFUY	methane	1.0300000000000001e-05	1.0223068729966183e-05
DAJHUS	propene	5.379999999999999e-05	5.410530859394735e-05
KIXXOG	ethane	1.26e-12	1.3066759089565983e-12
MIBQAR18	ethylamine	6.6e-05	6.614572748540308e-05
GIZJOP	isopropyl alcohol	0.0169461	0.016630887364612927
QAVWAN	4-hexen-2-one	230.53400000000002	215.1320590227494
NARTUX	methyl propyl ketone	7.176760000000001	7.115752377721064
IBICED	propyl alcohol	0.0005505390000000001	0.0005729106036173246
UVEXAV	dimethylamine	69.5038	70.12128282786996
HIFTOG	acetone	0.0322588	0.03341740922081151
MIKJAR	acetonitrile	6.387580000000001	6.398161536169471
UMEXUF	dimethyl ether	0.16775	0.1624333125785195
QESYOD	acetonitrile	0.00153827	0.0014926172840123765
LAWGUM	ethene	1.0800000000000002e-05	1.081729649368494e-05
LAVSUY	dimethylamine	0.018084599999999996	0.018096822924523512
MAKXAZ	methyl propyl ketone	102.51299999999999	102.27799955212657
QUPHUF	propene	0.027124000000000002	0.02706376520414342
GACQAE	4,4-dimethyl-1-pentene	0.11976300000000001	0.12603910534803484
CIGYAU	ethene	1.0800000000000002e-05	1.0720145939427712e-05
DEYVUA	methane	2.44e-05	2.3797089572887274e-05
PUWCUF	3-methylpentane	4.4919400000000005	4.447100033707551
RUCGOM	4-methyl-1-hexene	0.05709630000000001	0.05761602614364594
EKOPOK	3-methylpentane	52.2902	51.44651999280511
PEMRIK	propyl alcohol	0.10080700000000001	0.10557922293039232
IQUNAJ	acetonitrile	5.86e-09	5.803638551703422e-09
PIHNUQ	2,3-dimethylbutane	2.67e-15	2.6624016915019313e-15
OSAXAI	dimethyl ether	0.000214058	0.00021389273715387996
AGARUW	ethane	0.000261021	0.0002601462447451428
XOVVIO	ethylamine	0.00498276	0.004974871387694265
XUVHEB	ethane	0.000868305	0.0008344780229894206
BALMUW	propene	2.87e-11	2.8650642602005886e-11
ZIDDIB	isopropyl alcohol	0.27873000000000003	0.28125108966946966
UBUMAH	ethane	6.42e-05	6.496299915160414e-05
FIQCEN	methyl propyl ketone	0.000389084	0.0003800449387518909
UBUMAH	acetone	0.0421632	0.04149144941960263
MIHHOA	3-methylpentane	4.8848199999999995	4.93418791007335
TEDGOA	4-hexen-2-one	0.118691	0.12153700668297966
SENWIT	3-methylpentane	0.0110689	0.01120667475482133
FIRVEH	propionitrile	0.270879	0.2664415110204128
WENDIE	acetaldehyde	0.0134196	0.013169701913760696
HEXNII	methyl isopropyl ether	3.93e-06	4.0060019139210246e-06
BARZAW	hydrogen cyanide	4.7600000000000005e-05	4.7047624624341554e-05
FIJCUX01	dimethyl ether	0.0007132489999999999	0.000710467607861942
UNIGEE	ethylamine	6.17e-05	6.12211782405601e-05
MOCKEV	3-methylpentane	0.0972808	0.09537635233122482
PAMVEG	isobutane	2.1e-05	2.0666434998317316e-05
QOKCID	3-methylpentane	13.8343	13.887404384134324
XEDPIH	dimethyl ether	0.0175347	0.01754398706472321
MOYYIJ	ethane	8.2e-05	8.238066489354718e-05
BETGAK	dimethyl ether	0.0157573	0.01583427778635391
VAZTOG	methyl propyl ketone	3.4899999999999995e-05	3.496085615561704e-05
PAPXUB	dimethylamine	0.0195115	0.019747735139634456
WIFBAQ	1,5-heptadiene	8.566239999999999	8.440234881963203
FIJCUX	3-methylpentane	2.4882299999999997	2.5061908220296742
QUJFUX	hydrogen cyanide	0.00020999	0.00020717556699680704
YASPEP	ethene	8.04e-13	8.153614810144224e-13
SENWOZ	propane	9.719999999999999e-05	0.00010045948949917792
LACJAC	propene	0.00133109	0.0012743984531098072
QUQPOI	4,4-dimethyl-1-pentene	1.6432400000000003	1.6517756429309467
MODNIC	dimethyl ether	0.00021867700000000002	0.00022138697934308735
XEXMEU	3-methylpentane	0.0781074	0.08071494558322881
DAGDIZ	methyl isopropyl ether	0.747428	0.7539741385118086
VEJYUF02	acetone	0.105398	0.10046728062342154
LAGNUE	isopropyl alcohol	0.024338400000000003	0.023984026161045967
XEJTIR	methane	2.1899999999999997e-05	2.242436440477444e-05
