MOF	molecule	H	predict
CUTKOS	ethane	35.30997251	35.29902339140941
BOJCIN	acetonitrile	33.29448478	33.18553076780444
CICYIX	ethylamine	-12.63212561	-12.651491455407147
EKOPOK	acetaldehyde	77.01228301	77.04950068374521
KEXKAB	propyl alcohol	32.61761454	32.51491080483736
KOMHAW	methane	23.88158879	23.92049759595309
SENWIT	methyl propyl ketone	60.21089687	60.197274491834705
VUQKUO	isobutane	48.21944697	48.149203429154426
TECTUS	4-methyl-4-penten-2-one	114.05762460000001	114.11640990727183
FUNCAT	hydrogen cyanide	29.44273534	29.39043101041185
LIFWEE	ethane	30.37476885	30.598678078866268
ISEQIH	acetonitrile	106.99812649999998	107.04055983780916
UXEQOE	acetonitrile	81.21552761	81.32964402755903
FAPTOH	methyl propyl ketone	64.47274497	64.5525736002769
RABHAZ	4,4-dimethyl-1-pentene	51.19805794	51.10721317069139
UVARIT	acetonitrile	48.24855052	48.11502453835094
KEFBEE	ethylamine	44.02586969	43.99691982347709
DAGDIZ	methyl tert-butyl ether	65.2359225	65.30549531462174
IBUDOZ	4-hexen-2-one	79.94963983	79.87402133819134
NEHZIK	4-methyl-4-penten-2-one	65.18327771	65.20115157827055
ODIXEG	propane	32.42841758	32.46954081921162
PORVUO	2,3-dimethylbutane	65.96868298	65.90246722821067
WALBOC	2-pentene	58.75823704	58.76040508236011
MOCKEV	2,3-dimethylbutane	45.73903586	45.861386183233684
KEXKEF	ethane	22.26181822	22.196085330143035
TERFUT	isopentane	43.71353077	43.52591215363665
ECODEG	isobutane	57.75466759	57.818014366382506
JAVNIE	4,4-dimethyl-1-pentene	61.95248974	61.793621906356215
KAXQOR01	methane	28.163609100000002	28.183059173151737
OSAXAI	ethane	31.51425443	31.336072717596956
PUSDOX	1,5-heptadiene	60.80185422	60.83461166378778
LAGWEX	4-methyl-4-penten-2-one	58.88339119	58.8304403098883
DAJHUS	3-methylpentane	-33.62519332	-33.53722590884166
WALBOC	acetone	52.43385303	52.712179004625185
XOVVIO	acetone	47.37479383	47.454725168421895
KEXKAB	acetonitrile	40.40584612	40.30388100794876
XIDBUJ	isopropyl alcohol	67.6115379	67.55759664842435
EZABEN	4-methyl-4-penten-2-one	89.52602439	89.49547878104815
EBEMEF	methyl isopropyl ether	36.9944669	36.95800830576667
UVEXAV	propene	59.21243809	59.25649639752823
OFORUX	dimethyl ether	40.07692451	40.097758662453465
