MOF	molecule	K	predict
HUHJAW	acetaldehyde	1.04e-05	1.0247773990348276e-05
IYUJAO	methane	2.3199999999999998e-05	2.3834361642188844e-05
RAXDAX	acetone	1.7600000000000002e-15	1.7247983149124617e-15
GALCED	isobutane	0.022125799999999998	0.021803846273737354
ZERNAN	isopentane	4.41e-06	4.655679905901309e-06
AVEMOE	ethane	1.1e-15	1.1105048333598496e-15
AMIKOX	ethane	2.1899999999999998e-13	2.2464526482915956e-13
BERGAI	ethylamine	0.136694	0.139148015723777
NEVJEF	4-methyl-1-hexene	32.1357	32.97013434776134
RIVDEF	acetonitrile	0.000112731	0.0001114475292235111
SAHYOQ03	methyl isopropyl ether	0.000312149	0.00031736753017426586
HEZKIH	dimethylamine	0.11505	0.11073319820457672
XUVHEB	isobutane	0.163676	0.17135751401857482
RURPEA	methyl propyl ketone	1.57e-06	1.5472912074407896e-06
PEVPUD	4,4-dimethyl-1-pentene	0.00112255	0.0010611307409611334
MADWAQ	dimethylamine	0.020319999999999998	0.020254494142518058
QEVKOS	3-methylpentane	0.357327	0.35702627299252865
WALBOC01	methyl propyl ether	0.00017658299999999999	0.00015793644268992854
REYCOP	1,5-heptadiene	2.9900000000000003e-16	2.9723660623434204e-16
EBEMEF	ethane	2.7300000000000003e-05	2.7852206534551834e-05
FIPWUY	hydrogen cyanide	0.00301111	0.0030120116193843266
TADCAE	4-hexen-2-one	2.3600000000000002e-07	2.474224507551241e-07
KINKAV	3-methylpentane	0.20305499999999999	0.19408089356021693
RAXDAX	acetonitrile	6.92e-05	6.51700046210571e-05
QOMDUS	methyl propyl ketone	0.25071	0.262032902942758
XINHOT	hydrogen cyanide	8.41e-05	8.315094635818291e-05
IBICAZ	neopentane	0.00335696	0.0032241371369016113
XUGSEY	dimethyl ether	1.33637	1.2828860711740295
FIPWUY	dimethyl ether	0.21153200000000003	0.20636866899865988
RELLAW	methane	1.25e-05	1.1921259872610664e-05
SERJUV	methyl propyl ether	0.008887799999999998	0.008796854802182986
PUQXUV	4-hexen-2-one	18.7746	20.311734997342867
TEVZIE	propane	0.00067224	0.0006568678246156273
QUNMUI	ethane	3.28e-05	3.2872450955734824e-05
WIYFAM	1,5-heptadiene	0.05502130000000001	0.055931591782265186
ISEQIH	1,5-heptadiene	3759.4	3728.7701869661178
ICANEH	3-methylpentane	617.707	600.4602371670347
FIGXAW	hydrogen cyanide	0.00136615	0.0013971002539985196
RIPNIP	acetonitrile	0.00195791	0.0020837181754446814
LEGGEK	ethylamine	689.944	638.7840292668104
KEWZOD	isopropyl alcohol	0.0766187	0.08243150971197297
ICANEH	isopentane	21.0413	20.225341532511663
GAYFOD	propene	0.00492347	0.004968760861470566
RURQEB	isobutane	3.4500000000000005e-08	3.4557069634204605e-08
UXEQOE	methyl propyl ketone	642.2869999999999	638.935160138207
ULOGIL	isopropyl alcohol	1.56e-10	1.5386707643129176e-10
WENDIE	2,3-dimethylbutane	3.02e-10	3.475609214839287e-10
XINHOT	ethylamine	0.0168016	0.017335826408786253
MUVGOA	neopentane	0.00575478	0.005190088960529471
QOJVAM	isobutane	0.000458642	0.0004455531624626963
MOGVAG	dimethylamine	0.08107639999999999	0.07999508186891015
OJICUG	ethene	2.1e-05	2.108532694258269e-05
ZISYAD	methyl isopropyl ether	8.993269999999999	8.95611843323273
KAXQIL	methyl propyl ether	372.074	372.6857433657016
YARYEV	hydrogen cyanide	0.000154034	0.00015461069524071793
OTAVOV	isopentane	0.0030632	0.0031719061877582954
JIVFUQ	dimethylamine	0.017544499999999998	0.017881848395067245
UNIGEE	2-pentene	0.000449471	0.00043911090820723743
DEYLUQ	methyl tert-butyl ether	11.4139	11.426781512193685
RUMWUS	4-hexen-2-one	555056.0	550752.631172184
GUYLUI	dimethylamine	0.0216918	0.0225874572504134
MOGVAG	acetone	0.355657	0.34410539397046735
QEVKOS	propane	0.00238018	0.0028859120453225517
OSAXAI	hydrogen cyanide	0.000391872	0.00036881333570128167
UVUPOR	ethylamine	0.005889899999999999	0.00587825752591738
XUNGUJ	acetaldehyde	0.00987832	0.009834030428628592
TADCAE	methane	2e-05	1.9446047390734017e-05
IBIDAA	4-methyl-1-hexene	0.138791	0.13966776140597606
RUCGOM	ethylamine	0.291864	0.2854154691092344
LASYOU	acetonitrile	0.0005491259999999999	0.0005628865482685085
PIFPIE	dimethylamine	0.00630387	0.0064540930711514035
QARTEK	ethene	5.56e-05	5.541797059633668e-05
KOMHAW	4-methyl-1-hexene	1.57e-14	1.5718942406042623e-14
JAVNIE	1,5-heptadiene	5.10295	5.177445466134465
VACFUB01	4-hexen-2-one	2.27835	2.3246960654986175
SENWAL	methyl propyl ether	0.000645184	0.000643500779864308
DEYDOA	isopropyl alcohol	0.00167881	0.0016019729573372922
EKOPOK	isopropyl alcohol	479380.0	459795.88966116955
BAEDTA01	ethene	0.000352484	0.00035430553975781615
EBEMII	isopentane	0.00324332	0.003416482789212177
MIMVEJ	propionitrile	0.709307	0.6792727211798715
MIBQAR16	propane	5.28e-05	5.378167003278094e-05
FUNBIA	acetaldehyde	0.039951099999999996	0.03802900766599871
APEBED	methyl isopropyl ether	1.08031	0.996881250220525
ERUFUS	isopropyl alcohol	0.00017544900000000002	0.0001826738924564378
YAZFOW	methyl propyl ketone	3.1695	3.2288909096097487
WONZUV	isobutane	0.00129493	0.0013866586969583717
IQUNAJ01	propyl alcohol	7.53e-13	7.301592792478854e-13
CUMDIY	4-methyl-1-hexene	74.3115	74.97683431571284
XUNGUJ	methyl isopropyl ether	0.08754760000000002	0.08786544848451996
VONBIK	isobutane	0.0880642	0.0797028241289589
QUVDUH	dimethyl ether	2.22293	2.113361840228262
TASXIW	methyl tert-butyl ether	0.50353	0.5287873345302183
TESGOO	4-hexen-2-one	0.000818845	0.0008110058824210301
FIRVEH	dimethyl ether	0.00252254	0.002495232118668881
HEGJUZ	dimethyl ether	0.00741481	0.007603582972153915
IXUREZ	4-hexen-2-one	2323.42	2313.950567387822
KAVROQ	acetone	0.108299	0.11069090355230404
FIPXEJ	isopentane	0.00218494	0.0020296212438172556
LOQLEJ	methane	2.08e-05	2.0661513389834907e-05
DEYVUA	methyl tert-butyl ether	0.0373105	0.03552715779109504
JIVFUQ	isobutane	0.039993	0.03613693281118647
VAPFUP	ethene	0.000344585	0.0003334140680627402
NIRDOI	hydrogen cyanide	1.87e-05	1.9586277090444904e-05
QARTEK	propane	0.0009164689999999999	0.0009547642205254082
NOCKUM	4,4-dimethyl-1-pentene	57.0936	55.89501402947962
OSAXAI	propane	1.55e-05	1.4373828361975692e-05
XENKIM	isopropyl alcohol	1.02683	1.030177752171026
TETZID	isobutane	0.0334723	0.03443198998621817
IMACZN01	acetone	0.006203800000000001	0.005990045144180014
TESGUU	methyl propyl ketone	3.06e-05	2.9630075446062923e-05
XAMDUM07	methane	1.51e-05	1.5122336738421554e-05
WEMNAF	4,4-dimethyl-1-pentene	0.0007394239999999999	0.000794113431550058
TESHAB	neopentane	7.94e-09	8.622572741594018e-09
GIZJOP	isobutane	0.0182	0.017992374803152522
HOWPOZ	methyl isopropyl ether	0.8388399999999999	0.8757699854400516
AVIMOI	propionitrile	30.059	24.986449065007047
EZUCIM	ethene	0.000205087	0.0002043083182771001
QOKCID	propyl alcohol	0.162205	0.16743579106339687
HEKTUO	1,5-heptadiene	0.00977486	0.009882011909180399
MODNIC	methyl isopropyl ether	0.000338582	0.00034171052942899696
RAXCOK	hydrogen cyanide	0.000272058	0.0002891797525248633
LAVSUY	acetone	0.323745	0.33736711003558967
QIFLUO	methyl tert-butyl ether	1.1299999999999999e-08	1.1176997219988797e-08
QOMDUS	2-pentene	0.675825	0.6525769500692091
HEXNII	dimethyl ether	0.00180052	0.0018567513792128267
YARYEV	1,5-heptadiene	0.000159534	0.00016021291760850095
ICANAD	propene	0.00532122	0.005737205020090218
ANUGIA	3-methylpentane	0.03527380000000001	0.03440934810959851
XADGAM	methyl tert-butyl ether	0.191397	0.19663132262359026
HAZNON	ethene	0.0009208710000000001	0.0009568737429788554
FUNBOG	neopentane	0.00023411799999999998	0.00025034225089835707
XEXLOD	2-pentene	0.0139286	0.015553251192088302
GUFREF	propionitrile	0.7990619999999999	0.8207542662781876
XAWZOM	1,5-heptadiene	5.81e-14	5.713426466470069e-14
HIFTOG	4-methyl-4-penten-2-one	1.1035700000000002	1.0795135536928024
TECTUS	methyl propyl ether	0.719312	0.736116789672664
XINJAH	4-hexen-2-one	279.052	273.47279229177514
ICANAD	acetone	0.324552	0.31810311089239257
XADGAM	2,3-dimethylbutane	291.373	242.9830938646104
JIVFUQ	1,5-heptadiene	27.2675	28.201360495172075
KAXQIL	hydrogen cyanide	0.00131257	0.001361308463762233
GIFKIP	propane	0.000746974	0.0008020194603598227
WALBOC02	isobutane	5.04e-13	5.059649393114636e-13
EDADIX	isopentane	0.017162	0.02116949471660863
OJICUG	isopropyl alcohol	1.15523	1.1029713115206612
UXEQOE	propane	0.056626800000000005	0.05838382214958944
HIFTOG01	isopropyl alcohol	3.19e-05	3.328720577285258e-05
LAVSUY	4-hexen-2-one	554.714	571.1365566160617
RIFDUG01	hydrogen cyanide	0.000189378	0.00019071854823784942
AGARUW	4-methyl-1-hexene	156.974	154.6686170465182
BAEDTA01	methyl tert-butyl ether	0.00016963900000000002	0.00016956258039435373
AHOKIR01	ethylamine	0.000255007	0.00024872390101562383
AVIMOI	1,5-heptadiene	355.031	363.90725804376154
YUGLES	ethylamine	0.000811075	0.0008162673851882822
MIBQAR	methyl isopropyl ether	0.000310487	0.0003182100107011881
OFERUN02	isopentane	0.00875347	0.009342948222093729
SUJQOE	methyl propyl ketone	7.17e-16	7.11946400858483e-16
TADCAE	propane	0.00434809	0.004591188075070647
ZERNAN	methane	3.51e-06	3.4845253094288156e-06
UVUPOR	hydrogen cyanide	0.000336708	0.0003204136904230269
ODIXEG	isopropyl alcohol	0.00142544	0.0013741819335847199
