MOF	molecule	K	predict
QOMFAA	acetone	1.44925	1.5894901499302154
IGOCOX	4-methyl-1-hexene	12.8992	12.990893989212589
GAXWEJ	propene	0.00224602	0.0020995542649506014
MIBQAR	isopentane	0.000497205	0.0005057558074105157
GAXWEJ	isobutane	9.74e-06	1.0202990405567456e-05
LIFWOO	4-methyl-4-penten-2-one	71.76100000000001	71.45325343624097
BOJCIN	methyl propyl ketone	0.013017500000000001	0.01291353239286031
OTAVOV	isobutane	0.0006602569999999999	0.0006768763416931996
MADWAQ	propene	0.0045566	0.004679226461758262
LAWGUM	isobutane	0.000151436	0.00014994962918660426
SENWAL	neopentane	0.000851815	0.0008565766983414336
PUQYAC	dimethyl ether	0.0224179	0.023235140264286757
FECZAQ	neopentane	0.016337	0.016954490138954424
UWELIS	propane	0.00605249	0.006308091567607523
VACFUB01	ethane	8.58e-05	8.38695307128052e-05
ESEVIH	hydrogen cyanide	0.00019738400000000002	0.0001987974624702471
PAMVEG	2,3-dimethylbutane	2.65e-09	2.6141564150219805e-09
QUNMUI	propyl alcohol	2.9999999999999997e-05	3.0408708148195276e-05
QUQPOI	acetonitrile	6.225230000000001	6.217803457781145
RAZYIC	dimethylamine	0.00358288	0.0034905115094458297
LAGCED	isobutane	0.00865354	0.008877204383045382
KAVROQ	isopentane	0.207091	0.22954269375740594
KEXKEF	isopropyl alcohol	6e-18	5.824546199700738e-18
LAWGUM	isopropyl alcohol	3.570000000000001e-05	3.5823335403113485e-05
KAYBIX	acetonitrile	0.00548528	0.005467103924897798
LIFWEE	neopentane	7.56e-06	6.6320289198346135e-06
UBACOR	methyl isopropyl ether	1.15305	1.013040556135099
WIYFAM	hydrogen cyanide	8.840000000000001e-05	8.955646760329232e-05
VASKOR	dimethyl ether	7.4e-05	7.378578816269468e-05
FUSWIA	4-methyl-4-penten-2-one	31.328000000000003	30.705574546226558
RAXDAX	acetaldehyde	1.1e-06	1.1548190359967274e-06
LIFWOO	4,4-dimethyl-1-pentene	1.88e-06	1.962590513229755e-06
XENKIM	isobutane	0.012271899999999999	0.012181550943791442
FUNCAT	acetaldehyde	0.00276615	0.0029262296724075674
OHOLIH	3-methylpentane	92.8519	88.66391917990677
CUNFOH01	hydrogen cyanide	5.81e-06	5.779630632886358e-06
PEVQEO	2-pentene	0.000451277	0.0004558942797903525
CISMAT01	2,3-dimethylbutane	1.0199999999999999e-05	1.0041199745989064e-05
PELNEA01	isopropyl alcohol	1.12e-12	1.1446866710761035e-12
HAFQOW	acetaldehyde	0.00282502	0.002918523351335788
HEZKIH	acetone	1.73122	1.9564846019676163
BARZAW	propane	0.00373588	0.0033534991519361852
XOKHAH	propane	4.28e-12	4.51769529230701e-12
HIFTOG	methyl isopropyl ether	0.018101	0.018636662720597053
WIDZOA	isopropyl alcohol	5.49e-06	5.38905933870201e-06
SUHHOT	methyl propyl ether	5.649999999999999e-09	5.568598501269397e-09
SERJUV	dimethylamine	0.00251368	0.0025705308817082872
ZIKJIO	3-methylpentane	0.17643	0.1721923624748921
