MOF	molecule	K	predict
QOMFAA	acetone	1.44925	1.5894901499302128
IGOCOX	4-methyl-1-hexene	12.8992	12.990893989212536
GAXWEJ	propene	0.00224602	0.00209955426495061
MIBQAR	isopentane	0.000497205	0.0005057558074105147
GAXWEJ	isobutane	9.74e-06	1.0202990405567308e-05
LIFWOO	4-methyl-4-penten-2-one	71.76100000000001	71.4532534362412
BOJCIN	methyl propyl ketone	0.013017500000000001	0.012913532392860283
OTAVOV	isobutane	0.0006602569999999999	0.000676876341693201
MADWAQ	propene	0.0045566	0.004679226461758267
LAWGUM	isobutane	0.000151436	0.0001499496291866038
SENWAL	neopentane	0.000851815	0.0008565766983414336
PUQYAC	dimethyl ether	0.0224179	0.023235140264286747
FECZAQ	neopentane	0.016337	0.016954490138954535
UWELIS	propane	0.00605249	0.0063080915676074715
VACFUB01	ethane	8.58e-05	8.386953071280537e-05
ESEVIH	hydrogen cyanide	0.00019738400000000002	0.00019879746247024506
PAMVEG	2,3-dimethylbutane	2.65e-09	2.614156415022002e-09
QUNMUI	propyl alcohol	2.9999999999999997e-05	3.0408708148195276e-05
QUQPOI	acetonitrile	6.225230000000001	6.217803457781138
RAZYIC	dimethylamine	0.00358288	0.0034905115094458227
LAGCED	isobutane	0.00865354	0.00887720438304541
KAVROQ	isopentane	0.207091	0.2295426937574061
KEXKEF	isopropyl alcohol	6e-18	5.8245461997006905e-18
LAWGUM	isopropyl alcohol	3.570000000000001e-05	3.582333540311341e-05
KAYBIX	acetonitrile	0.00548528	0.005467103924897782
LIFWEE	neopentane	7.56e-06	6.6320289198346e-06
UBACOR	methyl isopropyl ether	1.15305	1.0130405561351004
WIYFAM	hydrogen cyanide	8.840000000000001e-05	8.955646760329214e-05
VASKOR	dimethyl ether	7.4e-05	7.378578816269498e-05
FUSWIA	4-methyl-4-penten-2-one	31.328000000000003	30.70557454622653
RAXDAX	acetaldehyde	1.1e-06	1.15481903599673e-06
LIFWOO	4,4-dimethyl-1-pentene	1.88e-06	1.962590513229731e-06
XENKIM	isobutane	0.012271899999999999	0.012181550943791442
FUNCAT	acetaldehyde	0.00276615	0.0029262296724075704
OHOLIH	3-methylpentane	92.8519	88.6639191799069
CUNFOH01	hydrogen cyanide	5.81e-06	5.779630632886322e-06
PEVQEO	2-pentene	0.000451277	0.000455894279790353
CISMAT01	2,3-dimethylbutane	1.0199999999999999e-05	1.0041199745988983e-05
PELNEA01	isopropyl alcohol	1.12e-12	1.1446866710761035e-12
HAFQOW	acetaldehyde	0.00282502	0.0029185233513357787
HEZKIH	acetone	1.73122	1.9564846019676179
BARZAW	propane	0.00373588	0.0033534991519362026
XOKHAH	propane	4.28e-12	4.5176952923069725e-12
HIFTOG	methyl isopropyl ether	0.018101	0.01863666272059715
WIDZOA	isopropyl alcohol	5.49e-06	5.389059338702021e-06
SUHHOT	methyl propyl ether	5.649999999999999e-09	5.568598501269443e-09
SERJUV	dimethylamine	0.00251368	0.0025705308817082924
ZIKJIO	3-methylpentane	0.17643	0.1721923624748919
XOVVEK	hydrogen cyanide	0.000560365	0.0005917201184381334
YEGYIU	ethene	5.1e-10	4.863386432009122e-10
MIHHOA	ethane	0.00256416	0.0025675258597241614
QOKCID	isobutane	0.037315499999999995	0.03824875168014615
YEZFIU	acetone	0.00996623	0.009427014809632725
WALCET	2-pentene	9.449999999999999e-05	8.667709410278902e-05
IMACZN01	methyl tert-butyl ether	3.03e-23	3.0869075076527796e-23
XUNGUJ	propionitrile	0.0690074	0.07038113732584635
AVAQIX	4-methyl-1-hexene	13.0281	12.833073704955963
COYTEQ	1,5-heptadiene	959347.0	969421.6153054703
GIMVAA	acetonitrile	8.46e-09	8.452645509063493e-09
UMEXUF	acetone	26.5409	24.632950069719136
VEJYUF01	2-pentene	8.26e-06	8.659510616807757e-06
RAZYIC	3-methylpentane	11.4184	11.57591783607057
SUJREV	ethane	1.9600000000000002e-05	2.005374621295943e-05
GIFKIP	acetone	0.0052704	0.005201002737921619
YUBFOR	isobutane	0.010959100000000001	0.011132513735180517
NISCOJ	propionitrile	0.03166	0.032503615429615995
UVUPOR	propyl alcohol	0.00334048	0.003295517667051763
NADZEZ	dimethylamine	0.00151757	0.0015481642687968054
GOMRAC	hydrogen cyanide	0.0468393	0.046802231359349536
MIMVEJ	dimethylamine	2.0938	2.0300866383774414
EKOPOK	dimethyl ether	5561.28	5334.923671341465
