MOF	molecule	H	predict
TARWEO	2,3-dimethylbutane	60.03844884	60.00033984144107
FAGREM	dimethylamine	41.99054156	41.915472045528425
XAMDUM07	dimethyl ether	42.40409786	42.451388411113086
HEGJUZ	ethene	28.80853947	28.738226388114096
XUWVEQ	1,5-heptadiene	94.89215436	94.94738239821834
GIMVAA	acetone	16.50522249	16.43063329239756
REGLOG	neopentane	28.67127982	28.59020396910787
FECZAQ	3-methylpentane	50.32943873	50.30133265318875
RACZIG	methyl propyl ketone	73.97851277	73.94177651176729
MIMVEJ	4,4-dimethyl-1-pentene	-8.223955119	-8.189402157881082
SENWAL	methyl propyl ether	26.88961104	26.7488658570944
GACQAE	propyl alcohol	44.30388794	44.27724193976006
XINFUW	acetonitrile	42.31370533	42.16530116852077
IBICAZ	4-methyl-1-hexene	48.24495963	48.22511841017951
QUNMUI	2-pentene	46.24403526	46.31422426853249
FECZAQ	4-methyl-4-penten-2-one	55.33408055	55.42368327888552
IXODUV	ethylamine	35.15429859	35.15791481997717
PUQXUV	methane	27.58382215	27.633677779803573
DAGDIZ	2,3-dimethylbutane	64.2731256	64.25233990888509
HICVUM	neopentane	56.41661354	56.34904536570756
DUBWON	methyl tert-butyl ether	56.78477128	56.79794195550208
AGARUW	methyl tert-butyl ether	69.73472693	69.719357923354
GUYLOC	methane	17.41530625	17.44525841818984
HIHGOW	dimethyl ether	53.22226747	53.170257604187135
QUQFIS	dimethyl ether	30.77605056	30.825511705700247
REGLOG	ethane	26.7635602	26.860118364511777
EQIWAD	propionitrile	-211.1770568	-211.14813123657518
TEVZEA	propyl alcohol	57.67891667	57.5161019314934
GEDLIM	propyl alcohol	66.98667145	67.05115146258768
ANUGIA	isopentane	36.78551804	36.67697434799625
FUSWIA	ethane	25.13400137	25.078226874964024
KAXQOR	neopentane	21.99856643	22.07624831036027
WIJDID	acetaldehyde	-118.5056882	-118.51645180645
ATOXEN	acetaldehyde	43.080620700000004	43.231366996127306
EZABEN	isobutane	47.69028497	47.53591052250748
TESGUU	ethylamine	51.29097237	51.25485839703749
FUTKEL	dimethylamine	48.4728449	48.37133298924735
YARKEJ	ethane	34.64984635	34.43321960281658
YUKBIP01	ethane	30.79054106	30.716924643952012
NUVWIL	isopentane	35.66068483	35.58433813079063
UBUMAH	isobutane	32.42495781	32.32095539540325
LEMNOH	4-methyl-4-penten-2-one	-46.54721122	-46.54673057643747
XUYXAR	methyl isopropyl ether	48.85374905	48.844612538440295
UVUPOR	3-methylpentane	59.37785217	59.31650054932029
FIJCUX	2-pentene	44.97558263	44.96996274928238
GAXWEJ	3-methylpentane	52.63103644	52.57827926269664
CICYIX	dimethyl ether	-8.571011435	-8.577636769149198
SAHYOQ05	2,3-dimethylbutane	30.67143629	30.70040980188595
DUXZIG01	methyl propyl ether	37.52868075	37.41300477369399
YUJNOH	propionitrile	64.60077679999999	64.57674084421531
TECTUS	3-methylpentane	69.98153938	70.0521997691288
OTAVOV	ethene	21.43878275	21.45162410343677
LIFWOO	3-methylpentane	77.23771189	77.28632104516245
MIMVEJ	propionitrile	57.12843037	57.13672675954031
ZARZAV	acetaldehyde	69.00866863	68.96946845425718
RABHAZ	dimethylamine	36.09272537	36.2200826991292
CUHPUR	propyl alcohol	53.74455481	53.79284798862621
XAMDUM07	4-methyl-4-penten-2-one	44.04606978	43.97121330566724
GOMRAC	methyl isopropyl ether	92.84738946	92.89981405079116
AHOKIR01	ethene	19.76926852	19.793829220933194
JIVFUQ	4-hexen-2-one	78.30232523	78.36587163599866
KAYBIX	methyl tert-butyl ether	67.06832302	67.07144963548379
GUYLOC	4-methyl-4-penten-2-one	65.99230247	65.9708224436884
WONZUV	methyl isopropyl ether	36.36012007	36.43069045766844
QUQFIS	propionitrile	36.45690627	36.506377756372174
XEQRAO	isopropyl alcohol	57.71305692	57.69370852791662
TEVZUQ	methyl isopropyl ether	50.425326899999995	50.43909748006641
NARTUX	methane	20.91205556	20.95201197941601
QESYOD	methyl tert-butyl ether	48.68208574	48.714832094747884
NADZEZ	acetaldehyde	48.89215169	48.842382999434044
XINFUW	methyl isopropyl ether	58.74482928	58.560413313788075
LAWGEW	ethene	13.79779941	13.845134131890108
MODNIC	acetone	37.23309301	37.268188342260814
LIFWOO	2,3-dimethylbutane	70.01673072	70.00051082596035
SENWOZ	2-pentene	28.72264182	28.749532710112298
BEPPAP	propane	23.67572939	23.795531453058704
FAPTOH	acetone	47.89125263	47.76493781022105
BERGAI	1,5-heptadiene	104.0597719	104.01409109442902
ULOGIL	ethene	20.14120601	20.0904693600998
WONZUV	acetaldehyde	29.87720867	29.877111013214847
RUVMAX	isopropyl alcohol	77.24157221	77.16196005607347
VISTUM	methane	18.25604332	18.283157203806052
GOMREG	methyl tert-butyl ether	104.2208375	104.24079331146099
WALBOC02	ethane	38.6818291	38.60704429587761
EMITUQ	methane	17.14031059	17.211130585699113
TEDGOA	isopentane	33.47299828	33.562203875933825
NADZEZ	2-pentene	67.39083981	67.58409845602797
LIKFOB	propene	15.00299076	15.109508611422998
GAYFUJ	2,3-dimethylbutane	54.030623	54.06550218033614
QAVWAN	4-methyl-4-penten-2-one	76.03040190000002	75.98081971259336
GACQAE	4,4-dimethyl-1-pentene	45.77134061	46.02105426240981
IXISOX	2,3-dimethylbutane	64.30543157	64.35592337285848
OFORUX	methyl propyl ketone	77.16924318	77.15110536668095
FAQVEA	propionitrile	53.93932521	53.96918504598101
CESYEF	propane	44.09465401	44.029304513583945
UBUMAH	4-hexen-2-one	69.81273281	69.71162520201725
FAQVEA	hydrogen cyanide	34.176993100000004	34.212037804294745
QARTEK	propane	44.19140963	44.04059854787096
NOCKUM	methyl propyl ether	45.73682789	45.71902560306533
LUVTEC	neopentane	43.79966474	43.56402640631569
YARYEV	methyl propyl ether	32.32812786	32.318658926448755
FUNCAT	methyl isopropyl ether	53.20075582	53.19671048324266
