MOF	molecule	K	predict
TARWEO	2,3-dimethylbutane	1.81323	1.8106636650314794
FAGREM	dimethylamine	0.00407827	0.003996003788260771
XAMDUM07	dimethyl ether	0.00275725	0.002736768525752322
HEGJUZ	ethene	0.000284974	0.0002859655534757478
XUWVEQ	1,5-heptadiene	0.3714	0.3736787328333136
GIMVAA	acetone	3.6299999999999994e-11	3.586667104676153e-11
REGLOG	neopentane	5.51e-09	5.447149803858406e-09
FECZAQ	3-methylpentane	0.286164	0.28117142106704013
RACZIG	methyl propyl ketone	0.548542	0.5344274412473382
MIMVEJ	4,4-dimethyl-1-pentene	1.6599999999999999e-16	1.7035809439183727e-16
SENWAL	methyl propyl ether	0.000645184	0.0006464133395302648
GACQAE	propyl alcohol	0.00038938300000000004	0.00040225237496089753
XINFUW	acetonitrile	0.0101544	0.009573833415124253
IBICAZ	4-methyl-1-hexene	0.20263	0.1991650268566381
QUNMUI	2-pentene	0.00646805	0.006502206721381425
FECZAQ	4-methyl-4-penten-2-one	0.71273	0.726795983253929
IXODUV	ethylamine	0.00250625	0.00252806117741218
PUQXUV	methane	6.17e-05	6.20654728139573e-05
DAGDIZ	2,3-dimethylbutane	19.8459	20.260790387583445
HICVUM	neopentane	0.13902	0.14051043433661292
DUBWON	methyl tert-butyl ether	0.0453055	0.045487529699603374
AGARUW	methyl tert-butyl ether	7.97598	7.967164573487263
GUYLOC	methane	1.1400000000000001e-05	1.1577411570277727e-05
HIHGOW	dimethyl ether	0.0839313	0.0819012201521845
QUQFIS	dimethyl ether	0.000935765	0.0009536729814832578
REGLOG	ethane	1.23e-05	1.236233782288984e-05
EQIWAD	propionitrile	1.4e-51	1.4131925372492956e-51
TEVZEA	propyl alcohol	0.00100986	0.0009811289161340182
GEDLIM	propyl alcohol	0.565851	0.5768463606577737
ANUGIA	isopentane	0.00669752	0.006499360986686854
FUSWIA	ethane	0.00016614400000000001	0.0001660196151567483
KAXQOR	neopentane	1.71e-09	1.7245158693518959e-09
WIJDID	acetaldehyde	1.0399999999999998e-34	1.0372936675142279e-34
ATOXEN	acetaldehyde	0.000614166	0.0006188713762256802
EZABEN	isobutane	0.000817473	0.0007889307834377159
TESGUU	ethylamine	0.0052752	0.005229817904151966
FUTKEL	dimethylamine	0.022127599999999997	0.022012810339586228
YARKEJ	ethane	0.000456156	0.00042883691951182235
YUKBIP01	ethane	0.000240513	0.0002373841787581924
NUVWIL	isopentane	0.00265578	0.002566499065233876
UBUMAH	isobutane	0.00330749	0.0033109423843021074
LEMNOH	4-methyl-4-penten-2-one	1.18e-25	1.162950520873596e-25
