MOF	molecule	K	predict
AGARUW	methyl isopropyl ether	1.7385	1.700414814634889
HOWPOZ	4-methyl-4-penten-2-one	74.4418	75.76451281417675
VUQKUO	isopropyl alcohol	0.0166252	0.016504840623099874
PUWCUF	4,4-dimethyl-1-pentene	0.0366546	0.0377848743822794
ZERQOE	propyl alcohol	0.196427	0.20421374565459605
RURPEA	4-hexen-2-one	0.0549744	0.05454895872984543
RIVDEF	ethane	4.6e-05	4.623344471499616e-05
SEFSOM	acetaldehyde	0.00484179	0.004901986853010821
NAKLIW	2,3-dimethylbutane	0.0148506	0.014544808885898992
IXOFIL	ethylamine	0.00241157	0.0023975618837931765
IBIDAA	acetonitrile	0.000377479	0.0003711984276999811
VUQKUO	methane	3.98e-06	4.0699234740910425e-06
XAWZOM	acetaldehyde	0.060504300000000004	0.0593451149201294
CUHPUR	4-hexen-2-one	4.71736	4.691880709119688
NASCIV	dimethylamine	1.6399999999999999e-07	1.6312400886637757e-07
MIMVEJ	dimethylamine	2.0938	2.070438225541041
LABJUV	2-pentene	0.0248092	0.02546693197256836
QOMFAA	hydrogen cyanide	0.00684121	0.006849265048589406
MOYYIJ	methyl propyl ether	0.00770078	0.007384458918122267
SERJUV	4-hexen-2-one	0.8840319999999999	0.8880645930676766
NUYWOU	dimethyl ether	0.222041	0.2189930958821066
WONZOP	methyl isopropyl ether	0.00131988	0.0013472964789381758
KAYBIX	propane	0.0695522	0.06884241819745157
CUNFOH01	ethene	4.18e-06	4.182509069277768e-06
SEFSOM	acetonitrile	0.00366928	0.0037297587473822873
RATDAS02	2-pentene	0.000159918	0.00016646811701309807
AHOKIR01	propyl alcohol	2.12e-06	2.1090484842813138e-06
IQUNAJ01	propene	5.89e-12	5.876865204636715e-12
FUNBIA	acetonitrile	0.161482	0.15174010160411694
BEPPAP	methyl propyl ketone	0.000818743	0.0008111920621733136
UWELIS	neopentane	0.12047100000000001	0.1223520383244378
XINWUO	4-methyl-4-penten-2-one	0.0724938	0.07199402727527938
CEGWER	propyl alcohol	420.19699999999995	414.07395925237205
XINFUW	methyl propyl ether	0.0257711	0.026062922430179464
BEPMIU	4-methyl-4-penten-2-one	0.122201	0.12357840044934942
QEVKOS	4,4-dimethyl-1-pentene	5.61e-06	5.845871669624593e-06
KAXQOR01	propionitrile	1.51789	1.5462322947558333
AMILUE	4-methyl-1-hexene	0.20567800000000003	0.2118750370535406
EDADIX	acetaldehyde	0.00523728	0.005341478639894896
RUFMUA01	4-methyl-4-penten-2-one	2.86e-06	2.87039872204302e-06
YEGCUJ	hydrogen cyanide	0.00125601	0.0012467995870674511
VUSKEA	neopentane	0.00030780099999999996	0.000302566041844767
RELLAW	propionitrile	0.0115142	0.011234417986156695
CISMAT01	methane	8.590000000000001e-05	8.542395188129182e-05
CUHPUR	hydrogen cyanide	0.000298188	0.0002976340281653389
KAXQOR01	propane	1.05687	1.0339957370612265
REYCOP	acetonitrile	0.00018305	0.0001793043486244437
VAGTUU	4-methyl-1-hexene	4844.67	4758.752893055918
UVARIT	propene	0.00969573	0.00967407641562337
HIMSAY	4-hexen-2-one	3.86754	3.9525326300149284
GUYMAP	propene	0.00114856	0.0011782580361191124
HIHGOW	4-hexen-2-one	358.106	365.5158825902342
PEVQEO	4-methyl-4-penten-2-one	0.00416972	0.0041663947837068125
XEXLOD	4,4-dimethyl-1-pentene	0.317764	0.31237883298416913
GIZJOP	4,4-dimethyl-1-pentene	4.32e-07	4.390402833977236e-07
GUFREF	acetone	1.3394700000000002	1.3413524768367546
WENDIE	4-methyl-4-penten-2-one	0.72378	0.7430040355492976
MUVGOA	isopropyl alcohol	0.0221207	0.022657927623674506
FIPWUY	dimethyl ether	0.21153200000000003	0.21526412085921068
IBICON	dimethylamine	0.00038414300000000004	0.000386198441115375
TEVZUQ	methyl propyl ketone	5.21e-06	5.21188378410136e-06
TESHAB	isopentane	1.57e-05	1.4726280007931425e-05
CEGWER	methyl tert-butyl ether	284.835	288.33703088282164
KAXQOR	ethene	0.00251553	0.0025435518368876896
ZEDROR	ethene	5.93e-05	6.0624902936266176e-05
QIFLUO	acetaldehyde	0.00625026	0.006142085036524135
SAHYOQ03	propionitrile	0.000146033	0.00014050378304993657
GULPIN	isopentane	0.000528834	0.0005279543708563834
UKUBIM	propane	0.027039099999999996	0.026036156195053502
DEYVUA	neopentane	0.00113578	0.0011820250533359246
PUQYAC	2,3-dimethylbutane	0.0170751	0.01650304916091878
HICVUM	2,3-dimethylbutane	4.4012400000000005	4.36962832747285
GIMSIG	4-methyl-4-penten-2-one	3.6723199999999996	3.6132270990104427
RURQEB	1,5-heptadiene	0.06243819999999999	0.06224369464186323
REGLOG	ethane	1.23e-05	1.266369285351004e-05
YARYOF	isopropyl alcohol	0.000109016	0.00010937114843735856
IBUDOZ	methyl propyl ketone	0.057482000000000005	0.05645708228628006
LAGWEX	2,3-dimethylbutane	6.27474	5.996133365225415
VONBIK	hydrogen cyanide	0.00126946	0.0012387764483486107
RIFDUG01	2,3-dimethylbutane	0.0345951	0.03496175319921663
LIKFOB	dimethyl ether	2.01e-10	2.04819277779404e-10
QESYOD	propyl alcohol	0.000199971	0.00019934059129639086
OFORUX	isopropyl alcohol	0.0279197	0.028144065131753535
KIDDIM	methyl propyl ketone	12448.0	11992.643479172044
LOQLEJ	ethane	0.0005793290000000001	0.0005825966929073281
QUQPOI	4-methyl-1-hexene	4.17784	4.152404012265735
SERJUV	1,5-heptadiene	0.493209	0.5094052013395413
ECAHAT	propionitrile	0.00044652	0.0004514470165882421
NUTQAV	methyl propyl ether	0.00548044	0.005381419471039561
SEFSOM	neopentane	0.286163	0.2773311708415873
TASXIW	4-hexen-2-one	55.0115	55.793141452449255
WECJAR	propene	0.0132333	0.013686969371775983
PUSDOX	isopentane	0.390906	0.40614923618922993
NASCIV	acetone	2.5999999999999996e-19	2.6083513524228913e-19
HAZNON	2,3-dimethylbutane	0.00251834	0.0025283842261206424
MATVAF	1,5-heptadiene	6.8829199999999995	7.0367366080383205
PASKAX	2,3-dimethylbutane	3.3399999999999996e-09	3.406588364170462e-09
QEVKOS	methyl propyl ether	0.0846253	0.08804878951861714
ULOGIL	methyl propyl ketone	1.72e-23	1.7246591453911942e-23
HEGJUZ	4-methyl-4-penten-2-one	126.212	126.22212491803234
RIFDUG01	4,4-dimethyl-1-pentene	0.109768	0.10684456689311382
DAGDIZ	methane	7.99e-06	8.004329465266885e-06
LAGNUE	2-pentene	0.8534930000000001	0.8594169468130486
KEWZOD	acetonitrile	0.033551199999999996	0.03234343490927412
RAZYIC	4,4-dimethyl-1-pentene	54.3372	52.60227916360044
ICANEH	dimethyl ether	0.00642401	0.006372460759936781
AZIXUD	methyl propyl ether	0.267769	0.267760948489738
GEDLIM	isobutane	0.22003000000000003	0.21879135656592819
EMITUQ	propyl alcohol	0.182376	0.1793729559753211
NEHZIK	2-pentene	0.0732875	0.07805700519905873
MIBQAR16	acetone	0.00040031199999999994	0.00040055849633658665
VEJYUF01	neopentane	0.00505132	0.005232433163014823
IBICON	isopentane	0.00573356	0.00579257019803757
CIGYAU	acetaldehyde	1.5399999999999998e-05	1.546383000482773e-05
IBIDAA	acetaldehyde	0.00035684199999999996	0.0003675954530142287
XIDBUJ	methyl isopropyl ether	0.762234	0.7701078025965157
REDROI	acetone	0.729777	0.7019963665788407
UVUPOR	acetonitrile	0.0043832	0.004239586614623558
XAWVUN	1,5-heptadiene	0.008730400000000001	0.008689074653804812
XOJWEZ	ethane	0.00017948200000000001	0.00018032178899174815
FIPWUY	isobutane	0.0163764	0.016360720674656833
KINKAV	methyl propyl ether	0.31273	0.3127080014240261
DEYLUQ	2-pentene	0.960141	0.9462016340233786
