MOF	molecule	K	predict
KANDIO	2-pentene	0.207496	0.19586483222447842
XINHOT	2-pentene	1.68802	1.8234764784678645
FUNBEW	neopentane	0.000495455	0.000522616142891744
XIBZUF	methyl isopropyl ether	9.967	9.876585032035191
MOYYEF	isopentane	0.150751	0.13202402373741134
XINFUW	hydrogen cyanide	0.00015096399999999999	0.0001547168022761693
MIHHOA	propionitrile	1.1439	1.1121170558869111
GOMRAC	ethylamine	347.51300000000003	358.8275285497652
IBICED	3-methylpentane	0.0411408	0.03955393692680356
UXEQOE	4-methyl-4-penten-2-one	20574.5	20288.926731618776
NARTUX	4-hexen-2-one	3688.86	3594.848143619379
IJENER	acetone	14.9729	14.32349341160891
XEQRAO	ethene	5.03e-05	4.983502768585733e-05
RIVDEF	propyl alcohol	6.159999999999999e-05	6.211449516829867e-05
KEFBEE	ethane	6.659999999999999e-05	6.956439708345798e-05
HAFQUC	neopentane	3.0103299999999997	2.8163096949488833
EMITUQ	3-methylpentane	1.73383	1.7660036923971585
SAMLAV03	acetonitrile	1.00125	0.9599191602570198
ZIKJIO	4-methyl-1-hexene	0.740753	0.7439258075420772
TENLIJ	4-methyl-1-hexene	5.62521	5.821858511954603
FIQCEN	isopentane	0.021749200000000003	0.02270716179708034
EZABEN	acetone	1.21021	1.2477671505946137
YEKXET	acetone	0.023082	0.024442296353124775
UWELIS	4-methyl-4-penten-2-one	152.436	147.9416340488828
PUWCUF	methyl propyl ether	0.184778	0.18675389236509332
PASKAX	propyl alcohol	1.3849799999999999	1.477898983637929
NIRDOI	acetone	1.51e-10	1.5066571985036483e-10
SAHYOQ03	2,3-dimethylbutane	0.00145269	0.0014648027999034747
UKUBIM	isobutane	0.117798	0.12895376962191438
QOMFAA	2,3-dimethylbutane	0.254855	0.2694687081830625
XADGAM	acetone	3.2927699999999995	3.5908286375297016
SAMLAV03	2-pentene	0.104387	0.10383295957146559
MIDRAT	propene	2.34e-06	2.4632894777023343e-06
MODNIC	2,3-dimethylbutane	3.74e-05	3.801222276551205e-05
VONBIK	dimethyl ether	0.013414600000000002	0.013346252811950014
LEGGEK	dimethyl ether	312861.0	291867.58472245315
VAGTUU	ethene	0.000490386	0.000501885192117198
QUJFUX	isopropyl alcohol	9.059999999999999e-05	8.721658748146411e-05
IXUREZ	propionitrile	99.4702	95.33932438918714
UVAROZ	methyl propyl ether	0.0748758	0.07935332930170819
BALMUW	methane	3.96e-08	3.9704657330180706e-08
AROFET	2,3-dimethylbutane	0.47950299999999996	0.4870213056061861
SENWIT	acetone	0.09991760000000001	0.1031867043837359
LASYOU	propene	0.000914955	0.0009456339212411949
RUFMUA01	ethylamine	0.00123699	0.0012962477146962782
YEGYIU	dimethylamine	7.45e-14	7.27373272574049e-14
IXUREZ	4-methyl-4-penten-2-one	2106.89	2212.99363488105
LEMNOH	isopropyl alcohol	3.95e-15	3.9210986812835185e-15
NUVWIL	4,4-dimethyl-1-pentene	0.05194780000000001	0.0507708656859153
ISOHEE	methane	9.61e-06	9.873084649400103e-06
IBUDOZ	2-pentene	0.8948010000000001	0.8604298154261055
GUYLOC	2-pentene	0.08791950000000001	0.08802090895113394
AMILUE	4,4-dimethyl-1-pentene	0.103302	0.09856370779458898
AHOKIR01	ethane	4.1100000000000004e-08	4.323262495343176e-08
QEVKOS	acetonitrile	0.0119567	0.011604835689005317
PAPXUB	3-methylpentane	0.00564512	0.005644773977701942
XUYXAR	isopentane	2.4e-07	2.53356993282464e-07
KEWZOD	isopentane	0.0841574	0.09196277856137558
KIXXOG	propane	2.51e-17	2.5668405125804943e-17
IBICAZ	methyl propyl ether	0.00327001	0.003297412897413998
WALBOC02	1,5-heptadiene	5.79e-07	5.835043083076515e-07
RUFMUA	isopentane	8.94e-11	7.785405130496853e-11
SEFSOM	hydrogen cyanide	0.000187895	0.00019741895127624288
RAZYIC	neopentane	0.397	0.4054878233445974
FEWGUL	isopentane	0.274431	0.2710858862654398
WALBOC	methane	2.01e-05	1.927965814538704e-05
NUVWIL	acetone	0.00035293900000000003	0.00036201562496748725
HUTTIA	methyl isopropyl ether	0.00386421	0.004057084875980552
PORVUO	ethane	0.00136193	0.0012622817862975252
GUYLUI01	ethane	0.00053753	0.000527874801273868
VAZTOG	methane	3.92e-06	3.926949054945646e-06
ISEQIH	propane	0.023912299999999997	0.025610726199408344
MIDRAT	isobutane	6.659999999999999e-13	6.665807494609417e-13
FUNBEW	ethane	0.000123861	0.00012473207403776657
GAYFOD	propane	0.0108561	0.011470770917963917
QIFLUO	ethane	0.00011365799999999999	9.500114404980612e-05
CUNWEO	methyl propyl ether	0.0673337	0.07450610730229626
NUTQAV	methyl isopropyl ether	0.00887931	0.009197013977049147
NIRDOI	propene	1.05e-07	9.824290619122062e-08
KAVROQ	propionitrile	0.0107604	0.010666503284894241
FAQVEA	methyl isopropyl ether	1.2199999999999998e-07	1.234579149606189e-07
ATOXEN	ethane	0.000136944	0.00014332504206171558
RURPEA	dimethylamine	0.00828581	0.008188190231015033
LEGGEK	acetone	43641.1	44317.91939263407
NISCOJ	acetonitrile	0.0039298	0.004008745264934171
ECAHAT	propyl alcohol	0.00010687899999999999	0.00010759490422157327
XUNHAQ	dimethylamine	0.031248400000000003	0.032099634617804046
ZIKJIO	4-methyl-4-penten-2-one	0.701711	0.7020863658480733
HAZNON	3-methylpentane	0.19212100000000001	0.19383963527640333
QIFLUO	neopentane	1.13e-11	1.4238599913313732e-11
QUQFIS	acetonitrile	0.000672945	0.0006830389911098733
ILOJEZ	dimethyl ether	0.062352199999999997	0.06045580945610981
AMIMEP	3-methylpentane	0.327599	0.29391114492125175
IMACZN01	hydrogen cyanide	0.000329951	0.00033388862855622086
PIJJOI	neopentane	3.3103	3.257887441878267
IBICED	4,4-dimethyl-1-pentene	0.0851772	0.0930854366885768
FIPWUY	4-methyl-4-penten-2-one	18.809	18.61152648223741
FUNCEX	4-methyl-1-hexene	0.152301	0.1518022627611048
YAZFOW	4-methyl-4-penten-2-one	456.309	457.7486792114113
NIRDOI	acetonitrile	1.21e-05	1.1466430870306837e-05
UVUPOR	methyl tert-butyl ether	2.06839	2.051668312223299
QUQFIS	isobutane	0.00979465	0.009659393245738938
FAKLOU	dimethyl ether	0.000439883	0.0004484488052776572
QUQPOI	methane	1.9399999999999997e-05	1.93657812199588e-05
NUTQEZ	ethane	7.69e-05	7.742130981735714e-05
RIPNIP	neopentane	0.10155399999999999	0.10466608196417974
XUNHAQ	methyl propyl ketone	0.226748	0.22384492726434632
EZABEN	methane	8.61e-06	8.767841485182544e-06
ZIDDIB	propyl alcohol	26.7981	27.78137361696147
HUTTIA	ethane	0.00387243	0.004116619771494574
ODIXEG	propionitrile	0.00241048	0.002381044562552925
UVASAM	ethene	0.000621096	0.0006366454092561465
SENWOZ	propyl alcohol	0.0345772	0.03533439084930379
KAVROQ	4,4-dimethyl-1-pentene	0.03961130000000001	0.03983555778890338
VEJYUF02	neopentane	0.00770337	0.007625150772179334
ISEQIH	propionitrile	26278100.0	25741836.55708072
PASTOU	propionitrile	0.014652100000000001	0.014191481585695212
MIDRAT	3-methylpentane	2e-16	1.9861600695205509e-16
IXUREZ	methyl isopropyl ether	32.626	27.818535568425457
ECIWUJ	propene	2.6000000000000002e-12	2.6601781436686883e-12
RIFDUG01	2-pentene	0.0403548	0.03770709997761075
ELAFUT	acetone	0.330433	0.3537249427486143
HIHGOW	2-pentene	0.288616	0.28237396131042397
GUWDUY	acetonitrile	0.00184222	0.0018256325956553853
BARZAW	isobutane	0.09238760000000001	0.09576043264652967
SEFSOM	methane	7.73e-06	8.051533726121426e-06
YUGLES	methane	7.82e-06	7.382498890544101e-06
TADCAE	propane	0.00434809	0.004394830698142458
OTAVOV	dimethyl ether	0.000229265	0.0002321262318219482
DEYVUA	isopropyl alcohol	0.00418601	0.004192629999139389
NEVJEF	methyl isopropyl ether	0.532051	0.5388395259054748
ABUWOJ	ethene	0.000164476	0.00016175140099799194
XIBZUF	4-methyl-1-hexene	13.6436	14.07545670382714
YEGKOM	propene	3.0299999999999998e-05	3.083987016966468e-05
FUDQIF	propane	0.000343276	0.0003430810245838163
PEVQEO	neopentane	0.000307619	0.0002865475988345604
FERHAN	hydrogen cyanide	0.000270297	0.0002791081110419173
FECZAQ	4,4-dimethyl-1-pentene	0.70814	0.6888185187866103
PUSDOX	propene	0.00108032	0.0010783064559522842
SAKRED	ethane	6.879999999999999e-05	7.040036110898222e-05
BUVXOG	4-methyl-1-hexene	16.5859	15.915212143070676
IBUDOZ	propane	0.00870849	0.008279929496692229
YUJNOH	ethane	0.00039654800000000004	0.0003961302826628475
XEQRAO	acetonitrile	0.00351062	0.0033820306847114926
WIYFAM	1,5-heptadiene	0.05502130000000001	0.05268690790131469
UKUBIM	ethylamine	0.0346708	0.03400455936036378
AMILUE	methyl propyl ketone	0.179582	0.1847374620833158
RAXDAX	hydrogen cyanide	0.00232013	0.0023488515724960713
RUCGOM	isobutane	0.000272279	0.0002469602903625203
PEVQEO	4,4-dimethyl-1-pentene	0.00236027	0.002456220588689302
SERJUV	4-hexen-2-one	0.8840319999999999	0.8136182290215748
NAKLIW	ethane	0.00037184800000000004	0.0003463632355696218
MIBQAR	acetonitrile	4.48e-05	4.566532336260771e-05
KEXKEF	dimethylamine	1.41e-14	1.4504471835992423e-14
HEKTUO	2-pentene	0.00110896	0.0011434250032341883
FIRVEH	2-pentene	0.027810900000000003	0.027059604926563008
TEVZUQ	hydrogen cyanide	9.63e-05	9.269512043397251e-05
MATVAF	2-pentene	0.110805	0.11133239762626158
XEXLOD	acetone	0.0145085	0.013421106615840051
SENWIT	acetonitrile	0.0685671	0.07326450969102732
IQUNAJ	ethane	1.72e-10	1.7622823617139395e-10
GEDLIM	3-methylpentane	98.4592	99.58506442306022
EXEWAG	acetonitrile	0.00256718	0.0025324211061912806
XIDBUJ	isopropyl alcohol	1.48567	1.427897112101098
DOGZIJ	ethene	0.000223002	0.00021831817361511163
HEGJUZ	methyl propyl ketone	0.609142	0.6378006752309916
GITWIQ	propene	0.00262334	0.002541023823771856
HABRIN	methyl propyl ether	6.41e-14	6.540765509772776e-14
XEXMEU	isobutane	0.00293918	0.002704893589007565
QESYOD	propyl alcohol	0.000199971	0.00019856102829004371
EBEMII	methyl tert-butyl ether	0.000296037	0.00028089280855833214
RATDAS02	ethylamine	0.00518619	0.005049675821959335
BICDAU	acetone	0.00158088	0.0015654976160510668
IXISOX	ethene	0.000291924	0.00028894582369377316
BONWIL	acetone	1.13e-11	1.2107306584682116e-11
PUWCUF	methyl tert-butyl ether	0.0256599	0.026566138205737402
RELLAW	isopentane	0.195492	0.19011178794966035
FEZREJ	dimethylamine	0.747108	0.7533197363117617
IBICED	neopentane	0.00288202	0.0028756273714539145
AFITIT	propene	0.00212838	0.0019649372600576724
KEWZOD	dimethylamine	0.0165904	0.016621474771295233
NUTQEZ	methyl isopropyl ether	0.0121054	0.011920291583658345
OJICUG	isobutane	0.00087599	0.000835593718674271
RIVDEF	isopentane	0.00113228	0.001083527063836149
UVASAM	methyl isopropyl ether	0.018411700000000003	0.019959723544133726
VASKOR	propane	1.3000000000000001e-05	1.2890888637446492e-05
UBACOR	propane	0.011226	0.00901911093593857
ZARZAV	4-methyl-1-hexene	148.665	155.4924065518815
CUTKOS	2,3-dimethylbutane	0.168579	0.19516574273904186
XUNGOD	dimethylamine	0.105298	0.10131342106655979
DUXZIG01	isopropyl alcohol	3.54e-05	3.627437128237597e-05
VISTUM	methane	1.32e-06	1.3010787796313618e-06
BUVXOG	4,4-dimethyl-1-pentene	11.3874	12.623428931081245
ECAHAT	isobutane	0.0007518469999999999	0.0007334545862676715
PASKAX	acetonitrile	0.43321000000000004	0.42569705550414627
MIKJAR	2-pentene	16.8664	17.414889530520895
DOGZIJ	propane	0.0154672	0.015070214916334564
VONBIK	4-methyl-1-hexene	101.055	104.80005826056396
XEHTUB	ethylamine	3.24e-05	3.184412650304642e-05
XAMDUM07	methyl tert-butyl ether	0.0526649	0.052394634799571335
UXEQOE	4-hexen-2-one	530042.0	526836.6252259512
RACZIG	methyl propyl ketone	0.548542	0.5565434904318098
ZERQOE	4,4-dimethyl-1-pentene	2.46e-07	2.488980277414985e-07
MIDRAT	propionitrile	0.00011381799999999999	0.0001112358497956053
WIFBAQ	hydrogen cyanide	0.00100537	0.0009854053291514077
FIJCUX	4-methyl-4-penten-2-one	4.7623	4.757214082659968
FAPTOH	4-methyl-1-hexene	29.7153	28.314914507523948
YUBFOR	methyl propyl ketone	0.00772483	0.008135132761504625
SERJUV	methyl isopropyl ether	0.0236499	0.02498900269001909
ZARZAV	ethane	0.00244512	0.0026184976836044504
MATVEJ	propionitrile	0.00466227	0.00468943614992915
HAFQOW	methane	2.6899999999999997e-05	2.664972358017449e-05
NIRDOI	acetaldehyde	1.97e-06	2.0360413236334012e-06
FECZAQ	hydrogen cyanide	4.84e-05	4.616208757703314e-05
IYUJAO	1,5-heptadiene	175.09400000000002	167.91873538962525
WIDZOA	1,5-heptadiene	8.72e-06	8.805217839194945e-06
ERUFUS	4-methyl-4-penten-2-one	5.379999999999999e-05	5.211094103000707e-05
ECAHAT	acetone	0.00136624	0.0013250717891735105
YEGCUJ	3-methylpentane	0.0044455	0.004311312590900778
KEFBEE	ethylamine	0.00433508	0.004165441340307767
PEVPUD	methyl propyl ether	0.000202063	0.00020388401066024446
TESGOO	4,4-dimethyl-1-pentene	1.41e-10	1.4601835889690772e-10
RAZYOI	isopropyl alcohol	0.00346815	0.0033345182085394685
IXISOX	4,4-dimethyl-1-pentene	0.781809	0.7750087159716457
OFORUX	1,5-heptadiene	2519.81	2472.0272689525286
AGARUW	methyl propyl ketone	2.0594	2.100890578064364
XUYXAR	isopropyl alcohol	6.76e-06	6.854701533762706e-06
MAKXAZ	propionitrile	0.342227	0.34589258482472246
FUSWIA	propane	0.00224629	0.0023132793280453744
