MOF	molecule	K	predict
KANDIO	2-pentene	0.207496	0.19586483222447854
XINHOT	2-pentene	1.68802	1.8234764784678612
FUNBEW	neopentane	0.000495455	0.0005226161428917461
XIBZUF	methyl isopropyl ether	9.967	9.87658503203517
MOYYEF	isopentane	0.150751	0.1320240237374113
XINFUW	hydrogen cyanide	0.00015096399999999999	0.00015471680227617038
MIHHOA	propionitrile	1.1439	1.112117055886909
GOMRAC	ethylamine	347.51300000000003	358.82752854976627
IBICED	3-methylpentane	0.0411408	0.03955393692680354
UXEQOE	4-methyl-4-penten-2-one	20574.5	20288.926731618692
NARTUX	4-hexen-2-one	3688.86	3594.848143619375
IJENER	acetone	14.9729	14.32349341160891
XEQRAO	ethene	5.03e-05	4.9835027685857025e-05
RIVDEF	propyl alcohol	6.159999999999999e-05	6.211449516829879e-05
KEFBEE	ethane	6.659999999999999e-05	6.95643970834577e-05
HAFQUC	neopentane	3.0103299999999997	2.8163096949488686
EMITUQ	3-methylpentane	1.73383	1.766003692397158
SAMLAV03	acetonitrile	1.00125	0.9599191602570212
ZIKJIO	4-methyl-1-hexene	0.740753	0.7439258075420766
TENLIJ	4-methyl-1-hexene	5.62521	5.821858511954633
FIQCEN	isopentane	0.021749200000000003	0.02270716179708027
EZABEN	acetone	1.21021	1.247767150594615
YEKXET	acetone	0.023082	0.0244422963531246
UWELIS	4-methyl-4-penten-2-one	152.436	147.9416340488828
PUWCUF	methyl propyl ether	0.184778	0.18675389236509232
PASKAX	propyl alcohol	1.3849799999999999	1.4778989836379253
NIRDOI	acetone	1.51e-10	1.5066571985036667e-10
SAHYOQ03	2,3-dimethylbutane	0.00145269	0.0014648027999034777
UKUBIM	isobutane	0.117798	0.12895376962191443
QOMFAA	2,3-dimethylbutane	0.254855	0.2694687081830623
XADGAM	acetone	3.2927699999999995	3.590828637529717
SAMLAV03	2-pentene	0.104387	0.10383295957146556
MIDRAT	propene	2.34e-06	2.463289477702314e-06
MODNIC	2,3-dimethylbutane	3.74e-05	3.801222276551174e-05
VONBIK	dimethyl ether	0.013414600000000002	0.013346252811949932
LEGGEK	dimethyl ether	312861.0	291867.58472245134
VAGTUU	ethene	0.000490386	0.0005018851921171954
QUJFUX	isopropyl alcohol	9.059999999999999e-05	8.721658748146465e-05
IXUREZ	propionitrile	99.4702	95.33932438918738
UVAROZ	methyl propyl ether	0.0748758	0.07935332930170831
BALMUW	methane	3.96e-08	3.9704657330180216e-08
AROFET	2,3-dimethylbutane	0.47950299999999996	0.4870213056061852
SENWIT	acetone	0.09991760000000001	0.10318670438373598
LASYOU	propene	0.000914955	0.0009456339212411949
RUFMUA01	ethylamine	0.00123699	0.0012962477146962782
YEGYIU	dimethylamine	7.45e-14	7.27373272574058e-14
IXUREZ	4-methyl-4-penten-2-one	2106.89	2212.993634881057
LEMNOH	isopropyl alcohol	3.95e-15	3.921098681283534e-15
NUVWIL	4,4-dimethyl-1-pentene	0.05194780000000001	0.05077086568591535
ISOHEE	methane	9.61e-06	9.873084649400062e-06
IBUDOZ	2-pentene	0.8948010000000001	0.8604298154261043
GUYLOC	2-pentene	0.08791950000000001	0.08802090895113349
AMILUE	4,4-dimethyl-1-pentene	0.103302	0.09856370779458883
AHOKIR01	ethane	4.1100000000000004e-08	4.3232624953431846e-08
QEVKOS	acetonitrile	0.0119567	0.011604835689005381
PAPXUB	3-methylpentane	0.00564512	0.005644773977701954
XUYXAR	isopentane	2.4e-07	2.533569932824609e-07
KEWZOD	isopentane	0.0841574	0.0919627785613752
KIXXOG	propane	2.51e-17	2.566840512580452e-17
IBICAZ	methyl propyl ether	0.00327001	0.003297412897414015
WALBOC02	1,5-heptadiene	5.79e-07	5.835043083076503e-07
RUFMUA	isopentane	8.94e-11	7.785405130496853e-11
SEFSOM	hydrogen cyanide	0.000187895	0.00019741895127624247
RAZYIC	neopentane	0.397	0.40548782334459854
FEWGUL	isopentane	0.274431	0.27108588626544033
WALBOC	methane	2.01e-05	1.9279658145387076e-05
NUVWIL	acetone	0.00035293900000000003	0.0003620156249674891
HUTTIA	methyl isopropyl ether	0.00386421	0.00405708487598056
PORVUO	ethane	0.00136193	0.0012622817862975226
GUYLUI01	ethane	0.00053753	0.0005278748012738713
VAZTOG	methane	3.92e-06	3.926949054945662e-06
ISEQIH	propane	0.023912299999999997	0.025610726199408226
MIDRAT	isobutane	6.659999999999999e-13	6.665807494609444e-13
FUNBEW	ethane	0.000123861	0.00012473207403776657
GAYFOD	propane	0.0108561	0.01147077091796387
QIFLUO	ethane	0.00011365799999999999	9.500114404980593e-05
CUNWEO	methyl propyl ether	0.0673337	0.07450610730229619
NUTQAV	methyl isopropyl ether	0.00887931	0.009197013977049109
NIRDOI	propene	1.05e-07	9.824290619121941e-08
KAVROQ	propionitrile	0.0107604	0.01066650328489423
FAQVEA	methyl isopropyl ether	1.2199999999999998e-07	1.234579149606179e-07
ATOXEN	ethane	0.000136944	0.0001433250420617147
RURPEA	dimethylamine	0.00828581	0.008188190231015033
LEGGEK	acetone	43641.1	44317.9193926338
NISCOJ	acetonitrile	0.0039298	0.004008745264934158
ECAHAT	propyl alcohol	0.00010687899999999999	0.00010759490422157315
XUNHAQ	dimethylamine	0.031248400000000003	0.03209963461780408
ZIKJIO	4-methyl-4-penten-2-one	0.701711	0.7020863658480748
HAZNON	3-methylpentane	0.19212100000000001	0.1938396352764042
QIFLUO	neopentane	1.13e-11	1.423859991331379e-11
QUQFIS	acetonitrile	0.000672945	0.0006830389911098753
ILOJEZ	dimethyl ether	0.062352199999999997	0.06045580945610972
AMIMEP	3-methylpentane	0.327599	0.29391114492125137
IMACZN01	hydrogen cyanide	0.000329951	0.0003338886285562212
PIJJOI	neopentane	3.3103	3.2578874418782746
IBICED	4,4-dimethyl-1-pentene	0.0851772	0.0930854366885766
FIPWUY	4-methyl-4-penten-2-one	18.809	18.6115264822374
FUNCEX	4-methyl-1-hexene	0.152301	0.1518022627611048
YAZFOW	4-methyl-4-penten-2-one	456.309	457.74867921141174
NIRDOI	acetonitrile	1.21e-05	1.1466430870306837e-05
UVUPOR	methyl tert-butyl ether	2.06839	2.0516683122233026
QUQFIS	isobutane	0.00979465	0.009659393245738938
FAKLOU	dimethyl ether	0.000439883	0.00044844880527765635
QUQPOI	methane	1.9399999999999997e-05	1.93657812199588e-05
NUTQEZ	ethane	7.69e-05	7.74213098173562e-05
RIPNIP	neopentane	0.10155399999999999	0.10466608196417958
XUNHAQ	methyl propyl ketone	0.226748	0.2238449272643465
EZABEN	methane	8.61e-06	8.767841485182473e-06
ZIDDIB	propyl alcohol	26.7981	27.781373616961428
HUTTIA	ethane	0.00387243	0.004116619771494574
ODIXEG	propionitrile	0.00241048	0.002381044562552935
UVASAM	ethene	0.000621096	0.0006366454092561478
SENWOZ	propyl alcohol	0.0345772	0.03533439084930375
KAVROQ	4,4-dimethyl-1-pentene	0.03961130000000001	0.0398355577889033
VEJYUF02	neopentane	0.00770337	0.007625150772179326
ISEQIH	propionitrile	26278100.0	25741836.55708072
PASTOU	propionitrile	0.014652100000000001	0.014191481585695154
MIDRAT	3-methylpentane	2e-16	1.9861600695205997e-16
IXUREZ	methyl isopropyl ether	32.626	27.8185355684254
ECIWUJ	propene	2.6000000000000002e-12	2.6601781436686774e-12
RIFDUG01	2-pentene	0.0403548	0.03770709997761063
ELAFUT	acetone	0.330433	0.3537249427486137
HIHGOW	2-pentene	0.288616	0.2823739613104236
GUWDUY	acetonitrile	0.00184222	0.001825632595655372
BARZAW	isobutane	0.09238760000000001	0.09576043264652957
SEFSOM	methane	7.73e-06	8.05153372612146e-06
YUGLES	methane	7.82e-06	7.3824988905440705e-06
TADCAE	propane	0.00434809	0.004394830698142458
OTAVOV	dimethyl ether	0.000229265	0.00023212623182194866
DEYVUA	isopropyl alcohol	0.00418601	0.004192629999139402
NEVJEF	methyl isopropyl ether	0.532051	0.5388395259054743
ABUWOJ	ethene	0.000164476	0.00016175140099799261
XIBZUF	4-methyl-1-hexene	13.6436	14.075456703827154
YEGKOM	propene	3.0299999999999998e-05	3.083987016966474e-05
FUDQIF	propane	0.000343276	0.0003430810245838194
PEVQEO	neopentane	0.000307619	0.00028654759883456153
FERHAN	hydrogen cyanide	0.000270297	0.00027910811104191896
FECZAQ	4,4-dimethyl-1-pentene	0.70814	0.6888185187866106
PUSDOX	propene	0.00108032	0.0010783064559522842
