MOF	molecule	H	predict
TETZID	methane	22.88905228	22.948116773211414
GITWIQ	isobutane	55.58328904	55.41689724009762
GUYMAP	2-pentene	48.38537666	48.22320983968248
HOWPOZ	propane	34.85262614	34.93102114967485
CEGDUO	isopropyl alcohol	43.75218612	43.82987456498964
GULPIN	isopentane	57.03331688	56.95599574829644
TENLIJ	ethylamine	76.6369622	76.49055446369373
LAWGEW	methane	10.04222446	10.108150410818842
HIFTOG02	4-methyl-4-penten-2-one	60.01158752	60.02509813219622
XEDPIH	methyl propyl ether	66.44516197	66.37965716911137
WALBOC01	hydrogen cyanide	35.99379352	35.98441616330197
HUTTIA	acetone	65.12035961	64.92053134687028
FEZREJ	dimethyl ether	70.15119128	70.15663144785245
CESYEF01	dimethyl ether	40.800149100000006	40.800933545859536
VAPFUP	4,4-dimethyl-1-pentene	59.41249694	59.348363180308645
GULPIN	methyl propyl ether	64.72047832	64.6584637280929
GIFKIP	methyl tert-butyl ether	-17.64416738	-17.52843196304446
UVEXAV	methyl propyl ether	88.36645456	88.42995579606449
LAWGEW	propionitrile	25.71214291	25.945395948043547
XINFUW	isobutane	37.30777803	37.30794591961435
NARTUX	acetaldehyde	65.94284969	66.00999460174923
RUMWUS	propyl alcohol	71.87759117	71.91487374356242
XAWVUN	4-methyl-4-penten-2-one	46.2606696	46.23644439389689
NADZEZ	dimethylamine	50.63083336	50.6129734199232
DEYLUQ	methyl isopropyl ether	56.26336384	56.253186454603025
VUSKEA	hydrogen cyanide	16.83239549	16.76823558222425
MIKJAR	methyl tert-butyl ether	87.26455431	87.26867458951102
BICDAU	methyl isopropyl ether	34.56238932	34.744151700912255
BEPPAP	ethylamine	35.09663535	35.071086247117265
BEPPAP	4-methyl-4-penten-2-one	49.96858933	49.928878853732584
PEVQEO	propionitrile	31.76746243	31.7285097164091
HAFQOW	4-methyl-4-penten-2-one	66.60870721	66.62603917247539
KEWZOD	3-methylpentane	52.15783828	52.1172602065624
HEGJUZ	methyl propyl ketone	70.18146391	69.98813662632487
ELAFUT	isopentane	66.90054899	66.74778713918128
GINLIA	4-methyl-4-penten-2-one	85.44897107	85.39293126313135
FIGXAW	isopropyl alcohol	63.93043509	63.981634261597165
QUVDUH	hydrogen cyanide	60.81290271	60.768811281317646
IJENER	dimethyl ether	50.20031254	50.2088259938928
RIPNIP	ethylamine	41.96177595	41.942347453134595
LOQLEJ	4,4-dimethyl-1-pentene	45.62339045	45.61363506985227
HEXNII	dimethylamine	57.40727395	57.3062052818481
CEGWER	acetonitrile	66.88925904	66.90277096218246
HIFVOI	neopentane	30.24659804	30.27046210112312
JOSNAG	methyl isopropyl ether	42.06450631	42.105267966704076
ZEDROR	1,5-heptadiene	79.39548461	79.26086154186397
IXISAJ	3-methylpentane	72.60729957	72.66572151291257
DIDDOK	4-methyl-1-hexene	42.10284348	42.165944215168494
EBEMII	ethane	32.67439621	32.77266132629587
BOJCIN	ethylamine	38.43217683	38.42299833933237
QOJVAM	acetonitrile	39.09424264	39.1386989728419
DOTWAL	dimethylamine	50.3956023	50.401472971668774
RUCGOM	acetonitrile	54.16587757	54.23709604978741
BAEDTA01	4-methyl-4-penten-2-one	91.4244587	91.42090776321733
KEFBEE	4-methyl-4-penten-2-one	56.46328745	56.515829841509145
UVASAM	neopentane	47.95251388	47.94251392386472
