MOF	molecule	K	predict
TETZID	methane	1.76e-05	1.842516218190119e-05
GITWIQ	isobutane	0.0125795	0.01213572590555324
GUYMAP	2-pentene	0.12730999999999998	0.11961283209730983
HOWPOZ	propane	0.00360912	0.003699185191544402
CEGDUO	isopropyl alcohol	7.94e-05	8.155016303780661e-05
GULPIN	isopentane	0.000528834	0.0005240897362262762
TENLIJ	ethylamine	47.2982	45.4169020369402
LAWGEW	methane	3.93e-06	3.864551236539054e-06
HIFTOG02	4-methyl-4-penten-2-one	1.05491	1.0206298484147074
XEDPIH	methyl propyl ether	6.17655	6.061530066525812
WALBOC01	hydrogen cyanide	0.000440629	0.0004365900560509595
HUTTIA	acetone	0.616429	0.5744898940955582
FEZREJ	dimethyl ether	8.61057	8.52012171920823
CESYEF01	dimethyl ether	0.000822893	0.0008223373606656197
VAPFUP	4,4-dimethyl-1-pentene	0.000446522	0.0004374042746262089
GULPIN	methyl propyl ether	0.0717681	0.07071082210398326
GIFKIP	methyl tert-butyl ether	3.49e-17	3.5944808689851447e-17
UVEXAV	methyl propyl ether	17468.5	17766.607179479088
LAWGEW	propionitrile	0.00013641399999999999	0.00013351847694002518
XINFUW	isobutane	0.00438535	0.0045015502565346035
NARTUX	acetaldehyde	0.930476	0.9285847139277035
RUMWUS	propyl alcohol	3.78931	3.7050779585239026
XAWVUN	4-methyl-4-penten-2-one	0.0273203	0.02716364012186363
NADZEZ	dimethylamine	0.00151757	0.0015167991258840379
DEYLUQ	methyl isopropyl ether	1.02583	1.0030995055386451
VUSKEA	hydrogen cyanide	1.1900000000000001e-05	1.2105311135668299e-05
MIKJAR	methyl tert-butyl ether	383.212	383.6782456129152
BICDAU	methyl isopropyl ether	0.00258088	0.0026397113878158227
BEPPAP	ethylamine	0.0005955530000000001	0.0006000475381585004
BEPPAP	4-methyl-4-penten-2-one	0.11813	0.11740716882707052
PEVQEO	propionitrile	0.00025095200000000003	0.00024383455827098354
HAFQOW	4-methyl-4-penten-2-one	252.822	251.42678711764984
KEWZOD	3-methylpentane	0.749404	0.7158926473524927
HEGJUZ	methyl propyl ketone	0.609142	0.6372639254285454
ELAFUT	isopentane	0.0648504	0.061343387780056255
GINLIA	4-methyl-4-penten-2-one	374.85	367.801713253726
FIGXAW	isopropyl alcohol	0.00451386	0.004463360032415682
QUVDUH	hydrogen cyanide	0.251423	0.2459042150860143
IJENER	dimethyl ether	0.057821300000000006	0.058165075420071315
RIPNIP	ethylamine	0.00503755	0.0051642497489047265
LOQLEJ	4,4-dimethyl-1-pentene	0.0346543	0.034280329201326364
HEXNII	dimethylamine	0.0255114	0.025261829768988987
CEGWER	acetonitrile	40.842	40.07213592337576
HIFVOI	neopentane	0.000616143	0.0005987846392899001
JOSNAG	methyl isopropyl ether	4.15e-07	4.208487412686216e-07
ZEDROR	1,5-heptadiene	0.209628	0.20620590246992546
IXISAJ	3-methylpentane	2.76912	2.7625631805554325
DIDDOK	4-methyl-1-hexene	0.0206771	0.021192011134625044
EBEMII	ethane	0.000117807	0.00012073575822441322
BOJCIN	ethylamine	0.001212	0.0012121019759680114
QOJVAM	acetonitrile	0.0031988000000000003	0.0032686469855535334
DOTWAL	dimethylamine	0.023510200000000002	0.023691452032449063
RUCGOM	acetonitrile	0.0404204	0.041271369815768184
BAEDTA01	4-methyl-4-penten-2-one	31.2401	31.118261330781234
KEFBEE	4-methyl-4-penten-2-one	0.477876	0.4771458430691013
UVASAM	neopentane	5.14e-05	4.99911966875995e-05
KEFBEE	ethylamine	0.00433508	0.004276616341151659
DAGDIZ	methyl propyl ether	0.10967400000000001	0.11132665851460138
EDADIX	methyl propyl ketone	0.315456	0.3071069494708827
DAGDIZ	acetonitrile	0.0111265	0.01107029221726672
XOVVIO	isopropyl alcohol	1.06e-06	1.0785337780820216e-06
IXOFEH	propyl alcohol	0.0037505000000000004	0.00378051758300729
FIGXAW	4-methyl-1-hexene	8.52e-09	8.548911551316068e-09
HIFTOG01	methane	3.92e-06	3.9136582613826366e-06
YUGLES	methyl propyl ketone	0.00148248	0.0014826678684786274
TEVZOK	2,3-dimethylbutane	3.64e-07	3.6628658623039575e-07
BENXUP	methyl isopropyl ether	2.3e-09	2.1872816148352237e-09
XINJAH	4-methyl-4-penten-2-one	246.791	252.1145549850281
ZARZAV	propyl alcohol	1033.63	1002.7511285144186
HIFTOG01	acetaldehyde	4.71e-05	4.861871697309634e-05
XINHOT	4-methyl-4-penten-2-one	145.61	149.19066822460033
WECJAR	ethane	0.00095128	0.0009848319682384842
ULOGIL	dimethyl ether	5.47e-06	5.497995614852523e-06
IXOFAD	4-hexen-2-one	5.23784	5.257030568374229
VEJYUF02	acetonitrile	0.00313203	0.0030844776924951137
GUYLOC	2-pentene	0.08791950000000001	0.0908804960932017
IQUNAJ	propionitrile	2.96e-10	2.8976982510500657e-10
WIDZOA	propyl alcohol	1.87e-05	1.9163607330881037e-05
YUBFOR	ethane	9.350000000000001e-05	9.208459574473156e-05
TESHAB	2-pentene	0.000189564	0.00018595483137810064
EDUSIF	isopropyl alcohol	3.0799999999999996e-05	3.106347940794016e-05
IXISAJ	1,5-heptadiene	990.783	996.2848717387969
LOQLEJ	isopropyl alcohol	0.016666	0.016306446596936315
RUFMUA01	isopropyl alcohol	4.8100000000000004e-05	4.920108516965363e-05
QOMFAA	methyl propyl ketone	2.16454	2.2159506413104992
XUNGOD	acetonitrile	0.0112023	0.011161042839518851
YAZFOW	2,3-dimethylbutane	120.204	119.80170346720709
BETGAK	dimethylamine	0.012029399999999999	0.012230132299363565
GIZJOP	4,4-dimethyl-1-pentene	4.32e-07	4.3510107494718104e-07
YEKXET	methyl isopropyl ether	0.0651731	0.06777937641491871
ICANAD	neopentane	13.0573	12.78962327397835
XEDPIH	isobutane	0.169823	0.17768712995905203
XINJAH	neopentane	1.8416099999999997	1.8897408447279946
MIDRAT	methane	1.29e-05	1.2787454344647755e-05
VAPFUP	acetonitrile	0.574959	0.6033612714149718
FUNBIA	hydrogen cyanide	0.00135692	0.0013919309969570599
TEVZEA	2-pentene	0.00017722299999999998	0.0001922221311542042
