MOF	molecule	K	predict
QATHOK	methyl isopropyl ether	0.0817945	0.08212621547441257
MOYYEF	propionitrile	0.00385758	0.004086895994468405
UBACOR	ethane	0.00080747	0.0007845526956257404
XINHOT	2,3-dimethylbutane	43.4079	42.555964409810095
BIBBUL	isobutane	1.28e-16	1.2946906871027807e-16
GOMRAC	isopropyl alcohol	1968.22	1971.2501180985828
NAKLIW	methyl tert-butyl ether	0.005275899999999999	0.005150884940153816
MADVUJ	3-methylpentane	0.189835	0.1828185602700103
VUSKEA	ethane	1.57e-05	1.5717035941341075e-05
FUTKEL	propionitrile	0.18521300000000002	0.17751632802313203
WOWGEU	hydrogen cyanide	0.35491100000000003	0.3549827555425425
SAMLAV03	propyl alcohol	0.129237	0.13596569197599892
XEXLOD	acetone	0.0145085	0.013268837910087473
XEXMEU	4,4-dimethyl-1-pentene	0.20605700000000002	0.19808598061703908
SUJREV	ethane	1.9600000000000002e-05	1.877797414303044e-05
NUTQEZ	isopentane	0.0106663	0.010432192244532124
FIRVEH	1,5-heptadiene	0.47471499999999994	0.47031003747109124
RUMWUS	methyl isopropyl ether	47.4323	46.27650673031754
FUSWIA	methyl tert-butyl ether	5.73189	5.477272830109177
QUNMUI	methyl propyl ketone	0.00039410800000000006	0.00038393847049985973
IBICED	4-hexen-2-one	0.26300500000000004	0.25849889248455055
VUQKOI	4-methyl-1-hexene	0.7946310000000001	0.7847058531917105
SENWAL	ethane	1.98e-05	1.9939093606709308e-05
IMACZN01	isopentane	9.87e-10	9.368727290409085e-10
RURQEB	methyl propyl ether	0.0114921	0.011295414122937001
FEWGUL	ethylamine	0.0228433	0.023603031550115356
PUQXUV	methyl isopropyl ether	2.76681	2.401619702561032
BETGAK	dimethylamine	0.012029399999999999	0.012438602769518881
SENWIT	propionitrile	0.268449	0.2526048333444216
FEZREJ	acetonitrile	36.6981	37.47085245683619
FEFCUQ	methyl propyl ether	0.0189563	0.017798128015657704
YEGYIU	acetaldehyde	2.2300000000000003e-11	2.2237555697850784e-11
WALBOC	isobutane	1.08e-12	1.0537992550895607e-12
WABTOK	isopentane	1.93e-13	1.9965827063754726e-13
HICVUM	acetonitrile	9.45678	9.049151758428872
HEKTUO	propionitrile	94.7351	100.5689023383146
OFORUX	acetaldehyde	0.00235048	0.0023764448427198393
BONWAD	ethene	2.7399999999999997e-11	2.6477549672097795e-11
XEHTUB	propene	1.56e-06	1.6465670843684664e-06
UVEXAV	methyl propyl ether	17468.5	17958.543124373176
JAVNIE	4-methyl-1-hexene	11.8354	12.226515379450152
CEGWER	acetaldehyde	5.86306	5.943694444934829
FERHAN	methyl isopropyl ether	0.53981	0.5645596438015678
GOMREG	methyl propyl ketone	14147500.0	14431725.98355631
GULPIN	methyl isopropyl ether	0.0054727	0.006215798247964014
VAGTUU	ethylamine	0.07256069999999999	0.06987688681076296
SAHYOQ03	4-hexen-2-one	0.00418986	0.004195449590575805
YUBFOR	isobutane	0.010959100000000001	0.010628295086443182
MIBQAR	ethene	1.09e-05	1.065745475274682e-05
LOFZUB	acetaldehyde	51.3093	50.746155230989956
MUVGOA	2-pentene	0.0768174	0.07995639486872573
SENWOZ	methyl propyl ether	0.000834155	0.000899755614683313
LIFWEE	acetaldehyde	0.00768827	0.007337610161041137
QUNMUI	ethylamine	0.000140288	0.00013870647499617008
NADZEZ	methane	2.2e-05	2.239234084376414e-05
FUTKEL	4-hexen-2-one	16.5732	16.349084858006893
SAHYOQ03	4-methyl-1-hexene	0.0038158000000000003	0.003809475916892713
ECAHAT	isopentane	0.00268752	0.0025482702893056606
JOSNAG	ethylamine	0.09715039999999998	0.09557467140044637
LELMIA01	acetone	8.24649	7.596446614628312
BETGAK	ethane	0.000290492	0.00028767149267375295
QUGNOV	ethane	9.76e-09	9.630973720679588e-09
FUNBOG	methyl propyl ether	0.029519200000000002	0.031705535450573516
GEDLIM	4-methyl-1-hexene	1063.2	1056.6753076074015
CIGYAU	dimethylamine	4.4e-10	4.511796943237732e-10
HAFQUC	propane	0.0108952	0.01024953083645145
QEVKOS	ethene	0.00011746	0.00011778279620430933
IYUJAO	ethene	0.000345152	0.00035344906392668305
LAWGIA	2,3-dimethylbutane	0.00145752	0.0014449756584148925
DEGJIK	isobutane	0.0066242	0.0074853916049748125
CUNWEO	3-methylpentane	2.76588	2.9833307631800894
SUJREV	propene	4.429999999999999e-05	4.575647089278401e-05
UTEWUM	methyl propyl ether	0.11548900000000001	0.11800072877453346
ACOLIP	dimethylamine	0.0179793	0.0165360962093839
LELMIA01	methane	1.87e-05	1.870436899389016e-05
GOMRAC	4-hexen-2-one	5885950000.0	5970873386.938836
WALBOC	ethane	0.00023412900000000002	0.00023611764726759373
REGLOG	isopropyl alcohol	0.00272519	0.00283534054219585
UBACUX	propyl alcohol	191.97799999999998	171.01176019214063
FUNCEX	methane	7.74e-06	7.399767956919929e-06
VUSKAW	methyl propyl ether	0.00032694099999999997	0.00032771084113729295
FUSWIA	ethane	0.00016614400000000001	0.00016106006713978975
KEXKEF	isopropyl alcohol	6e-18	5.585011007905006e-18
WIYFAM	hydrogen cyanide	8.840000000000001e-05	8.970617865048277e-05
RIVDEF	4-hexen-2-one	0.129242	0.12778376077022865
FEFDAX	propane	0.000560798	0.000530975806576138
EBEMII	ethane	0.000117807	0.00011812951780369693
FUNCEX	ethylamine	0.00262109	0.0026147967037331815
VISTUM	1,5-heptadiene	1.07e-05	1.0579916853452982e-05
DUBWON	acetone	1.93993	1.887147018758879
YARKEJ	isobutane	0.011176899999999998	0.011676903442647336
GAYFOD	hydrogen cyanide	0.000114895	0.00011291260909056053
UVARIT	2-pentene	0.059941999999999995	0.051584276936251824
WONZUV	4-methyl-4-penten-2-one	0.0862005	0.08741408601575562
UTEWOG	4-hexen-2-one	86.6421	86.47935263907006
MIBQAR16	isobutane	0.000151537	0.00014899842713097435
MIHHOA	propyl alcohol	1.00458	1.0004377348549525
IXODUV	dimethylamine	0.00256209	0.002532338178685588
ODODIW	isopropyl alcohol	3.09857	3.4215313219642
HIFVOI	propane	0.0007151869999999999	0.0006953652597124685
HABRIN	ethane	1.7899999999999997e-07	1.7696798695385495e-07
DAGDIZ	ethane	0.000173723	0.0001687606919726973
RAZYOI	dimethylamine	0.00391188	0.0038789388672182752
UVARIT	hydrogen cyanide	0.000872108	0.0008235533225379618
ZESFUY	4-methyl-1-hexene	4.930680000000001	4.868002091550561
GALCED	methyl propyl ether	0.09755180000000001	0.0865693424871117
YUJNOH	acetonitrile	0.30735300000000004	0.3080073570394188
ODIXEG	isopropyl alcohol	0.00142544	0.0013783127979740736
YUGLES	acetone	0.00805438	0.007777142702341521
BENXUP	acetonitrile	0.00389944	0.0038011199616874345
