MOF	molecule	H	predict
APEBED	propane	50.59142261	50.60383061818561
XUGSEY	dimethyl ether	63.85387248	63.767531918544954
ZIKJIO	ethane	23.51613304	23.561450564078765
GIMSIG	acetonitrile	32.16781786	32.22274810827758
CUNFOH01	propionitrile	24.57300359	24.664757533622232
TOHYUL	methyl isopropyl ether	50.53699587	50.658581149060396
QUVDUH	isopropyl alcohol	59.35725938	59.41740377504985
AVAQIX	1,5-heptadiene	85.92374685	86.00770890169916
KEFBEE	4-hexen-2-one	56.49417679	56.573373669135094
AVIMOI	methyl isopropyl ether	73.87242609	73.68102795471592
YUKBIP01	acetone	47.6994343	47.629657098249496
ACOLIP	2,3-dimethylbutane	52.49142833	52.28014717406301
LASYOU	isopropyl alcohol	38.5263651	38.46650031756771
AZIXUD	4,4-dimethyl-1-pentene	68.72615588	68.80623823461542
BEPMIU	hydrogen cyanide	25.365402600000003	25.302514361207116
LASYOU	methyl isopropyl ether	43.94270758	43.99070138196515
PEMRIK	methyl isopropyl ether	62.97707795	63.13172562076165
ODIXEG	propionitrile	35.0610321	35.06887973438239
DAGDIZ	hydrogen cyanide	32.49333967	32.523541540916526
WIDZOA	methyl propyl ether	52.363446200000006	52.28923029947568
NUVWIL	4,4-dimethyl-1-pentene	45.05507214	45.04793273001163
PIHNUQ	2,3-dimethylbutane	5.844655507000001	5.79062912424857
JAVNIE	2-pentene	47.095149	47.288991546591916
FEFCUQ	methyl propyl ether	45.05475863	44.879090490385785
ANUGIA	3-methylpentane	42.33438548	42.3435493002291
ZESFUY	4-hexen-2-one	52.59661366	52.60755651018499
MIBQAR16	propyl alcohol	27.62566402	27.629290858076608
YAZFOW	2-pentene	53.47826931	53.52079898354689
LOQLEJ	propionitrile	52.12566922	52.073654211063214
LAWGIA	4-methyl-4-penten-2-one	36.55285041	36.63929591687874
QEFNAQ	4,4-dimethyl-1-pentene	56.30360493	56.34877371934743
RIVDEF	4,4-dimethyl-1-pentene	28.301820399999997	28.299005686522822
OVICUS	ethene	31.21989333	31.23460989146294
UVEXAV	methyl isopropyl ether	98.22235563	98.09746563141925
AVIMOI	2-pentene	63.26675467	63.22747296680099
LAWGOG	4-hexen-2-one	38.36180157	38.287496486578135
